id,fnid,parent_id,admin_0,admin_1,admin_2,admin_3,population_unconstrained_mean,population_unconstrained_sd,population_unconstrained_sum
223111,ET2023A3030999,222716,Ethiopia,Amhara,Awi,Chagni town,13.668242389033008,9.480360623241369,28211.252290964127
223464,ET2023A3041806,222739,Ethiopia,Oromia,Kelem,Denbi Dollo town,14.721502755956548,9.689055322471292,29251.625976085663
223326,ET2023A3040825,222729,Ethiopia,Oromia,Arsi,Asela town,45.84009513662151,35.64207907229066,91817.71055865288
222823,ET2023A3010213,222696,Ethiopia,Tigray,Central Tigray,Axum town,28.35717204400175,20.031111610725052,61903.70657205582
223284,ET2023A3040621,222727,Ethiopia,Oromia,North Shewa (OR),Sheno town,8.700712205360508,9.239141496462759,18776.136939167976
223788,ET2023A3180511,222774,Ethiopia,South Ethiopia,Gedeo,Gedeb town,8.429519918487754,5.5596192825120205,18182.474464178085
223659,ET2023A3130109,222763,Ethiopia,Harari,Harari,Abadir,32.02038750299389,11.671194229758353,73038.50389432907
223283,ET2023A3040620,222727,Ethiopia,Oromia,North Shewa (OR),Garba Guracha,11.748683746210274,9.061814925760697,25988.088446617126
222840,ET2023A3010308,222697,Ethiopia,Tigray,East Tigray,Adigrat town,38.33231438222228,28.28616968425007,89505.95408248901
223653,ET2023A3130103,222763,Ethiopia,Harari,Harari,Jinela,8.795761580695295,6.942142529089985,19860.829649209976
222841,ET2023A3010309,222697,Ethiopia,Tigray,East Tigray,Wukro town,20.247037520128423,25.676942595717744,49787.46526199579
222821,ET2023A3010211,222696,Ethiopia,Tigray,Central Tigray,Abi Adi town,8.174699381775461,7.165807444124408,19324.98933851719
223671,ET2023A3150103,222765,Ethiopia,Dire Dawa,Dire Dawa urban,Sabian,27.36653490523183,26.961114823523936,64010.32514333725
223455,ET2023A3041713,222738,Ethiopia,Oromia,West Arsi,Kofele town,12.884504872081578,7.660340200648443,32391.645248413086
223162,ET2023A3031416,222721,Ethiopia,Amhara,Bahir Dar,Zege town,1.0031174145220167,0.7215918993819519,2480.7093661129475
223667,ET2023A3140108,222764,Ethiopia,Addis Ababa,Region 14,Addis Ketema (AA),195.34277773838417,142.710399004854,488161.60156822205
223672,ET2023A3150104,222765,Ethiopia,Dire Dawa,Dire Dawa urban,Malka Jabti /M.Jebdu),14.352651084407507,13.479877270527167,37388.656074881554
223749,ET2023A3171107,222770,Ethiopia,South West Ethiopia,Bench Sheko,Mizan Aman town,17.450459972587346,9.253281572805477,50309.676100969315
223500,ET2023A3042301,222743,Ethiopia,Oromia,Shager City,Burayu,17.969955291641796,16.94356888500829,53227.007573843
223803,ET2023A3180613,222775,Ethiopia,South Ethiopia,Wolayita,Sodo town,36.436488186007054,20.419831201112224,109418.7740225792
223912,ET2023A3192009,222789,Ethiopia,Central Ethiopia,Silltie,Tora town,9.562035405874253,12.109891166422717,28686.106217622757
223404,ET2023A3041311,222734,Ethiopia,Oromia,South West Shewa,Woliso town,24.636103801426774,20.349949553700558,73489.49763965607
222822,ET2023A3010212,222696,Ethiopia,Tigray,Central Tigray,Adwa town,21.952282661688727,21.3469463064099,72223.00995695591
223652,ET2023A3130102,222763,Ethiopia,Harari,Harari,Shenkor,7.609510502606639,3.6171265924810667,24525.4523499012
223419,ET2023A3041492,222735,Ethiopia,Oromia,Gujii,Adola town,5.42120414233252,3.7616130675386814,17488.80456316471
223185,ET2023A3040199,222722,Ethiopia,Oromia,West Wellega,Nejo town,7.527032476870537,6.166151914439928,24063.922828555107
223108,ET2023A3030996,222716,Ethiopia,Amhara,Awi,Injibara town,11.773441820438004,11.091282746115121,39040.73307657242
223159,ET2023A3031413,222721,Ethiopia,Amhara,Bahir Dar,Deq,0.3462456859719639,0.07513852730084321,1083.748997092247
223740,ET2023A3170915,222769,Ethiopia,South West Ethiopia,Keffa,Awurada town,0.8157471033875539,0.152753943669447,2684.62371724844
223634,ET2023A3060406,222757,Ethiopia,Benishangul Gumuz,Kemashi,Kamashi town,1.1048631110359062,0.8779773381482685,3643.8385401964188
222979,ET2023A3030314,222710,Ethiopia,Amhara,North Wollo,Gashena town,3.9258332324048313,2.8464352748707116,13834.636310994625
223531,ET2023A3050296,222745,Ethiopia,Somali,Fafan,Kebribayah town,3.241328879145382,2.707080332769945,11133.964699864388
223327,ET2023A3040826,222729,Ethiopia,Oromia,Arsi,Dera town,7.8540137270400106,9.195295650213978,27968.14288198948
223160,ET2023A3031414,222721,Ethiopia,Amhara,Bahir Dar,Meshenti town,0.9206770917938,0.6031506246316698,3364.154093414545
223234,ET2023A3040417,222725,Ethiopia,Oromia,Jimma,Agaro town,21.313946541644803,15.23034566510571,77774.59093046188
