index,id,fnid,parent_id,admin_0,admin_1,admin_2,admin_3,values,count
,,,,,,,,21,46
,,,,,,,,255,14694323
317.0,223113.0,ET2023A3031002,222717.0,Ethiopia,Amhara,Oromia,Bati,1,4900
,,,,,,,,2,39198
,,,,,,,,3,53552
,,,,,,,,5,77
,,,,,,,,11,77546
,,,,,,,,12,463
,,,,,,,,13,445
,,,,,,,,14,3
,,,,,,,,255,15231957
630.0,223426.0,ET2023A3041517,222736.0,Ethiopia,Oromia,West Gujii,Gelana (West Guji),1,461
,,,,,,,,2,9447
,,,,,,,,3,64675
,,,,,,,,11,59696
,,,,,,,,12,1232
,,,,,,,,13,380
,,,,,,,,255,15980815
283.0,223079.0,ET2023A3030709,222714.0,Ethiopia,Amhara,West Gojam,Jabi Tehnan,1,1048
,,,,,,,,2,13947
,,,,,,,,3,177833
,,,,,,,,4,9
,,,,,,,,5,1510
,,,,,,,,11,155778
,,,,,,,,12,3437
,,,,,,,,13,3356
,,,,,,,,21,28
,,,,,,,,255,15787695
260.0,223056.0,ET2023A3030608,222713.0,Ethiopia,Amhara,East Gojam,Debre Elias,1,1450
,,,,,,,,2,9203
,,,,,,,,3,104529
,,,,,,,,11,94075
,,,,,,,,12,4631
,,,,,,,,13,5175
,,,,,,,,21,9
,,,,,,,,23,10
,,,,,,,,255,10965255
981.0,223777.0,ET2023A3171905,222773.0,Ethiopia,South West Ethiopia,Konta,Konta Koysha,1,1572
,,,,,,,,2,1895
,,,,,,,,3,9567
,,,,,,,,4,15
,,,,,,,,11,10742
,,,,,,,,21,33
,,,,,,,,255,9840262
262.0,223058.0,ET2023A3030610,222713.0,Ethiopia,Amhara,East Gojam,Guzamn,1,553
,,,,,,,,2,8799
,,,,,,,,3,185722
,,,,,,,,5,346
,,,,,,,,11,170615
,,,,,,,,12,1119
,,,,,,,,21,10
,,,,,,,,255,24132695
469.0,223265.0,ET2023A3040601,222727.0,Ethiopia,Oromia,North Shewa (OR),Wara Jarso,1,938
,,,,,,,,2,14179
,,,,,,,,3,119252
,,,,,,,,4,2
,,,,,,,,5,2238
,,,,,,,,11,104987
,,,,,,,,12,6244
,,,,,,,,13,2961
,,,,,,,,255,9174551
393.0,223189.0,ET2023A3040204,222723.0,Ethiopia,Oromia,East Wellega,Haro Limu,2,1460
,,,,,,,,3,38540
,,,,,,,,11,33985
,,,,,,,,12,2131
,,,,,,,,255,11910708
513.0,223309.0,ET2023A3040808,222729.0,Ethiopia,Oromia,Arsi,Sude,1,842
,,,,,,,,2,12570
,,,,,,,,3,189713
,,,,,,,,11,165469
,,,,,,,,12,3316
,,,,,,,,13,3283
,,,,,,,,255,13931397
519.0,223315.0,ET2023A3040814,222729.0,Ethiopia,Oromia,Arsi,Shirka,1,1757
,,,,,,,,2,25106
,,,,,,,,3,192026
,,,,,,,,11,165188
,,,,,,,,12,10616
,,,,,,,,13,14099
,,,,,,,,21,54
,,,,,,,,255,11274453
352.0,223148.0,ET2023A3031301,222720.0,Ethiopia,Amhara,North Gojam,Semen Achefer,1,3373
,,,,,,,,2,22886
,,,,,,,,3,148207
,,,,,,,,4,1
,,,,,,,,5,1271
,,,,,,,,11,138462
,,,,,,,,12,4977
,,,,,,,,13,3991
,,,,,,,,21,87
,,,,,,,,255,15069188
523.0,223319.0,ET2023A3040818,222729.0,Ethiopia,Oromia,Arsi,Limu Bilbilo,1,510
,,,,,,,,2,15001
,,,,,,,,3,232129
,,,,,,,,5,1238
,,,,,,,,11,199054
,,,,,,,,12,4076
,,,,,,,,13,6942
,,,,,,,,255,13583772
652.0,223448.0,ET2023A3041706,222738.0,Ethiopia,Oromia,West Arsi,Gedeb Asasa,1,204
,,,,,,,,2,29846
,,,,,,,,3,226787
,,,,,,,,5,907
,,,,,,,,11,188147
,,,,,,,,12,7486
,,,,,,,,13,15175
,,,,,,,,255,8480935
296.0,223092.0,ET2023A3030806,222715.0,Ethiopia,Amhara,Wag Himra,Sahila,1,12420
,,,,,,,,2,23783
,,,,,,,,3,11799
,,,,,,,,5,361
,,,,,,,,11,39447
,,,,,,,,255,8056835
263.0,223059.0,ET2023A3030611,222713.0,Ethiopia,Amhara,East Gojam,Baso Liben,1,2856
,,,,,,,,2,14877
,,,,,,,,3,158319
,,,,,,,,11,140200
,,,,,,,,12,6766
,,,,,,,,13,5156
,,,,,,,,21,51
,,,,,,,,22,31
,,,,,,,,255,9773019
666.0,223462.0,ET2023A3041804,222739.0,Ethiopia,Oromia,Kelem,Gawo Kebe,1,33
,,,,,,,,2,3083
,,,,,,,,3,71039
,,,,,,,,5,561
,,,,,,,,11,60712
,,,,,,,,12,1953
,,,,,,,,13,869
,,,,,,,,255,11736749
576.0,223372.0,ET2023A3041106,222732.0,Ethiopia,Oromia,Bale,Gasera,1,2385
,,,,,,,,2,24420
,,,,,,,,3,79561
,,,,,,,,4,1
,,,,,,,,5,1310
,,,,,,,,11,81521
,,,,,,,,12,5140
,,,,,,,,13,2995
,,,,,,,,255,12982247
109.0,222905.0,ET2023A3020204,222703.0,Ethiopia,Afar,Kilbati,Megale,1,7994
,,,,,,,,2,3502
,,,,,,,,3,232
,,,,,,,,11,9531
,,,,,,,,255,11469208
24.0,222820.0,ET2023A3010210,222696.0,Ethiopia,Tigray,Central Tigray,Abergele (TG),1,16941
,,,,,,,,2,65211
,,,,,,,,3,19373
,,,,,,,,5,350
,,,,,,,,11,82670
,,,,,,,,12,1016
,,,,,,,,13,3182
,,,,,,,,255,9566861
667.0,223463.0,ET2023A3041805,222739.0,Ethiopia,Oromia,Kelem,Sayo,1,75
,,,,,,,,2,1685
,,,,,,,,3,83912
,,,,,,,,5,315
,,,,,,,,11,70165
,,,,,,,,255,9978947
204.0,223000.0,ET2023A3030416,222711.0,Ethiopia,Amhara,South Wollo,Wegde,1,3336
,,,,,,,,2,44550
,,,,,,,,3,157093
,,,,,,,,5,377
,,,,,,,,11,159539
,,,,,,,,12,6100
,,,,,,,,13,5742
,,,,,,,,255,12428408
459.0,223255.0,ET2023A3040516,222726.0,Ethiopia,Oromia,West Shewa,Abuna Ginde Beret,1,821
,,,,,,,,2,11040
,,,,,,,,3,109494
,,,,,,,,11,94250
,,,,,,,,12,3831
,,,,,,,,13,3430
,,,,,,,,255,9260206
123.0,222919.0,ET2023A3020308,222704.0,Ethiopia,Afar,Gabi,Abida,1,1079
,,,,,,,,2,224
,,,,,,,,3,12
,,,,,,,,5,12
,,,,,,,,11,1098
,,,,,,,,255,8509237
179.0,222975.0,ET2023A3030310,222710.0,Ethiopia,Amhara,North Wollo,Lasta,1,5600
,,,,,,,,2,43154
,,,,,,,,3,89646
,,,,,,,,5,569
,,,,,,,,11,112128
,,,,,,,,12,806
,,,,,,,,13,953
,,,,,,,,255,12768031
968.0,223764.0,ET2023A3171802,222772.0,Ethiopia,South West Ethiopia,West Omo,Menit Goldiye,2,293
,,,,,,,,3,35652
,,,,,,,,5,166
,,,,,,,,11,30406
,,,,,,,,255,7787301
508.0,223304.0,ET2023A3040803,222729.0,Ethiopia,Oromia,Arsi,Golocha,1,1086
,,,,,,,,2,15129
,,,,,,,,3,103766
,,,,,,,,5,905
,,,,,,,,11,99079
,,,,,,,,12,1741
,,,,,,,,13,1389
,,,,,,,,255,9236111
225.0,223021.0,ET2023A3030505,222712.0,Ethiopia,Amhara,North Shewa (AM),Menze Gera Midir,1,929
,,,,,,,,2,15974
,,,,,,,,3,94092
,,,,,,,,5,64
,,,,,,,,11,93497
,,,,,,,,12,1063
,,,,,,,,13,213
,,,,,,,,255,8439149
329.0,223125.0,ET2023A3031110,222718.0,Ethiopia,Amhara,Central Gondar,Gonder Zuria,1,3102
,,,,,,,,2,24782
,,,,,,,,3,134062
,,,,,,,,4,1
,,,,,,,,5,1398
,,,,,,,,11,129180
,,,,,,,,12,2644
,,,,,,,,13,4390
,,,,,,,,255,12269465
567.0,223363.0,ET2023A3041016,222731.0,Ethiopia,Oromia,East Hararge,Girawa,1,2203
,,,,,,,,2,41597
,,,,,,,,3,187013
,,,,,,,,5,2612
,,,,,,,,11,196198
,,,,,,,,12,2591
,,,,,,,,13,3814
,,,,,,,,14,87
,,,,,,,,21,30
,,,,,,,,255,5989399
723.0,223519.0,ET2023A3050198,222744.0,Ethiopia,Somali,Sitti,Gota-Biki,1,7952
,,,,,,,,2,2345
,,,,,,,,3,462
,,,,,,,,4,3
,,,,,,,,5,223
,,,,,,,,11,7344
,,,,,,,,12,604
,,,,,,,,13,1038
,,,,,,,,255,12528289
152.0,222948.0,ET2023A3030203,222709.0,Ethiopia,Amhara,South Gondar,Fogera,1,960
,,,,,,,,2,25613
,,,,,,,,3,165624
,,,,,,,,5,1057
,,,,,,,,11,167579
,,,,,,,,12,766
,,,,,,,,13,1359
,,,,,,,,21,9
,,,,,,,,255,10368584
133.0,222929.0,ET2023A3020501,222706.0,Ethiopia,Afar,Khari,Telalek,1,9227
,,,,,,,,2,3363
,,,,,,,,3,285
,,,,,,,,4,3
,,,,,,,,11,10450
,,,,,,,,255,6064904
390.0,223186.0,ET2023A3040201,222723.0,Ethiopia,Oromia,East Wellega,Limu (OR),1,24
,,,,,,,,2,2899
,,,,,,,,3,52588
,,,,,,,,11,45477
,,,,,,,,12,784
,,,,,,,,255,6782569
355.0,223151.0,ET2023A3031313,222720.0,Ethiopia,Amhara,North Gojam,Debub Achefer,1,1104
,,,,,,,,2,15041
,,,,,,,,3,142423
,,,,,,,,5,594
,,,,,,,,11,131041
,,,,,,,,12,2796
,,,,,,,,13,1828
,,,,,,,,23,73
,,,,,,,,255,13241294
684.0,223480.0,ET2023A3041910,222740.0,Ethiopia,Oromia,Horo Guduru,Abe Dongoro,1,298
,,,,,,,,2,4486
,,,,,,,,3,58318
,,,,,,,,5,1556
,,,,,,,,11,51404
,,,,,,,,12,919
,,,,,,,,13,1067
,,,,,,,,255,5417361
146.0,222942.0,ET2023A3030105,222708.0,Ethiopia,Amhara,North Gondar,Dabat,1,1022
,,,,,,,,2,18160
,,,,,,,,3,91198
,,,,,,,,5,607
,,,,,,,,11,90985
,,,,,,,,12,741
,,,,,,,,13,1336
,,,,,,,,255,13908285
413.0,223209.0,ET2023A3040312,222724.0,Ethiopia,Oromia,Ilubabor,Bure (OR),2,733
,,,,,,,,3,27713
,,,,,,,,5,705
,,,,,,,,11,23920
,,,,,,,,255,7973274
173.0,222969.0,ET2023A3030303,222710.0,Ethiopia,Amhara,North Wollo,Gidan,1,5524
,,,,,,,,2,61579
,,,,,,,,3,124412
,,,,,,,,4,2
,,,,,,,,5,636
,,,,,,,,11,155567
,,,,,,,,12,1794
,,,,,,,,13,3746
,,,,,,,,14,1035
,,,,,,,,255,11193051
939.0,223735.0,ET2023A3170910,222769.0,Ethiopia,South West Ethiopia,Keffa,Bita,2,1155
,,,,,,,,3,53135
,,,,,,,,5,1005
,,,,,,,,11,47455
,,,,,,,,255,6184347
74.0,222870.0,ET2023A3010506,222699.0,Ethiopia,Tigray,West Tigray,Dansha town,1,315
,,,,,,,,2,6166
,,,,,,,,3,7427
,,,,,,,,4,4
,,,,,,,,5,643
,,,,,,,,11,8243
,,,,,,,,12,1347
,,,,,,,,13,2176
,,,,,,,,255,13305735
522.0,223318.0,ET2023A3040817,222729.0,Ethiopia,Oromia,Arsi,Munessa,1,1882
,,,,,,,,2,22448
,,,,,,,,3,208172
,,,,,,,,11,184829
,,,,,,,,12,4798
,,,,,,,,13,5665
,,,,,,,,255,6632344
822.0,223618.0,ET2023A3060301,222756.0,Ethiopia,Benishangul Gumuz,Asosa,Menge,2,820
,,,,,,,,3,36114
,,,,,,,,4,1
,,,,,,,,5,305
,,,,,,,,11,27444
,,,,,,,,21,29
,,,,,,,,255,10383323
959.0,223755.0,ET2023A3171705,222771.0,Ethiopia,South West Ethiopia,Dawro,Isara,1,79
,,,,,,,,2,1038
,,,,,,,,3,36820
,,,,,,,,11,32570
,,,,,,,,12,393
,,,,,,,,255,8168633
95.0,222891.0,ET2023A3020103,222702.0,Ethiopia,Afar,Awusi,Asayita,1,20215
,,,,,,,,2,7433
,,,,,,,,3,3861
,,,,,,,,4,1
,,,,,,,,11,24301
,,,,,,,,12,589
,,,,,,,,13,281
,,,,,,,,21,18
,,,,,,,,255,13858584
256.0,223052.0,ET2023A3030604,222713.0,Ethiopia,Amhara,East Gojam,Enebse Sarmder,1,1508
,,,,,,,,2,32902
,,,,,,,,3,124138
,,,,,,,,4,1
,,,,,,,,5,468
,,,,,,,,11,129591
,,,,,,,,12,203
,,,,,,,,13,458
,,,,,,,,255,6275153
327.0,223123.0,ET2023A3031108,222718.0,Ethiopia,Amhara,Central Gondar,Lay Armacho,1,686
,,,,,,,,2,7691
,,,,,,,,3,113072
,,,,,,,,4,2
,,,,,,,,5,1561
,,,,,,,,11,100299
,,,,,,,,12,2090
,,,,,,,,13,2153
,,,,,,,,255,8087827
406.0,223202.0,ET2023A3040217,222723.0,Ethiopia,Oromia,East Wellega,Kiremu,1,408
,,,,,,,,2,4084
,,,,,,,,3,55536
,,,,,,,,4,1
,,,,,,,,5,1358
,,,,,,,,11,50575
,,,,,,,,12,1747
,,,,,,,,13,906
,,,,,,,,255,10054543
194.0,222990.0,ET2023A3030406,222711.0,Ethiopia,Amhara,South Wollo,Delanta,1,2836
,,,,,,,,2,50069
,,,,,,,,3,131754
,,,,,,,,4,16
,,,,,,,,5,610
,,,,,,,,11,151054
,,,,,,,,12,260
,,,,,,,,13,34
,,,,,,,,255,15256129
202.0,222998.0,ET2023A3030414,222711.0,Ethiopia,Amhara,South Wollo,Jama,1,2150
,,,,,,,,2,40322
,,,,,,,,3,143682
,,,,,,,,5,378
,,,,,,,,11,151243
,,,,,,,,12,1952
,,,,,,,,13,389
,,,,,,,,255,8193396
398.0,223194.0,ET2023A3040209,222723.0,Ethiopia,Oromia,East Wellega,Sibu Sire,1,372
,,,,,,,,2,6762
,,,,,,,,3,104843
,,,,,,,,5,1321
,,,,,,,,11,88965
,,,,,,,,12,5162
,,,,,,,,13,3279
,,,,,,,,255,11912522
937.0,223733.0,ET2023A3170908,222769.0,Ethiopia,South West Ethiopia,Keffa,Decha,1,42
,,,,,,,,2,2026
,,,,,,,,3,57381
,,,,,,,,5,205
,,,,,,,,11,50823
,,,,,,,,255,6956104
222.0,223018.0,ET2023A3030502,222712.0,Ethiopia,Amhara,North Shewa (AM),Merhabete,1,1648
,,,,,,,,2,32104
,,,,,,,,3,107829
,,,,,,,,5,845
,,,,,,,,11,109332
,,,,,,,,12,3012
,,,,,,,,13,1791
,,,,,,,,14,640
,,,,,,,,22,78
,,,,,,,,255,10983680
545.0,223341.0,ET2023A3040912,222730.0,Ethiopia,Oromia,West Hararge,Gemechis,1,535
,,,,,,,,2,34647
,,,,,,,,3,193481
,,,,,,,,5,411
,,,,,,,,11,192662
,,,,,,,,12,1739
,,,,,,,,21,32
,,,,,,,,255,7491693
83.0,222879.0,ET2023A3010606,222700.0,Ethiopia,Tigray,Southeast Tigray,Samre,1,8221
,,,,,,,,2,41639
,,,,,,,,3,38798
,,,,,,,,4,1
,,,,,,,,5,263
,,,,,,,,11,73907
,,,,,,,,255,8103556
543.0,223339.0,ET2023A3040910,222730.0,Ethiopia,Oromia,West Hararge,Boke,1,2752
,,,,,,,,2,47191
,,,,,,,,3,94951
,,,,,,,,11,122063
,,,,,,,,12,1683
,,,,,,,,13,2897
,,,,,,,,255,11037262
577.0,223373.0,ET2023A3041109,222732.0,Ethiopia,Oromia,Bale,Sinana,1,1100
,,,,,,,,2,19501
,,,,,,,,3,158065
,,,,,,,,5,712
,,,,,,,,11,124509
,,,,,,,,12,15046
,,,,,,,,13,5421
,,,,,,,,255,15364769
434.0,223230.0,ET2023A3040413,222725.0,Ethiopia,Oromia,Jimma,Setema,1,144
,,,,,,,,2,3061
,,,,,,,,3,81946
,,,,,,,,11,68878
,,,,,,,,12,2074
,,,,,,,,13,3615
,,,,,,,,255,9517089
294.0,223090.0,ET2023A3030804,222715.0,Ethiopia,Amhara,Wag Himra,Gaz Gibla,1,3726
,,,,,,,,2,19751
,,,,,,,,3,61596
,,,,,,,,5,425
,,,,,,,,11,67460
,,,,,,,,12,830
,,,,,,,,13,1404
,,,,,,,,255,8711759
817.0,223613.0,ET2023A3060204,222755.0,Ethiopia,Benishangul Gumuz,Metekel,Madira,2,429
,,,,,,,,3,14398
,,,,,,,,5,127
,,,,,,,,11,12274
,,,,,,,,255,17027152
200.0,222996.0,ET2023A3030412,222711.0,Ethiopia,Amhara,South Wollo,Borena /Debresina,1,4069
,,,,,,,,2,42559
,,,,,,,,3,171147
,,,,,,,,5,3287
,,,,,,,,11,171571
,,,,,,,,12,5054
,,,,,,,,13,10474
,,,,,,,,21,21
,,,,,,,,255,7185814
60.0,222856.0,ET2023A3010406,222698.0,Ethiopia,Tigray,South Tigray,Raya Azebo,1,7314
,,,,,,,,2,41576
,,,,,,,,3,43747
,,,,,,,,5,993
,,,,,,,,11,73799
,,,,,,,,12,223
,,,,,,,,13,307
,,,,,,,,255,9649606
511.0,223307.0,ET2023A3040806,222729.0,Ethiopia,Oromia,Arsi,Ziway Dugda,1,2577
,,,,,,,,2,32817
,,,,,,,,3,137014
,,,,,,,,4,10
,,,,,,,,11,133421
,,,,,,,,12,1867
,,,,,,,,13,1076
,,,,,,,,255,15016204
934.0,223730.0,ET2023A3170905,222769.0,Ethiopia,South West Ethiopia,Keffa,Adiyio,2,787
,,,,,,,,3,79853
,,,,,,,,5,1878
,,,,,,,,11,70302
,,,,,,,,255,7966863
926.0,223722.0,ET2023A3170802,222768.0,Ethiopia,South West Ethiopia,Sheka,Masha,2,615
,,,,,,,,3,7738
,,,,,,,,5,419
,,,,,,,,11,8181
,,,,,,,,255,11265405
11.0,222807.0,ET2023A3010113,222695.0,Ethiopia,Tigray,Northwest Tigray,Tsimbla,1,370
,,,,,,,,2,15151
,,,,,,,,3,52320
,,,,,,,,5,192
,,,,,,,,11,56754
,,,,,,,,21,56
,,,,,,,,255,6317776
496.0,223292.0,ET2023A3040707,222728.0,Ethiopia,Oromia,East Shewa,Dugda,1,6978
,,,,,,,,2,52420
,,,,,,,,3,184507
,,,,,,,,4,7
,,,,,,,,5,1607
,,,,,,,,11,159831
,,,,,,,,12,12565
,,,,,,,,13,14802
,,,,,,,,255,9639836
151.0,222947.0,ET2023A3030202,222709.0,Ethiopia,Amhara,South Gondar,Libokemekem,1,1382
,,,,,,,,2,26945
,,,,,,,,3,134630
,,,,,,,,4,2
,,,,,,,,5,789
,,,,,,,,11,136006
,,,,,,,,12,1138
,,,,,,,,13,1202
,,,,,,,,255,9573490
198.0,222994.0,ET2023A3030410,222711.0,Ethiopia,Amhara,South Wollo,Legambo,1,4043
,,,,,,,,2,79984
,,,,,,,,3,143920
,,,,,,,,4,18
,,,,,,,,5,4833
,,,,,,,,11,188235
,,,,,,,,12,3350
,,,,,,,,13,4049
,,,,,,,,21,12
,,,,,,,,255,9169638
433.0,223229.0,ET2023A3040412,222725.0,Ethiopia,Oromia,Jimma,Sigmo,1,155
,,,,,,,,2,2775
,,,,,,,,3,70140
,,,,,,,,11,55609
,,,,,,,,12,2273
,,,,,,,,13,4614
,,,,,,,,14,213
,,,,,,,,255,7105295
785.0,223581.0,ET2023A3050788,222750.0,Ethiopia,Somali,Dollo,Daratole,1,2034
,,,,,,,,2,849
,,,,,,,,3,61
,,,,,,,,11,2384
,,,,,,,,255,5732595
1034.0,223830.0,ET2023A3181019,222776.0,Ethiopia,South Ethiopia,Gamo,Kucha,1,210
,,,,,,,,2,9745
,,,,,,,,3,130692
,,,,,,,,4,1
,,,,,,,,5,1555
,,,,,,,,11,117413
,,,,,,,,255,6293752
136.0,222932.0,ET2023A3020504,222706.0,Ethiopia,Afar,Khari,Dalefage,1,9764
,,,,,,,,2,3841
,,,,,,,,3,974
,,,,,,,,11,11339
,,,,,,,,12,291
,,,,,,,,13,365
,,,,,,,,255,11385442
426.0,223222.0,ET2023A3040405,222725.0,Ethiopia,Oromia,Jimma,Kersa (Jimma),1,262
,,,,,,,,2,4218
,,,,,,,,3,169469
,,,,,,,,5,2428
,,,,,,,,11,147014
,,,,,,,,12,3120
,,,,,,,,13,3099
,,,,,,,,255,8964121
143.0,222939.0,ET2023A3030102,222708.0,Ethiopia,Amhara,North Gondar,Beyeda,1,11507
,,,,,,,,2,45618
,,,,,,,,3,61943
,,,,,,,,5,750
,,,,,,,,11,98570
,,,,,,,,12,816
,,,,,,,,13,1329
,,,,,,,,255,11045615
749.0,223545.0,ET2023A3050395,222746.0,Ethiopia,Somali,Jarar,Ararso,1,13676
,,,,,,,,2,4749
,,,,,,,,3,331
,,,,,,,,5,210
,,,,,,,,11,14953
,,,,,,,,21,31
,,,,,,,,255,5633075
282.0,223078.0,ET2023A3030708,222714.0,Ethiopia,Amhara,West Gojam,Dembecha,1,1420
,,,,,,,,2,12005
,,,,,,,,3,152336
,,,,,,,,4,18
,,,,,,,,5,576
,,,,,,,,11,135913
,,,,,,,,12,4735
,,,,,,,,13,6175
,,,,,,,,255,15791820
442.0,223238.0,ET2023A3040495,222725.0,Ethiopia,Oromia,Jimma,Botor Tolay,1,183
,,,,,,,,2,5496
,,,,,,,,3,65769
,,,,,,,,4,4
,,,,,,,,5,696
,,,,,,,,11,57923
,,,,,,,,12,1462
,,,,,,,,13,1084
,,,,,,,,255,11641176
117.0,222913.0,ET2023A3020302,222704.0,Ethiopia,Afar,Gabi,Awash,1,13104
,,,,,,,,2,4297
,,,,,,,,3,1290
,,,,,,,,4,4
,,,,,,,,11,14659
,,,,,,,,255,11061045
614.0,223410.0,ET2023A3041404,222735.0,Ethiopia,Oromia,Gujii,Wadera,1,418
,,,,,,,,2,5418
,,,,,,,,3,59107
,,,,,,,,5,600
,,,,,,,,11,52497
,,,,,,,,12,1625
,,,,,,,,13,897
,,,,,,,,255,7478190
932.0,223728.0,ET2023A3170903,222769.0,Ethiopia,South West Ethiopia,Keffa,Gewata,2,739
,,,,,,,,3,48508
,,,,,,,,4,2
,,,,,,,,5,1154
,,,,,,,,11,43155
,,,,,,,,255,12143016
1041.0,223837.0,ET2023A3181303,222778.0,Ethiopia,South Ethiopia,Konso,Karat Zuria,1,1466
,,,,,,,,2,35699
,,,,,,,,3,72059
,,,,,,,,5,728
,,,,,,,,11,82389
,,,,,,,,12,869
,,,,,,,,13,74
,,,,,,,,255,11855664
38.0,222834.0,ET2023A3010302,222697.0,Ethiopia,Tigray,East Tigray,Erob,1,13612
,,,,,,,,2,20999
,,,,,,,,3,2153
,,,,,,,,11,31855
,,,,,,,,12,677
,,,,,,,,21,30
,,,,,,,,255,11241962
598.0,223394.0,ET2023A3041301,222734.0,Ethiopia,Oromia,South West Shewa,Ameya,1,1466
,,,,,,,,2,12413
,,,,,,,,3,146710
,,,,,,,,4,3
,,,,,,,,11,133638
,,,,,,,,12,3798
,,,,,,,,13,9607
,,,,,,,,255,6596901
456.0,223252.0,ET2023A3040513,222726.0,Ethiopia,Oromia,West Shewa,Adda Berga,1,3947
,,,,,,,,2,18918
,,,,,,,,3,114012
,,,,,,,,11,100565
,,,,,,,,12,4951
,,,,,,,,13,10091
,,,,,,,,14,615
,,,,,,,,21,218
,,,,,,,,22,201
,,,,,,,,23,241
,,,,,,,,24,691
,,,,,,,,255,5759073
13.0,222809.0,ET2023A3010115,222695.0,Ethiopia,Tigray,Northwest Tigray,Dima (TG),1,6793
,,,,,,,,2,32495
,,,,,,,,3,26296
,,,,,,,,4,3
,,,,,,,,5,262
,,,,,,,,11,55180
,,,,,,,,255,16262475
1044.0,223840.0,ET2023A3181501,222779.0,Ethiopia,South Ethiopia,Gofa,Melekoza,1,91
,,,,,,,,2,2018
,,,,,,,,3,64907
,,,,,,,,5,271
,,,,,,,,11,55154
,,,,,,,,12,471
,,,,,,,,255,9568751
52.0,222848.0,ET2023A3010316,222697.0,Ethiopia,Tigray,East Tigray,Agulae,1,9460
,,,,,,,,2,38280
,,,,,,,,3,26665
,,,,,,,,4,1
,,,,,,,,5,674
,,,,,,,,11,57094
,,,,,,,,12,765
,,,,,,,,13,2343
,,,,,,,,14,37
,,,,,,,,22,157
,,,,,,,,23,392
,,,,,,,,24,243
,,,,,,,,255,7530525
197.0,222993.0,ET2023A3030409,222711.0,Ethiopia,Amhara,South Wollo,Dessie Zuria,1,395
,,,,,,,,2,23462
,,,,,,,,3,170869
,,,,,,,,5,1107
,,,,,,,,11,164250
,,,,,,,,12,953
,,,,,,,,255,16272080
80.0,222876.0,ET2023A3010603,222700.0,Ethiopia,Tigray,Southeast Tigray,Hintalo,1,5014
,,,,,,,,2,58357
,,,,,,,,3,46299
,,,,,,,,4,1
,,,,,,,,5,509
,,,,,,,,11,86411
,,,,,,,,12,282
,,,,,,,,13,523
,,,,,,,,255,14512497
356.0,223152.0,ET2023A3031315,222720.0,Ethiopia,Amhara,North Gojam,Debub Mecha,1,332
,,,,,,,,2,20733
,,,,,,,,3,218206
,,,,,,,,11,200551
,,,,,,,,12,5377
,,,,,,,,13,5631
,,,,,,,,22,1
,,,,,,,,23,163
,,,,,,,,255,4794315
625.0,223421.0,ET2023A3041501,222736.0,Ethiopia,Oromia,West Gujii,Bule Hora,1,768
,,,,,,,,2,9086
,,,,,,,,3,114046
,,,,,,,,5,3762
,,,,,,,,11,103057
,,,,,,,,12,3519
,,,,,,,,13,298
,,,,,,,,255,9752923
257.0,223053.0,ET2023A3030605,222713.0,Ethiopia,Amhara,East Gojam,Enarj Enawga,1,1782
,,,,,,,,2,28573
,,,,,,,,3,158440
,,,,,,,,4,3
,,,,,,,,5,559
,,,,,,,,11,148858
,,,,,,,,12,3888
,,,,,,,,13,1448
,,,,,,,,255,9190535
520.0,223316.0,ET2023A3040815,222729.0,Ethiopia,Oromia,Arsi,Degeluna Tijo,1,3630
,,,,,,,,2,33197
,,,,,,,,3,168352
,,,,,,,,5,1037
,,,,,,,,11,157280
,,,,,,,,12,7275
,,,,,,,,13,13762
,,,,,,,,255,6351868
402.0,223198.0,ET2023A3040213,222723.0,Ethiopia,Oromia,East Wellega,Guto Gida,1,226
,,,,,,,,2,2415
,,,,,,,,3,68753
,,,,,,,,5,137
,,,,,,,,11,58641
,,,,,,,,255,9755208
472.0,223268.0,ET2023A3040604,222727.0,Ethiopia,Oromia,North Shewa (OR),Kuyu,1,454
,,,,,,,,2,4418
,,,,,,,,3,89510
,,,,,,,,4,2
,,,,,,,,5,315
,,,,,,,,11,78911
,,,,,,,,12,1281
,,,,,,,,13,598
,,,,,,,,255,7366224
424.0,223220.0,ET2023A3040403,222725.0,Ethiopia,Oromia,Jimma,Sekoru,1,349
,,,,,,,,2,4549
,,,,,,,,3,134714
,,,,,,,,4,3
,,,,,,,,5,3717
,,,,,,,,11,115689
,,,,,,,,12,6084
,,,,,,,,13,1531
,,,,,,,,255,17414881
353.0,223149.0,ET2023A3031303,222720.0,Ethiopia,Amhara,North Gojam,Yilmana Densa,1,2402
,,,,,,,,2,13563
,,,,,,,,3,207343
,,,,,,,,4,1
,,,,,,,,5,1199
,,,,,,,,11,189120
,,,,,,,,12,3266
,,,,,,,,13,4028
,,,,,,,,255,8306119
10.0,222806.0,ET2023A3010112,222695.0,Ethiopia,Tigray,Northwest Tigray,Adi Hageray,1,10719
,,,,,,,,2,18413
,,,,,,,,3,7590
,,,,,,,,5,380
,,,,,,,,11,29009
,,,,,,,,12,704
,,,,,,,,13,1333
,,,,,,,,255,8232895
448.0,223244.0,ET2023A3040504,222726.0,Ethiopia,Oromia,West Shewa,Mida Kegn,1,413
,,,,,,,,2,4292
,,,,,,,,3,75828
,,,,,,,,4,1
,,,,,,,,11,67336
,,,,,,,,12,1532
,,,,,,,,13,1783
,,,,,,,,255,5239260
