id,fnid,parent_id,admin_0,admin_1,admin_2,admin_3,topo_diversity_mean,topo_diversity_sd,topo_diversity_sum
223636,ET2023A3120101,222759,Ethiopia,Gambela,Nuer,Akobo,0.013471487705027901,0.005203455013645248,404.9394489254337
223452,ET2023A3041710,222738,Ethiopia,Oromia,West Arsi,Adaba,0.5194511605056938,0.26940113686816436,15630.804870776832
223614,ET2023A3060205,222755,Ethiopia,Benishangul Gumuz,Metekel,Debati,0.48698534686493067,0.24016072987356163,14791.205940328538
222936,ET2023A3020612,222707,Ethiopia,Afar,Mahi,Sibaybi,0.1532530150475397,0.138959269483078,4680.5003325669095
222867,ET2023A3010503,222699,Ethiopia,Tigray,West Tigray,Tsegede (TG),0.5372703363397081,0.33615083893745595,16663.976751912385
223650,ET2023A3120407,222762,Ethiopia,Gambela,Itang,Itang,0.0407625640664447,0.04440665796083307,1247.3752229972742
223484,ET2023A3042101,222741,Ethiopia,Oromia,East Bale,Gololcha Bale,0.406879544856412,0.25352540910512494,12515.207920238376
222893,ET2023A3020105,222702,Ethiopia,Afar,Awusi,Mile,0.14607824288380147,0.10412959922726751,4572.39508050587
223415,ET2023A3041412,222735,Ethiopia,Oromia,Gujii,Saba Boru,0.44919720776684297,0.16941254136536968,14091.76560485363
223572,ET2023A3050607,222749,Ethiopia,Somali,Shebelle,Ferfer,0.11794699140658482,0.10778053506909219,3723.232677731663
222923,ET2023A3020401,222705,Ethiopia,Afar,Fanti,Awra (AF),0.12965916681709722,0.12365499045395653,4193.955409865826
223548,ET2023A3050404,222747,Ethiopia,Somali,Erer,Hamero,0.2099315162738891,0.1626542458087185,6710.041054662317
223569,ET2023A3050604,222749,Ethiopia,Somali,Shebelle,Gode,0.12122507849657482,0.16705844336929643,3895.5678974874318
222897,ET2023A3020109,222702,Ethiopia,Afar,Awusi,Adar,0.1359203780492168,0.09058981419580123,4426.383031550795
222935,ET2023A3020611,222707,Ethiopia,Afar,Mahi,Kilalu,0.23783724282451418,0.16305754543959552,7795.353470816277
223391,ET2023A3041291,222733,Ethiopia,Oromia,Borena,Dubluk,0.18821824748433902,0.1854864568269118,6084.343068178743
223573,ET2023A3050608,222749,Ethiopia,Somali,Shebelle,Berocano,0.0472434795476858,0.03051496017146379,1536.499685329385
223099,ET2023A3030904,222716,Ethiopia,Amhara,Awi,Guangua,0.40476943671455184,0.19845094019162612,13319.343084529042
223486,ET2023A3042103,222741,Ethiopia,Oromia,East Bale,Ginir,0.2892937368465942,0.22666134282861986,9427.504296356812
222907,ET2023A3020206,222703,Ethiopia,Afar,Kilbati,Dalol,0.4833270892750374,0.36749981551276545,16158.107921553776
223604,ET2023A3051095,222753,Ethiopia,Somali,Nogob,Horshagah,0.11694402854008494,0.06592317724081884,3828.2797182882205
223561,ET2023A3050595,222748,Ethiopia,Somali,Korahe,Goglo,0.08375841100711902,0.07666755825635829,2746.2707801014185
223493,ET2023A3042203,222742,Ethiopia,Oromia,East Borena,Gora Dola,0.37071859479677943,0.17406526325304478,12150.301944464445
223556,ET2023A3050502,222748,Ethiopia,Somali,Korahe,Kebridehar,0.09259254459106932,0.09027873243129618,3083.146549793426
223390,ET2023A3041290,222733,Ethiopia,Oromia,Borena,Guchi,0.1097160859634104,0.08392868479737951,3654.533107355237
223867,ET2023A3182506,222785,Ethiopia,South Ethiopia,South Omo (Pas),Dasenech /Kuraz,0.039012819375330944,0.03418429140324411,1305.56400039545
223600,ET2023A3051002,222753,Ethiopia,Somali,Nogob,Elwayne,0.11786850465812716,0.12545031599818016,3963.7999431481585
223630,ET2023A3060402,222757,Ethiopia,Benishangul Gumuz,Kemashi,Sedal,0.2679446596531309,0.185983446257244,9135.037281554192
223539,ET2023A3050305,222746,Ethiopia,Somali,Jarar,Gunagado,0.08061293590535977,0.06050339515240798,2736.164270499721
222866,ET2023A3010502,222699,Ethiopia,Tigray,West Tigray,Welkait,0.5190202392312976,0.30948014833991366,18135.086178980768
223346,ET2023A3040998,222730,Ethiopia,Oromia,West Hararge,Burqua Dhintu,0.4700863067188868,0.3219523217810913,16151.225326247513
223558,ET2023A3050504,222748,Ethiopia,Somali,Korahe,Debeweyin,0.05870928580403008,0.05683640893030906,2027.3490573847666
223387,ET2023A3041216,222733,Ethiopia,Oromia,Borena,Miyo,0.2362089645344497,0.23168725523906786,8218.890920976177
223591,ET2023A3050898,222751,Ethiopia,Somali,Afder,Kohle /Qoxle,0.0457946047534228,0.04827777272452932,1596.9494569613598
223498,ET2023A3042297,222742,Ethiopia,Oromia,East Borena,Gumi Idalo,0.23951438055757113,0.14598454061899255,8366.716341637075
223744,ET2023A3171102,222770,Ethiopia,South West Ethiopia,Bench Sheko,Gurafereda,0.4077947784870399,0.21619193574167261,14347.851486288011
