admin_0,admin_1,admin_2,admin_3,night_time_mean,night_time_sd,night_time_sum
Ethiopia,Amhara,Oromia,Jilye Tumuga,2.3396612313170697e+38,1.5771618382364941e+38,1.130383927298529e+43
Ethiopia,Oromia,North Shewa (OR),Wuchale,3.2771885327873964e+38,6.416614089257027e+37,4.3227427622878875e+43
Ethiopia,Oromia,West Wellega,Babo,2.5873129533360544e+38,1.4525773349443445e+38,1.9130333245671454e+43
Ethiopia,Amhara,East Gojam,Shebel Bernta,3.3780880604172983e+38,2.8906466330224933e+37,2.6628454753851437e+43
Ethiopia,Oromia,Gujii,Girja /Harenfema,3.0684381196371254e+38,1.0129366932884514e+38,4.3893700457597115e+43
Ethiopia,Amhara,South Gondar,Sede Muja,3.3938512270154646e+38,1.7450056044137443e+37,4.826837030598204e+43
Ethiopia,Oromia,East Hararge,Gursum (OR),2.874579994536404e+38,1.2322654407315243e+38,3.994200156608388e+43
Ethiopia,Amhara,Awi,Dangila,3.2230919140411672e+38,7.611118926008218e+37,3.814497049348581e+43
Ethiopia,Oromia,West Shewa,Mida Kegn,3.289555136247155e+38,6.104116784433569e+37,2.157356049453609e+43
Ethiopia,Tigray,Northwest Tigray,Adi Hageray,3.3455422334338858e+38,4.37763388170006e+37,3.577388310210854e+43
Ethiopia,Amhara,North Gojam,Yilmana Densa,3.296500933375723e+38,5.920239262942872e+37,3.5723521314806037e+43
Ethiopia,Oromia,Jimma,Sekoru,2.8597748708696377e+38,1.2461928932218757e+38,7.778616246514123e+43
Ethiopia,Oromia,North Shewa (OR),Kuyu,3.2021889255996242e+38,8.015420791178841e+37,2.9691336155944836e+43
Ethiopia,Oromia,East Wellega,Guto Gida,2.869032564120251e+38,1.2375231234322544e+38,4.435954699014526e+43
Ethiopia,Oromia,Arsi,Degeluna Tijo,2.9649685257796562e+38,1.1393972607272764e+38,2.61370870453054e+43
Ethiopia,Amhara,East Gojam,Enarj Enawga,3.385738740592521e+38,2.4050866510164007e+37,3.6549726852444385e+43
Ethiopia,Oromia,West Gujii,Bule Hora,2.2593310233351325e+38,1.6073356685933715e+38,3.6836584870660665e+43
Ethiopia,Amhara,North Gojam,Debub Mecha,3.32988532800794e+38,4.9282414392453e+37,2.053740074902177e+43
Ethiopia,Tigray,Southeast Tigray,Hintalo,3.262207903433157e+38,6.772866459691546e+37,5.766050335555208e+43
Ethiopia,Amhara,South Wollo,Dessie Zuria,3.330378613482962e+38,4.911911936942962e+37,6.577964014634738e+43
Ethiopia,Tigray,East Tigray,Agulae,3.273455416053257e+38,6.507538282819699e+37,3.263307704263492e+43
Ethiopia,South Ethiopia,Gofa,Melekoza,2.094847824984837e+38,1.6552975344393175e+38,3.8258624797263077e+43
Ethiopia,Tigray,Northwest Tigray,Dima (TG),3.375361080424082e+38,3.0445930557143697e+37,5.943133268745898e+43
Ethiopia,Oromia,West Shewa,Adda Berga,2.517552452549029e+38,1.4928885464273752e+38,2.2944217786796085e+43
Ethiopia,Oromia,South West Shewa,Ameya,3.324632980814175e+38,5.098574968710371e+37,2.906759861455641e+43
Ethiopia,Tigray,East Tigray,Erob,3.3983057359203525e+38,1.2390572768171136e+37,5.708032195453339e+43
Ethiopia,South Ethiopia,Konso,Karat Zuria,2.972672265545355e+38,1.1307955362168265e+38,4.735437192291095e+43
Ethiopia,South West Ethiopia,Keffa,Gewata,2.791085020054558e+38,1.3066805323969404e+38,4.814314640241906e+43
Ethiopia,Oromia,Gujii,Wadera,3.1431928446362274e+38,9.033654368693239e+37,3.120593288083293e+43
Ethiopia,Afar,Gabi,Awash,3.117753670401043e+38,9.427499152746491e+37,4.2697948291509324e+43
Ethiopia,Oromia,Jimma,Botor Tolay,3.2178006831086123e+38,7.715999212145797e+37,4.707159729285434e+43
Ethiopia,Amhara,West Gojam,Dembecha,3.182254931930108e+38,8.377978912593389e+37,6.877616649084626e+43
Ethiopia,Somali,Jarar,Ararso,3.264171717299448e+38,6.727429805803256e+37,2.41852275049868e+43
Ethiopia,Amhara,North Gondar,Beyeda,3.3573341186361135e+38,3.9079782398678698e+37,5.083171722321008e+43
Ethiopia,Oromia,Jimma,Kersa (Jimma),2.9262672478302822e+38,1.180902559107806e+38,3.7000600961740436e+43
Ethiopia,Afar,Khari,Dalefage,3.372902795782945e+38,3.176783176837004e+37,4.2195351265524217e+43
Ethiopia,South Ethiopia,Gamo,Kucha,2.1375326141634554e+38,1.6445669530386539e+38,2.6318797818410376e+43
Ethiopia,Somali,Dollo,Daratole,3.015259821757386e+38,1.08102039112145e+38,2.2386495020655537e+43
Ethiopia,Oromia,Jimma,Sigmo,3.225030265325815e+38,7.572241771007849e+37,2.886240835953338e+43
Ethiopia,Amhara,South Wollo,Legambo,3.3632158693954674e+38,3.6497794281954436e+37,3.8371938818693707e+43
Ethiopia,Amhara,South Gondar,Libokemekem,3.361993341823131e+38,3.705004816782066e+37,4.141236158590896e+43
Ethiopia,Oromia,East Shewa,Dugda,2.7961798219688468e+38,1.302414956011677e+38,3.8133741176046737e+43
Ethiopia,Tigray,Northwest Tigray,Tsimbla,3.2879065182032384e+38,6.146838073186782e+37,2.513801807557468e+43
Ethiopia,South West Ethiopia,Sheka,Masha,3.064909346320436e+38,1.0176817502738332e+38,4.4258823415540256e+43
Ethiopia,South West Ethiopia,Keffa,Adiyio,2.9492684535224422e+38,1.1565705734512522e+38,3.198688086636835e+43
Ethiopia,Oromia,Arsi,Ziway Dugda,3.1702131562179838e+38,8.587341064405996e+37,6.309072904320972e+43
Ethiopia,Tigray,South Tigray,Raya Azebo,2.9731601365487262e+38,1.1302468245506614e+38,4.042962616881689e+43
Ethiopia,Amhara,South Wollo,Borena /Debresina,3.323209244089975e+38,5.143682722454998e+37,3.2626271395702147e+43
Ethiopia,Benishangul Gumuz,Metekel,Madira,2.840965416048774e+38,1.2634157232418115e+38,7.132556183186212e+43
Ethiopia,Oromia,Jimma,Setema,3.261541429498417e+38,6.788204597317723e+37,3.7840077510897686e+43
Ethiopia,Amhara,Wag Himra,Gaz Gibla,3.3566761693668056e+38,3.9357531958017154e+37,3.6508552688501123e+43
Ethiopia,Oromia,Bale,Sinana,3.245087538705581e+38,7.154487356335071e+37,6.197630435796854e+43
Ethiopia,Oromia,West Hararge,Boke,3.2521588852720594e+38,6.999893971791157e+37,4.3035168097028106e+43
Ethiopia,Tigray,Southeast Tigray,Samre,3.3563260311098476e+38,3.9504500046805797e+37,3.301215157679024e+43
Ethiopia,Oromia,West Hararge,Gemechis,3.076611179019317e+38,1.0018125423668892e+38,2.672713663437661e+43
Ethiopia,Amhara,North Shewa (AM),Merhabete,3.3054126922009246e+38,5.674352908888507e+37,4.530927501961339e+43
Ethiopia,South West Ethiopia,Keffa,Decha,2.3730658221421182e+38,1.5632282848781397e+38,2.860991885832759e+43
Ethiopia,Oromia,East Wellega,Sibu Sire,2.966755155080628e+38,1.137412814474325e+38,4.45630358334351e+43
Ethiopia,Amhara,South Wollo,Jama,3.3419823940786393e+38,4.509210490603506e+37,3.4037422287212126e+43
Ethiopia,Amhara,South Wollo,Delanta,3.396360578949004e+38,1.4815632323590338e+37,6.634382827707406e+43
Ethiopia,Oromia,East Wellega,Kiremu,2.322866605855252e+38,1.5838547051701114e+38,3.1597257579467236e+43
Ethiopia,Amhara,Central Gondar,Lay Armacho,3.3244829765689603e+38,5.10334816341642e+37,3.2432991022811463e+43
Ethiopia,Amhara,East Gojam,Enebse Sarmder,3.396024429627144e+38,1.5195293655797511e+37,2.4475148064322827e+43
Ethiopia,Afar,Awusi,Asayita,3.229074078949955e+38,7.49032471392842e+37,5.542382749109703e+43
Ethiopia,South West Ethiopia,Dawro,Isara,2.0601836187898075e+38,1.6631550198194556e+38,3.410139536838017e+43
Ethiopia,Benishangul Gumuz,Asosa,Menge,2.30321960820532e+38,1.5914236291504301e+38,4.2912666452238236e+43
Ethiopia,Oromia,Arsi,Munessa,2.973501777859216e+38,1.1298622943110357e+38,2.979716396574942e+43
Ethiopia,Amhara,North Wollo,Gidan,3.3930478289429836e+38,1.8212414831687463e+37,4.86610561340029e+43
Ethiopia,Tigray,West Tigray,Dansha town,3.06660345400119e+38,1.0154080220686656e+38,5.229969526660869e+43
Ethiopia,South West Ethiopia,Keffa,Bita,2.2685072406463416e+38,1.604121121135007e+38,2.4660261660894186e+43
Ethiopia,Oromia,Ilubabor,Bure (OR),1.8626656348090137e+38,1.6937529527823993e+38,3.1419630194521924e+43
Ethiopia,Amhara,North Gondar,Dabat,3.3270560065097817e+38,5.020782632984563e+37,5.329910451868605e+43
Ethiopia,Oromia,Horo Guduru,Abe Dongoro,2.1071846834679658e+38,1.652316615746044e+38,2.1501080354702085e+43
Ethiopia,Amhara,North Gojam,Debub Achefer,3.184418328108773e+38,8.339624243818585e+37,5.432267381737475e+43
Ethiopia,Oromia,East Wellega,Limu (OR),2.2776331691837497e+38,1.6008656228896745e+38,2.5225470638660783e+43
Ethiopia,Afar,Khari,Telalek,3.396485842080489e+38,1.4671622685877995e+37,2.644300087493344e+43
Ethiopia,Amhara,South Gondar,Fogera,3.3203773835554354e+38,5.232132536461427e+37,4.422377433383649e+43
Ethiopia,Somali,Sitti,Gota-Biki,3.317166855893672e+38,5.330452788562949e+37,4.3579279569303114e+43
Ethiopia,Amhara,Central Gondar,Gonder Zuria,3.275233432615698e+38,6.464419109794243e+37,4.483696312247912e+43
Ethiopia,Oromia,East Hararge,Girawa,2.633978351798446e+38,1.4230675977295452e+38,2.247837125424794e+43
Ethiopia,Amhara,North Shewa (AM),Menze Gera Midir,3.3040264966473266e+38,5.7133860871001e+37,3.340007345195816e+43
Ethiopia,Oromia,Arsi,Golocha,2.886406119791825e+38,1.2208972887077886e+38,3.4698931169077426e+43
Ethiopia,South West Ethiopia,West Omo,Menit Goldiye,2.1614998459113264e+38,1.6380234474452916e+38,2.658796115460145e+43
Ethiopia,Amhara,North Wollo,Lasta,3.3424389817589427e+38,4.49256558447979e+37,5.731647790310052e+43
Ethiopia,Afar,Gabi,Abida,3.3869677008158e+38,2.3173900374249855e+37,3.9251568684754304e+43
Ethiopia,Oromia,West Shewa,Abuna Ginde Beret,3.2204836444702293e+38,7.663043874421334e+37,3.2538478550269407e+43
Ethiopia,Amhara,South Wollo,Wegde,3.3873862725556367e+38,2.2867386922283867e+37,5.293976636063577e+43
Ethiopia,Oromia,Kelem,Sayo,2.2514864696526444e+38,1.61003716421518e+38,3.9079726099701847e+43
Ethiopia,Tigray,Central Tigray,Abergele (TG),3.281977595246865e+38,6.297725315972402e+37,3.436919757518469e+43
Ethiopia,Afar,Kilbati,Megale,3.4010691322386732e+38,7.724384579813726e+36,4.3539806817093045e+43
Ethiopia,Oromia,Bale,Gasera,3.3148966376178187e+38,5.398780871990298e+37,5.313713012168611e+43
Ethiopia,Oromia,Kelem,Gawo Kebe,3.1566439584675086e+38,8.815333552209835e+37,4.799172075816492e+43
Ethiopia,Amhara,East Gojam,Baso Liben,2.8706738699391424e+38,1.2359724679039625e+38,4.0152976620999767e+43
Ethiopia,Amhara,Wag Himra,Sahila,3.4028234663852886e+38,0.0,3.299615830649823e+43
Ethiopia,Oromia,West Arsi,Gedeb Asasa,2.9379445535467112e+38,1.1686695298641163e+38,3.370292474046645e+43
Ethiopia,Oromia,Arsi,Limu Bilbilo,2.9903242130385355e+38,1.110633380167872e+38,5.167459659583372e+43
Ethiopia,Amhara,North Gojam,Semen Achefer,3.3066709307279437e+38,5.638659367029759e+37,6.246665121947466e+43
Ethiopia,Oromia,Arsi,Shirka,3.174980395669999e+38,8.5052764964479415e+37,4.475325366520604e+43
Ethiopia,Oromia,Arsi,Sude,3.049314714638398e+38,1.0382482547325788e+38,5.631230469817023e+43
Ethiopia,Oromia,East Wellega,Haro Limu,2.359736717017358e+38,1.5688881736815369e+38,4.505610495371433e+43
Ethiopia,Oromia,North Shewa (OR),Wara Jarso,3.119213871982758e+38,9.405524871519809e+37,3.8858542574386803e+43
Ethiopia,Amhara,East Gojam,Guzamn,3.279037314176445e+38,6.371023560395322e+37,1.0548990943437042e+44
Ethiopia,Amhara,East Gojam,Debre Elias,2.3801428082019897e+38,1.5601685850132529e+38,4.571659298853971e+43
Ethiopia,South West Ethiopia,Konta,Konta Koysha,1.8042969877338474e+38,1.69829812172174e+38,4.3163114259364193e+43
Ethiopia,Amhara,West Gojam,Jabi Tehnan,3.276218524641674e+38,6.440383959451566e+37,6.842873821492832e+43
Ethiopia,Oromia,West Gujii,Gelana (West Guji),3.163304720781947e+38,8.704428635371886e+37,6.157341005954852e+43
Ethiopia,Amhara,Oromia,Bati,3.381190019647731e+38,2.7045664014701254e+37,5.669444177344529e+43
Ethiopia,Oromia,Gujii,Adola,2.7804205995058604e+38,1.3155005709854581e+38,5.836658922482702e+43
Ethiopia,Amhara,North Shewa (AM),Basona Worena,3.245548861348279e+38,7.144525283718066e+37,8.156908131272175e+43
Ethiopia,Oromia,Bale,Agarfa,3.1976341882314842e+38,8.100125004486933e+37,4.655947236116335e+43
Ethiopia,Amhara,Central Gondar,Wegera,3.3559661367570975e+38,3.9654963307393715e+37,3.979840241580242e+43
Ethiopia,Oromia,East Hararge,Chinaksen,3.2422873428874647e+38,7.214597988060128e+37,3.05141388701168e+43
Ethiopia,Amhara,North Gondar,Debark,3.3487683724369625e+38,4.254620887732098e+37,9.684537670036523e+43
Ethiopia,Amhara,Wag Himra,Sekota,3.3991329599168484e+38,1.120023311170887e+37,7.208575259425259e+43
Ethiopia,Amhara,Bahir Dar,Bahirdar Zuria,3.2149293811662e+38,7.7721696785273145e+37,1.0818494561974756e+44
Ethiopia,Oromia,Gujii,Odo Shakiso,2.4745323043737494e+38,1.5156142214502342e+38,5.855238338609166e+43
Ethiopia,Afar,Khari,Hadelela,3.372344125528516e+38,3.2060384602858176e+37,4.679903113319687e+43
Ethiopia,Amhara,Central Gondar,West Belesa,3.39145039330245e+38,1.9639555285150988e+37,5.580970767218512e+43
Ethiopia,Oromia,Horo Guduru,Amuru,2.4470520180381677e+38,1.5293209118628716e+38,5.144388516481279e+43
Ethiopia,Somali,Daawa,Hudet,3.0552831979782905e+38,1.0304532705003012e+38,3.9607163736991567e+43
Ethiopia,Oromia,West Wellega,Gudetu Kondole,2.4241919562328144e+38,1.540256678293459e+38,3.0602271997896177e+43
Ethiopia,Oromia,Horo Guduru,Sulula Finca'a,2.7776446390989854e+38,1.3177725972602368e+38,6.937778567970318e+43
Ethiopia,Oromia,West Arsi,Arsi Negele,2.944189051380656e+38,1.1620268599490339e+38,8.1415954256734415e+43
Ethiopia,Somali,Korahe,Lasdhankayre,3.044775489040437e+38,1.0441147950872593e+38,6.552783120983486e+43
Ethiopia,Benishangul Gumuz,Asosa,Kurmuk,2.21757567615003e+38,1.6212269026377163e+38,5.411305989184541e+43
Ethiopia,Oromia,West Shewa,Ginde Beret,2.6848772430694863e+38,1.3883794426338502e+38,2.813080131426054e+43
Ethiopia,Oromia,Arsi,Amigna,3.2446549639429182e+38,7.163813346179912e+37,1.1464112258252037e+44
Ethiopia,Amhara,North Gondar,Janamora,3.372963418167496e+38,3.173591818481581e+37,6.480643263496118e+43
Ethiopia,Oromia,East Shewa,Boset,2.717466651933263e+38,1.3647103311503845e+38,5.538061163307393e+43
Ethiopia,Oromia,East Shewa,Adama Tulu Jido Kombolcha,2.9242414892331792e+38,1.1830001156328953e+38,7.264517677212633e+43
Ethiopia,Amhara,North Wollo,Bugna,3.3807400316611598e+38,2.7323680536933233e+37,2.2139790319342603e+43
Ethiopia,Oromia,Jimma,Limu Kosa,3.300449370778494e+38,5.812749086529216e+37,6.973882524948666e+43
Ethiopia,Amhara,South Wollo,Tenta,3.315161329489813e+38,5.390863811081887e+37,3.6804258047730004e+43
Ethiopia,Amhara,North Wollo,Habru,3.353276485793419e+38,4.0760854377794805e+37,5.347537077424481e+43
Ethiopia,Amhara,North Wollo,Meket,3.3737732641785322e+38,3.130635646703961e+37,2.7031008769924817e+43
Ethiopia,South West Ethiopia,West Omo,Gori Gesha,2.388117786500835e+38,1.5566748800553974e+38,6.500958119590438e+43
Ethiopia,Oromia,West Hararge,Daro Lebu,3.1362072277185706e+38,9.144199116017216e+37,4.918168812435985e+43
Ethiopia,Amhara,South Gondar,East Esite,3.3517022879010827e+38,4.1393595022142357e+37,7.125886649192097e+43
Ethiopia,Amhara,South Gondar,Semada,3.399455656528279e+38,1.0699869283558442e+37,5.976548995185802e+43
Ethiopia,Oromia,Arsi,Robe,3.272812637010057e+38,6.523044422103962e+37,1.5088255362891025e+44
Ethiopia,Amhara,Central Gondar,Tach Armacho,3.1864750059791384e+38,8.302945029724481e+37,7.112785778846513e+43
Ethiopia,Oromia,Borena,Gomole,2.9684790598499355e+38,1.1354920852049754e+38,6.015919662691879e+43
Ethiopia,Somali,Daawa,Moyale (SM),3.2584736463725215e+38,6.858280282769281e+37,1.925790509742624e+44
Ethiopia,Oromia,West Hararge,Kuni /Oda Bultum,3.2310987290039655e+38,7.448889720564622e+37,1.1029129334544006e+44
Ethiopia,Oromia,Ilubabor,Darimu,2.610673902238327e+38,1.4380696067256057e+38,3.7252750180599585e+43
Ethiopia,South Ethiopia,Burji,Burji,2.657303886501964e+38,1.4075056223998788e+38,3.7923446685824126e+43
Ethiopia,Amhara,West Gojam,Wemberma,2.021955117262931e+38,1.6709439921117545e+38,4.405193174878403e+43
Ethiopia,Somali,Jarar,Bilcil-Bur,3.214051335041485e+38,7.789244640940348e+37,4.663331363038391e+43
Ethiopia,Oromia,West Hararge,Gumbi Bordede,3.2865748986198694e+38,6.181097190777202e+37,9.12307179808295e+43
Ethiopia,Oromia,East Hararge,Melka Balo,3.0533449992527245e+38,1.0329948354012821e+38,7.224092134431976e+43
Ethiopia,Oromia,Jimma,Gera,3.035892940588394e+38,1.055443884322222e+38,6.530630740217318e+43
Ethiopia,Somali,Jarar,Dig,3.1585696679131884e+38,8.783465370379488e+37,3.822595769198578e+43
Ethiopia,Amhara,Central Gondar,East Belesa,3.3961522176447914e+38,1.5052101582337252e+37,7.362212738932555e+43
Ethiopia,Amhara,South Wollo,Kelela,3.3777311604789953e+38,2.9112722914210203e+37,5.020355601131536e+43
Ethiopia,South Ethiopia,South Omo (Pas),Malie,2.918726571176273e+38,1.1886742493511374e+38,3.300058197700453e+43
Ethiopia,Amhara,South Wollo,Sayint,3.3898810950799492e+38,2.09459064767976e+37,5.766526730840502e+43
Ethiopia,Afar,Fanti,Euwa,3.3996592265988043e+38,1.0371758281647628e+37,2.7419951492132656e+43
Ethiopia,Afar,Khari,Samurobi,3.1287957048910888e+38,9.259464796541815e+37,4.0368035064075317e+43
Ethiopia,Amhara,West Gondar,Mirab Armacho,3.216203922153131e+38,7.747299594761355e+37,1.5096217969802367e+44
Ethiopia,Oromia,East Shewa,Fentale,2.911108986172538e+38,1.1964256942988548e+38,4.503194490710299e+43
Ethiopia,Amhara,North Gondar,Addi Arekay,3.1976759767105885e+38,8.099353056974812e+37,6.450256049941298e+43
Ethiopia,Somali,Fafan,Koran /Mulla,3.2578996857366435e+38,6.871296380094425e+37,2.7087155357120174e+43
Ethiopia,Oromia,Bale,Goba (OR),3.189931167451559e+38,8.240823864633427e+37,6.978102026046984e+43
Ethiopia,Tigray,West Tigray,May Kadra,3.2996859921111123e+38,5.833706190100939e+37,4.093392460653519e+43
Ethiopia,Amhara,West Gondar,Adagn Ager Chaqo,2.968730807154755e+38,1.1352111039878956e+38,5.367613735876154e+43
Ethiopia,Oromia,East Borena,Oborso,3.2707224146386156e+38,6.573171768219498e+37,1.161826016127929e+44
Ethiopia,Afar,Awusi,Chifra,3.397581814917501e+38,1.3345013940453729e+37,7.344892367488654e+43
Ethiopia,Benishangul Gumuz,Asosa,Bambasi,2.5776899204281344e+38,1.458402696247124e+38,7.241684731753188e+43
Ethiopia,Amhara,Central Gondar,Masero Denb/Central Armacho,2.898443456740555e+38,1.2090975720203545e+38,6.059543859530939e+43
Ethiopia,Afar,Gabi,Dulecha,3.2076278027429383e+38,7.912743125326777e+37,4.111665622668008e+43
Ethiopia,Benishangul Gumuz,Kemashi,Kamashi,2.4322211263707027e+38,1.5364633144622475e+38,1.0650939534489945e+44
Ethiopia,South Ethiopia,Gamo,Arba Minch Zuria,2.373834262215165e+38,1.5628978943963535e+38,5.266992245975141e+43
Ethiopia,Amhara,East Gojam,Hulet Ej Enese,3.361645027591968e+38,3.7205818632784554e+37,6.411463862424505e+43
Ethiopia,Amhara,South Wollo,Mekdela,3.377465987533484e+38,2.9264999974640406e+37,7.192854215010559e+43
Ethiopia,Oromia,West Hararge,Mieso,3.1955933926785723e+38,8.137708856315e+37,4.528443440830878e+43
Ethiopia,Somali,Jarar,Yocale,3.2769815461816893e+38,6.421694871630568e+37,7.774737027762444e+43
Ethiopia,Oromia,Bale,Goro (Bale),3.2344724998504906e+38,7.379204371611171e+37,5.539422292693947e+43
Ethiopia,Amhara,South Gondar,Lay Gayint,3.360548130514874e+38,3.769194886526954e+37,6.537912782435383e+43
Ethiopia,Amhara,South Gondar,Dera (AM),3.3784151645666954e+38,2.871608904521229e+37,9.236181650105597e+43
Ethiopia,Oromia,North Shewa (OR),Dera (OR),3.2524695054907904e+38,6.993008457302982e+37,2.454898933354339e+43
Ethiopia,Oromia,East Hararge,Midhaga Tola,3.1709428913617106e+38,8.57484729319351e+37,3.825964564430299e+43
Ethiopia,Somali,Fafan,Harawo,3.3874607983265043e+38,2.281237291621244e+37,7.675782921359959e+43
Ethiopia,Somali,Nogob,Hararey,2.3572682762404915e+38,1.5699216798257566e+38,2.375749259526217e+43
Ethiopia,Oromia,Bale,Berbere,2.441593022885077e+38,1.5319704775989796e+38,5.69462507099578e+43
Ethiopia,Oromia,Kelem,Anfilo,1.7258874605578033e+38,1.7012356758002533e+38,3.4528449713411523e+43
Ethiopia,Amhara,Wag Himra,Abergele (AM),3.3979528568083243e+38,1.2864719867313007e+37,1.201223906221738e+44
Ethiopia,South West Ethiopia,West Omo,Menit Shasha,2.377584583923644e+38,1.5612790147119479e+38,1.003611739058345e+44
Ethiopia,Oromia,West Gujii,Melka Soda,2.5871772442900634e+38,1.4526600927938804e+38,5.097463580879826e+43
Ethiopia,Oromia,East Wellega,Gida Ayana,2.6053386391717715e+38,1.4414291638830538e+38,5.522510260066013e+43
Ethiopia,Tigray,Northwest Tigray,Asgede,3.3580330549933428e+38,3.878242926905235e+37,6.135562935769986e+43
Ethiopia,Tigray,Southeast Tigray,Enderta,3.0489716605774717e+38,1.0386934716037241e+38,7.737680280213508e+43
Ethiopia,Somali,Fafan,Shabeeley,3.146036152767496e+38,8.988115332001595e+37,9.774168040141111e+43
Ethiopia,Amhara,South Gondar,Ebenat,3.3838595144468584e+38,2.5332064502990946e+37,9.40533600461961e+43
Ethiopia,South Ethiopia,Amaro,Amaro,2.7391607852575345e+38,1.3482873546777851e+38,4.593709594916148e+43
Ethiopia,Somali,Afder,God-God,2.251464701108756e+38,1.6100446013487564e+38,4.877573128482009e+43
Ethiopia,Oromia,West Arsi,Nenesebo,3.0952770637516543e+38,9.756748055121744e+37,8.41528451707481e+43
Ethiopia,South Ethiopia,South Omo (Agr),South Ari,2.46401754955231e+38,1.5209320348720407e+38,8.824780293019616e+43
Ethiopia,Amhara,Wag Himra,Dehana,3.351155727095984e+38,4.1610892855772228e+37,2.8007619104777395e+43
Ethiopia,Oromia,West Arsi,Dodola,2.897861928934623e+38,1.2096730198506452e+38,4.715632759716733e+43
Ethiopia,Gambela,Majang,Mengesh,2.821358150443924e+38,1.2808286022460697e+38,5.988050538502184e+43
Ethiopia,Oromia,Jimma,Limu Seka,3.3142444530043524e+38,5.418233141443492e+37,7.240629856478609e+43
Ethiopia,Benishangul Gumuz,Kemashi,Mizyiga,2.3746339363473566e+38,1.5625535994087093e+38,9.056070204029824e+43
Ethiopia,Oromia,East Bale,Dawe Ketchen,3.3916767325250643e+38,1.944379537985624e+37,6.73007022358216e+43
Ethiopia,Benishangul Gumuz,Asosa,Bilidigilu,2.2368950659750803e+38,1.6149487565114296e+38,9.072063474321835e+43
Ethiopia,Somali,Erer,Yahob,3.1651988422461198e+38,8.672538182184418e+37,2.6615524024679173e+43
Ethiopia,Oromia,Borena,Moyale (OR),2.706735845968949e+38,1.372634443002263e+38,9.571938241533834e+43
Ethiopia,Oromia,Ilubabor,Sale Nono,3.0265537580129687e+38,1.067145959979556e+38,6.004894514660791e+43
Ethiopia,Amhara,North Shewa (AM),Minjar Shenkora,3.2296290871658017e+38,7.478994617332462e+37,3.8802055704844807e+43
Ethiopia,Amhara,Wag Himra,Zequala,3.395334396930337e+38,1.5946126526964993e+37,7.713724403010155e+43
Ethiopia,Somali,Korahe,Shaygosh,2.896006800405583e+38,1.2115050603427595e+38,5.094162842117432e+43
Ethiopia,Oromia,Arsi,Seru,3.1831266805776633e+38,8.362551647322775e+37,8.375029115467472e+43
Ethiopia,Amhara,Central Gondar,Kinfaz Begela,3.3989150701529362e+38,1.1525756744904784e+37,6.658304676676094e+43
Ethiopia,Benishangul Gumuz,Kemashi,Dembi,1.9339379552356163e+38,1.6854475494384337e+38,9.109698701860056e+43
Ethiopia,Somali,Nogob,Ayun,3.0549471180445577e+38,1.0308946831754349e+38,3.949282886852102e+43
Ethiopia,Oromia,West Wellega,Mana Sibu,3.1243771447869483e+38,9.327225328316299e+37,7.1278602868026e+43
Ethiopia,Afar,Gabi,Gelalu,3.310232354923008e+38,5.536226990837024e+37,5.625309556985512e+43
Ethiopia,Oromia,West Gujii,Dugda Dawa,3.1062122906240717e+38,9.598631567499344e+37,1.865982484497436e+44
Ethiopia,Oromia,West Gujii,Abaya,2.871498658475685e+38,1.2351916746510551e+38,4.667448779432717e+43
Ethiopia,Tigray,Northwest Tigray,Tselemti,3.042970980185095e+38,1.0464323545526705e+38,4.627567688406682e+43
Ethiopia,Somali,Fafan,Aw-Bare,3.344149140267432e+38,4.429624106431621e+37,1.3064085823911736e+44
Ethiopia,South West Ethiopia,Keffa,Goba (SP),2.032053688938774e+38,1.6689750695998946e+38,8.255726124736004e+43
Ethiopia,Amhara,Central Gondar,Tsegede (AM),3.262817037525835e+38,6.758811740578179e+37,1.9302107774254583e+44
Ethiopia,Amhara,North Wollo,Raya Kobo,3.2672615197492332e+38,6.655195953435802e+37,4.2212365382856144e+43
Ethiopia,Oromia,Bale,Harena Buluk,3.1706037133908863e+38,8.580657382548068e+37,6.70887063338658e+43
Ethiopia,Amhara,Central Gondar,Takusa,3.133007222488368e+38,9.194216882767857e+37,5.509205220312446e+43
Ethiopia,Benishangul Gumuz,Asosa,Sherkole,1.8928801690528382e+38,1.6906039524131154e+38,5.07806748712143e+43
Ethiopia,Amhara,Central Gondar,Alfa,3.1499118746788587e+38,8.92552085852705e+37,7.518776646620942e+43
Ethiopia,Benishangul Gumuz,Asosa,Abrahmo,2.3943206716844764e+38,1.5539237718767675e+38,1.105335743762467e+44
Ethiopia,Oromia,East Hararge,Golo Oda,3.256915716860021e+38,6.893542214569515e+37,8.718339974991084e+43
Ethiopia,Somali,Korahe,El-Ogaden,2.6325879894428248e+38,1.4239777616386767e+38,6.09717908706916e+43
Ethiopia,Somali,Shebelle,Elale,2.417850766715052e+38,1.5432164453151336e+38,7.30273138474014e+43
Ethiopia,Afar,Awusi,Afambo,3.2211188194926315e+38,7.6504395801496305e+37,2.2114269143344714e+43
Ethiopia,Afar,Mahi,Yangudi,3.400844472009865e+38,8.203811359239312e+36,8.069761822298048e+43
Ethiopia,Afar,Mahi,Gerani,3.3578434789504097e+38,3.8863319144339575e+37,7.18897499625888e+43
Ethiopia,Somali,Shebelle,Aba-Korow,2.5832739572174322e+38,1.455032956219086e+38,4.657410450206881e+43
