admin_0,admin_1,admin_2,admin_3,night_time_mean,night_time_sd,night_time_sum
Ethiopia,Dire Dawa,Dire Dawa urban,Hafat Issa,1.6609019300213909e+38,1.7009294052642581e+38,1.3951576212179683e+40
Ethiopia,South West Ethiopia,Sheka,Masha town,2.4570235905319756e+38,1.5244187767453548e+38,8.13274808466084e+40
Ethiopia,South Ethiopia,Gofa,Laha town,1.6434689187495511e+38,1.7004248046003125e+38,5.30840460756105e+40
Ethiopia,Tigray,East Tigray,Atsbi town,1.5397391250612166e+38,1.6937130375673382e+38,3.4028234663852886e+40
Ethiopia,Dire Dawa,Dire Dawa urban,Gende Kore,1.502545426715582e+38,1.6897497086828476e+38,2.3139199571419962e+40
Ethiopia,Dire Dawa,Dire Dawa urban,Dechatu,1.7971161431847305e+38,1.6987179141204302e+38,5.750771658191138e+40
Ethiopia,Amhara,Wag Himra,Amde Work town,1.5530835308117471e+38,1.6949338129331332e+38,3.028512885082907e+40
Ethiopia,Dire Dawa,Dire Dawa urban,Legehare,1.7730501219586504e+38,1.6999028875499352e+38,3.3687952317214357e+40
Ethiopia,Amhara,North Shewa (AM),Molale town,1.8663685494301583e+38,1.6933963312297512e+38,6.737590463442871e+40
Ethiopia,Amhara,Awi,Fendika town,1.7014117331926443e+38,1.7014117331926443e+38,5.988969300838108e+40
Ethiopia,South West Ethiopia,Dawro,Gesa town,1.7426580782397387e+38,1.7009117040181286e+38,5.750771658191138e+40
Ethiopia,Amhara,South Wollo,Wegde town,1.9663021826717386e+38,1.6806650277852398e+38,6.567449290123607e+40
Ethiopia,Amhara,Oromia,Senbete town,2.044553595349144e+38,1.6664499837322952e+38,4.866037556930963e+40
Ethiopia,Sidama,Sidama,Wondo-Genet town,1.679598762254277e+38,1.701271900709713e+38,2.620174069116672e+40
Ethiopia,South Ethiopia,South Omo (Agr),Gelila town,1.728707108591457e+38,1.7011927722417105e+38,6.465364586132048e+40
Ethiopia,South Ethiopia,Amaro,Kele town,1.113651316271549e+38,1.5966651427730041e+38,3.0625411197467597e+40
Ethiopia,Afar,Awusi,Chifra town,2.199853480381475e+38,1.6267629546141451e+38,1.5618959710708475e+41
Ethiopia,Afar,Awusi,Mile town,1.2526335658867584e+38,1.6411581405809644e+38,4.3215858023093165e+40
Ethiopia,Amhara,Oromia,Chef Robit town,1.6820775089518188e+38,1.701301876099184e+38,5.920912831510402e+40
Ethiopia,Central Ethiopia,Hadiya,Gimbichu town,1.2164682923309727e+38,1.6308377433119581e+38,5.036178730250227e+40
Ethiopia,Amhara,Awi,Adiss Kidame town,1.306754372400536e+38,1.6550067834961298e+38,5.07020696491408e+40
Ethiopia,South Ethiopia,Gofa,Beto town,1.665516970889002e+38,1.7010330543186873e+38,7.89455044201387e+40
Ethiopia,Amhara,East Gojam,Amanuel town,1.8997700797553334e+38,1.6898094129796159e+38,1.1569599785709981e+41
Ethiopia,South Ethiopia,Gamo,Kemba town,1.1991643336918408e+38,1.625592026167783e+38,5.240348138233344e+40
Ethiopia,Amhara,East Gojam,Lumame town,1.083862289293092e+38,1.5853815219640194e+38,2.926428181091348e+40
Ethiopia,South Ethiopia,Gedeo,Wenago town,1.9963231002793695e+38,1.6756578324373496e+38,1.1977938601676216e+41
Ethiopia,South Ethiopia,Gedeo,Yirgachefe town,1.7694682025203502e+38,1.7000500589183381e+38,9.732075113861925e+40
Ethiopia,South Ethiopia,Gedeo,Chelelektu town,2.005235256977045e+38,1.6740648590305058e+38,8.983453951257162e+40
Ethiopia,Amhara,North Shewa (AM),Enewari town,2.005235256977045e+38,1.6740648590305058e+38,7.860522207350017e+40
Ethiopia,Amhara,North Shewa (AM),Arerti town,1.817657255336241e+38,1.697435967695736e+38,8.779284543274045e+40
Ethiopia,Amhara,South Gondar,Ebenat town,1.6103897063140255e+38,1.6989752430416711e+38,7.826493972686164e+40
Ethiopia,Amhara,South Wollo,Hike town,1.679598762254277e+38,1.7012719007097128e+38,7.860522207350017e+40
Ethiopia,Amhara,South Wollo,Kelela town,1.8928657074160203e+38,1.690605590195322e+38,8.915397481929456e+40
Ethiopia,Amhara,South Wollo,Harbu town,1.674405197745142e+38,1.701197382107297e+38,9.493877471214955e+40
Ethiopia,Sidama,Sidama,Chuko town,2.0936202820779617e+38,1.655588819733593e+38,1.2896700937600244e+41
Ethiopia,Amhara,West Gojam,Shendi town,1.2217852802154894e+38,1.6324093700570791e+38,4.117416394326199e+40
Ethiopia,Amhara,North Gojam,Dure Bete,1.3696364452200786e+38,1.668750144310501e+38,5.478545780880315e+40
Ethiopia,Amhara,South Wollo,Tulu Awila,1.6412608133322983e+38,1.7003481269097667e+38,6.499392820795901e+40
Ethiopia,South Ethiopia,Basketo,Laska town,2.043221722240325e+38,1.6667236775281085e+38,1.8205105545161294e+41
Ethiopia,Amhara,South Gondar,Hamusit town,1.4759880966182245e+38,1.6864121886179433e+38,9.357764532559544e+40
Ethiopia,Tigray,Northwest Tigray,Endabaguna town,1.6430642800653245e+38,1.7004109681365718e+38,1.1977938601676216e+41
Ethiopia,Oromia,West Hararge,Bedesa town,1.2901139402991181e+38,1.6509500329829827e+38,7.418155156719929e+40
Ethiopia,Amhara,Awi,Zigem town,2.8802470054761193e+38,1.2268452578324388e+38,8.064691615333134e+40
Ethiopia,Oromia,East Hararge,Babile town,1.587087624638198e+38,1.6975664593908624e+38,1.2045995071003922e+41
Ethiopia,Oromia,East Hararge,Deder town,1.9367355102437688e+38,1.6850592291667346e+38,1.5823129118691592e+41
Ethiopia,Amhara,Awi,Tilili town,1.6774481876547197e+38,1.7012429674596305e+38,1.3100870345583361e+41
Ethiopia,Central Ethiopia,East Gurage,Bui town,1.569446280202633e+38,1.6962862391302768e+38,1.1331402143063011e+41
Ethiopia,Central Ethiopia,Hadiya,Jajura town,1.2801408817879397e+38,1.6484334246800365e+38,6.669533994115166e+40
Ethiopia,Sidama,Sidama,Leku town,1.8715529065119087e+38,1.6928832998724812e+38,1.3100870345583361e+41
Ethiopia,Sidama,Sidama,Daye town,1.7770300324456507e+38,1.6997304958915342e+38,1.11952892044076e+41
Ethiopia,Amhara,Central Gondar,Kollo Debba town,1.7550913900697783e+38,1.7005647239323621e+38,1.2794616233608685e+41
Ethiopia,South Ethiopia,Konso,Karat town,1.9764344517087157e+38,1.6790367447276513e+38,1.4427971497473624e+41
Ethiopia,Tigray,East Tigray,Zala Anbesa town,2.4313634975129334e+38,1.53687094696051e+38,1.5244649129406093e+41
Ethiopia,Amhara,Central Gondar,Shawra town,1.7041692886759386e+38,1.7014094985432972e+38,1.0514724511130542e+41
Ethiopia,South Ethiopia,Wolayita,Tebela town,1.789484811146146e+38,1.6991306656009108e+38,1.521062089474224e+41
Ethiopia,Amhara,East Gojam,Debrework town,1.8344944800729354e+38,1.6961989471546062e+38,1.5244649129406093e+41
Ethiopia,Tigray,East Tigray,Freweyni town,1.6662101111265895e+38,1.70104753950309e+38,1.2080023305667775e+41
Ethiopia,Amhara,East Gojam,Dejen town,2.0927364318269524e+38,1.6557979544873118e+38,1.674189145461562e+41
Ethiopia,Tigray,East Tigray,Edaga Hamus town,1.4396560819322375e+38,1.6811561096099429e+38,8.60914336995478e+40
Ethiopia,South Ethiopia,Gamo,Selamber town,1.9187727035124094e+38,1.6874703240138024e+38,1.7422456147892678e+41
Ethiopia,Amhara,North Gojam,Merawi town,1.3980131374135364e+38,1.6741419228741817e+38,7.996635146005428e+40
Ethiopia,Amhara,South Wollo,Wereilu town,1.3383716499954877e+38,1.6622285594459626e+38,8.404973961971663e+40
Ethiopia,Amhara,Central Gondar,Aykel town,1.5094028855596186e+38,1.6905426608862122e+38,9.629990409870367e+40
Ethiopia,Amhara,West Gojam,Jiga town,1.0978920995318572e+38,1.5907752630813526e+38,5.8188281275188435e+40
Ethiopia,South Ethiopia,Gamo,Birbir town,1.2351885892217061e+38,1.6362878309977899e+38,6.941759871425989e+40
Ethiopia,South Ethiopia,Gamo,Gerese town,1.5482040415781409e+38,1.6944997164578555e+38,9.800131583189631e+40
Ethiopia,South West Ethiopia,Keffa,Deka town,1.5688341955412694e+38,1.6962385098670224e+38,7.248013983400665e+40
Ethiopia,Amhara,East Gojam,Gundwoin town,1.233597999197469e+38,1.6358337923307148e+38,7.043844575417547e+40
Ethiopia,Tigray,Mekele,Adihaki Sub City,1.6359728203775426e+38,1.7001528268173937e+38,1.4461999732137477e+41
Ethiopia,Tigray,Northwest Tigray,May Tsebri town,2.170475634122438e+38,1.6354757542348719e+38,3.0625411197467597e+41
Ethiopia,Amhara,East Gojam,Bechena town,1.2116113857583982e+38,1.6293856220977557e+38,7.996635146005428e+40
Ethiopia,Amhara,North Shewa (AM),Aleme Ketma,1.7180922403808075e+38,1.7013299640356489e+38,1.7524540851884236e+41
Ethiopia,Amhara,North Shewa (AM),Mehale Meda town,1.7734473106060427e+38,1.699886102488139e+38,1.7592597321211942e+41
Ethiopia,Amhara,North Gojam,Adete town,1.692194984908827e+38,1.7013867689025534e+38,1.5618959710708475e+41
Ethiopia,Tigray,Central Tigray,Enticho town,1.6309165102048192e+38,1.699950678514378e+38,1.4564084436129035e+41
Ethiopia,Tigray,East Tigray,Hawzen town,1.3383313137024025e+38,1.662219749259522e+38,1.0786950388441365e+41
Ethiopia,Amhara,South Wollo,Degolo town,1.790362068520847e+38,1.699084966589546e+38,1.6095354996002415e+41
Ethiopia,Benishangul Gumuz,Metekel,Gilgel Beles town,1.8398376105584724e+38,1.6957712588439218e+38,1.7864823198522765e+41
Ethiopia,Amhara,South Gondar,Adisezemen town,1.6075995574276364e+38,1.69882346390784e+38,1.2828644468272538e+41
Ethiopia,Tigray,South Tigray,Mekhoni town,1.697752783228789e+38,1.7014077988332954e+38,1.578910088402774e+41
Ethiopia,Amhara,Oromia,Kemisie town,1.5756103807990063e+38,1.696754521308704e+38,1.2998785641591802e+41
Ethiopia,Amhara,Oromia,Bati town,1.5381449507145622e+38,1.6935601092328703e+38,1.2182108009659333e+41
Ethiopia,Amhara,North Shewa (AM),Debre Sina town,1.4842102353382642e+38,1.687490857804987e+38,1.5346733833397652e+41
Ethiopia,Benishangul Gumuz,Asosa,Bambasi town,1.4013860034555485e+38,1.6747496670670878e+38,1.2556418590961715e+41
Ethiopia,Amhara,South Wollo,Wegel tena town,1.3923798061433681e+38,1.6731112198266463e+38,1.3645322100205007e+41
Ethiopia,South Ethiopia,Wolayita,Gununo Hamus town,1.4030224512970702e+38,1.6750420061286347e+38,1.2080023305667775e+41
Ethiopia,South Ethiopia,South Omo (Pas),Turmi town,1.770902858000249e+38,1.6999920203984994e+38,1.344115269222189e+41
Ethiopia,Amhara,South Gondar,Wegeda town,1.79343777662319e+38,1.6989211556679482e+38,1.425783032415436e+41
Ethiopia,South West Ethiopia,Dawro,Tercha town,1.9732931453658725e+38,1.6795482677078051e+38,2.7290644200410015e+41
Ethiopia,South Ethiopia,Gamo,Chencha town,1.301507265989245e+38,1.6537467469223824e+38,1.2182108009659333e+41
Ethiopia,Sidama,Sidama,Aleta Wondo town,1.399230498725997e+38,1.6743620837148134e+38,1.449602796680133e+41
Ethiopia,Oromia,Horo Guduru,Shambu town,1.4905191325266409e+38,1.688290910012231e+38,1.5993270292010856e+41
Ethiopia,Amhara,North Gondar,Dabat town,1.8034306185484893e+38,1.6983503857791972e+38,1.864747259579138e+41
Ethiopia,Tigray,Southeast Tigray,Hagere Selam town,2.3654831494642632e+38,1.5664645032481917e+38,3.7090775783599646e+41
Ethiopia,Amhara,North Wollo,Mersa town,1.6963227648979504e+38,1.7014041225550422e+38,1.7014117331926443e+41
Ethiopia,South West Ethiopia,Bench Sheko,Size town,2.130961416267978e+38,1.646295524994063e+38,3.6716465202297264e+41
Ethiopia,Central Ethiopia,Kembata,Shinshincho town,1.851083140511014e+38,1.6948157291212918e+38,2.8617745352300277e+41
Ethiopia,South West Ethiopia,Keffa,Wacha town,2.3681489794087247e+38,1.5653316997856382e+38,5.07020696491408e+41
Ethiopia,Oromia,East Shewa,Metehara town,2.063873013709846e+38,1.6623548676415116e+38,3.419837583717215e+41
Ethiopia,South Ethiopia,Wolayita,Gesuba town,1.9238113351489267e+38,1.686813653873861e+38,2.9876790034862834e+41
Ethiopia,Amhara,North Shewa (AM),Ataye town,1.9315307301999947e+38,1.6857779014632767e+38,2.6848277149779927e+41
Ethiopia,Amhara,South Gondar,Woreta town,1.5498797507051744e+38,1.6946503899415402e+38,1.9838460809026233e+41
Ethiopia,Amhara,North Gondar,Debark town,1.9624237604437886e+38,1.6812717232725489e+38,2.7630926547048543e+41
Ethiopia,Amhara,North Wollo,Kobo town,1.4371826308315845e+38,1.6807691296876755e+38,1.7490512617220383e+41
Ethiopia,Oromia,West Hararge,Chiro town,1.4444638387921226e+38,1.6818976382077289e+38,1.76946820252035e+41
Ethiopia,South Ethiopia,Derashe,Gidole town,1.8907204100430082e+38,1.6908471577037242e+38,2.7188559496418456e+41
Ethiopia,Tigray,Mekele,Qedamay Weyane Sub City,1.5476255937505546e+38,1.6944473167263407e+38,2.157390077688273e+41
Ethiopia,Amhara,West Gojam,Denbecha town,1.5653487259160498e+38,1.6959624830450844e+38,2.133570313423576e+41
Ethiopia,Afar,Awusi,Dubti town,1.670180711753354e+38,1.7011250715762953e+38,2.0927364318269525e+41
Ethiopia,South Ethiopia,Gofa,Bulike town,2.1050978950895586e+38,1.6528276887015586e+38,3.1408060594736214e+41
Ethiopia,Amhara,North Wollo,Hara town,2.0004957514837845e+38,1.6749180982509035e+38,1.7184258505245707e+41
Ethiopia,Central Ethiopia,Gurage,Emdebir town,2.0745489270928243e+38,1.6599911205707992e+38,4.512143916426893e+41
Ethiopia,Amhara,East Gojam,Mota town,1.4882623018289995e+38,1.6880074661431308e+38,2.0076658451673203e+41
Ethiopia,Amhara,Awi,Agew Gimija Bet town,1.8932790596554964e+38,1.6905587286106315e+38,2.2832945459445286e+41
Ethiopia,Oromia,West Arsi,Dodola town,1.3398617398892074e+38,1.6625533038636333e+38,2.143778783822732e+41
Ethiopia,Oromia,Buno Bedele,Bedele town,2.2312588842085617e+38,1.616806692961751e+38,6.176124591489299e+41
Ethiopia,Amhara,South Gondar,Nefas Mewicha town,1.992062488812966e+38,1.676402106925106e+38,3.988109102603558e+41
Ethiopia,Amhara,Central Gondar,Amba Giorgis town,2.726459789733398e+38,1.3579684707781775e+38,4.4168648593681046e+41
Ethiopia,Amhara,North Wollo,Lalibela town,1.205019259406017e+38,1.6273894425777716e+38,1.7388427913228825e+41
Ethiopia,Oromia,West Gujii,Kercha town,1.4484321460415513e+38,1.6824990978691372e+38,2.4840611304612607e+41
Ethiopia,Central Ethiopia,Hadiya,Shone town,1.4784259943720644e+38,1.6867362704727251e+38,2.4704498365957195e+41
Ethiopia,Amhara,Awi,Dangila town,1.1548442334105514e+38,1.6112311609534958e+38,1.7830794963858912e+41
Ethiopia,Amhara,West Gondar,Metema Yohanes town,2.6705199367772266e+38,1.3984388351267503e+38,2.2832945459445286e+41
Ethiopia,Oromia,East Borena,Negele town,1.8045275958103804e+38,1.6982841354503075e+38,4.0493599249984934e+41
Ethiopia,South Ethiopia,South Omo (Agr),Jinka town,1.5402253584691305e+38,1.6937593803279998e+38,2.9264281810913482e+41
Ethiopia,Dire Dawa,Dire Dawa urban,Police Maret,2.3734473097432395e+38,1.5630643203962875e+38,8.238235612118784e+41
Ethiopia,Harari,Harari,Aboker,1.5577165823210284e+38,1.6953328845573608e+38,3.467477112246609e+41
Ethiopia,Amhara,South Wollo,Akeseta town,1.4898848690659912e+38,1.6882115600831377e+38,1.9294009054404586e+41
Ethiopia,Central Ethiopia,Gurage,Welkite town,1.5633370781264564e+38,1.6957998925209163e+38,3.525325111175159e+41
Ethiopia,Addis Ababa,Region 14,Arada,1.6675308069039597e+38,1.7010743571870744e+38,3.851996163948147e+41
Ethiopia,Amhara,West Gondar,Midre Genet,2.40739170547175e+38,1.5480291226544775e+38,2.320725604074767e+41
Ethiopia,Amhara,North Shewa (AM),Shoa Robit,1.8414347485019768e+38,1.6956401272172348e+38,4.743535912141092e+41
Ethiopia,Central Ethiopia,Alaba,Kulito town,1.3053158799626108e+38,1.6546630958897854e+38,2.4670470131293342e+41
Ethiopia,Amhara,South Wollo,Mekane Selame,2.6176976207718634e+38,1.4336045682365694e+38,4.855829086531807e+41
Ethiopia,Dire Dawa,Dire Dawa urban,Addis Ketema (DD),1.5018858369760229e+38,1.6896719511741184e+38,3.521922287708774e+41
Ethiopia,Tigray,South Tigray,Korem town,1.215294095137603e+38,1.6304881256290662e+38,2.1607929011546583e+41
Ethiopia,Harari,Harari,Dire Teyara,2.332245312839729e+38,1.5801426773033008e+38,9.926036051445887e+41
Ethiopia,Amhara,West Gondar,Gendawuha town,9.016027987858457e+37,1.5017015530020136e+38,1.2658503294953274e+41
Ethiopia,Amhara,West Gojam,Bure town,1.4221804566000524e+38,1.6783419735018455e+38,3.4402545245155268e+41
Ethiopia,Harari,Harari,Amir Nur,1.4128682228851199e+38,1.6767660923650052e+38,3.382406525586977e+41
Ethiopia,Amhara,North Wollo,Filakit town,1.688563963902085e+38,1.7013632242028317e+38,3.1305975890744655e+41
Ethiopia,Dire Dawa,Dire Dawa urban,Kazira,1.86943997650617e+38,1.69309432557509e+38,6.322446000543866e+41
Ethiopia,Oromia,North Shewa (OR),Fiche town,1.4875129879996035e+38,1.6879126792137206e+38,4.141236158590896e+41
Ethiopia,Tigray,South Tigray,Alamata town,1.3014109614817909e+38,1.6537234558644682e+38,3.1442088829400067e+41
Ethiopia,Central Ethiopia,Kembata,Durame town,1.9709024805304863e+38,1.6799335174181414e+38,7.503225743379561e+41
Ethiopia,South West Ethiopia,Sheka,Tepi,1.3595931231381402e+38,1.6667219095176032e+38,3.6137985213011765e+41
Ethiopia,South Ethiopia,Wolayita,Bale Awassa town,2.0560123376778964e+38,1.6640493673999852e+38,6.2543895312161604e+41
Ethiopia,Sidama,Sidama,Yirgalem town,1.9900167092991956e+38,1.6767555139650308e+38,7.731214915627376e+41
Ethiopia,South West Ethiopia,Keffa,Bonga town,2.0703826012583005e+38,1.660922148797009e+38,8.496850195564066e+41
Ethiopia,South Ethiopia,Wolayita,Boditi town,1.5631427355915892e+38,1.6957840576405938e+38,4.539366504157975e+41
Ethiopia,South Ethiopia,Gedeo,Dila town,1.7843603777814015e+38,1.6993885395066324e+38,6.295223412812784e+41
Ethiopia,Amhara,East Gojam,Merto Lemariyam town,1.6863727373188143e+38,1.7013452660905441e+38,2.8617745352300277e+41
Ethiopia,Gambela,Agniwak,Gambela town,1.169720566569943e+38,1.61620122174839e+38,3.256502057330721e+41
Ethiopia,Addis Ababa,Region 14,Lideta,1.8696547798318763e+38,1.693072994026881e+38,7.37391845165692e+41
Ethiopia,Tigray,West Tigray,May Gaba,2.3601155149358657e+38,1.568729171578949e+38,5.5840333083382586e+41
Ethiopia,Tigray,Northwest Tigray,Shire Endaslasie town,1.3646016553973658e+38,1.667741244120663e+38,4.011928866868255e+41
Ethiopia,Addis Ababa,Region 14,Kirkos,1.1535648712575978e+38,1.6107966047001465e+38,3.052332649347604e+41
Ethiopia,Central Ethiopia,Kembata,Hadero town,1.3558434471888568e+38,1.6659485122758153e+38,3.491296876511306e+41
Ethiopia,Benishangul Gumuz,Asosa,Assosa town,1.6714044715843085e+38,1.7011470983123023e+38,5.686118012329817e+41
Ethiopia,South Ethiopia,Wolayita,Areka town,2.1104413922493557e+38,1.6515134343557572e+38,8.524072783295148e+41
Ethiopia,South West Ethiopia,West Omo,Jemu town,1.7290987482734695e+38,1.7011864433510843e+38,3.2939331154609594e+41
Ethiopia,Central Ethiopia,East Gurage,Butajira town,1.4041390511850075e+38,1.675240531499159e+38,4.5325608572252044e+41
Ethiopia,Tigray,Mekele,Hawelti Sub City,1.1757341770062273e+38,1.6181671708347917e+38,3.409629113318059e+41
Ethiopia,Oromia,Gujii,Shakiso town,1.5377753598091223e+38,1.6935244383094936e+38,5.148471904640942e+41
Ethiopia,Tigray,South Tigray,Maichew town,1.1044251601425936e+38,1.5932384998623259e+38,3.0217072381501363e+41
Ethiopia,Tigray,Southeast Tigray,Adigudom,2.456649926436267e+38,1.5246039345717649e+38,5.4070864880862236e+41
Ethiopia,Oromia,Borena,Yabelo town,1.5903638811427748e+38,1.69778392629943e+38,5.458128840082003e+41
Ethiopia,South Ethiopia,Gofa,Sawla town,1.950602379469633e+38,1.6830644395428401e+38,8.350528786509498e+41
Ethiopia,Amhara,Awi,Chagni town,1.513949486816393e+38,1.6910528649421838e+38,4.6992992070780836e+41
Ethiopia,Oromia,Kelem,Denbi Dollo town,1.3822369335000765e+38,1.6712059517267186e+38,4.590408856153754e+41
Ethiopia,Oromia,Arsi,Asela town,2.1221360604624202e+38,1.6485729969549399e+38,1.13109852022647e+42
Ethiopia,Tigray,Central Tigray,Axum town,1.021937688462505e+38,1.5598451552585795e+38,3.1884455880030154e+41
Ethiopia,Oromia,North Shewa (OR),Sheno town,2.5619591762188174e+38,1.4677397535485346e+38,1.1072787559617729e+42
Ethiopia,South Ethiopia,Gedeo,Gedeb town,2.6692071073408817e+38,1.3993477050479167e+38,1.2566627061360871e+42
Ethiopia,Harari,Harari,Abadir,1.88089399053728e+38,1.691918439270662e+38,9.592559351740129e+41
Ethiopia,Oromia,North Shewa (OR),Garba Guracha,1.2658503294953274e+38,1.6447152183447506e+38,3.797550988485982e+41
Ethiopia,Tigray,East Tigray,Adigrat town,1.5642900835513658e+38,1.6958772181514946e+38,6.754604580774798e+41
Ethiopia,Harari,Harari,Jinela,1.555810152179043e+38,1.695170217250155e+38,6.472170233064819e+41
Ethiopia,Tigray,East Tigray,Wukro town,1.909094362750664e+38,1.6886887845975243e+38,1.0650837449785953e+42
Ethiopia,Tigray,Central Tigray,Abi Adi town,1.4929268335812063e+38,1.6885899243095128e+38,5.226736844367803e+41
Ethiopia,Dire Dawa,Dire Dawa urban,Sabian,1.3557030734132747e+38,1.6659193883256027e+38,5.270973549430812e+41
Ethiopia,Oromia,West Arsi,Kofele town,1.76982828965965e+38,1.7000356056997146e+38,6.689950934913477e+41
Ethiopia,Amhara,Bahir Dar,Zege town,2.9616398259906126e+38,1.1430778800975867e+38,9.708255349597228e+41
Ethiopia,Addis Ababa,Region 14,Addis Ketema (AA),2.0023531365933196e+38,1.6745853688495041e+38,1.2158288245394636e+42
Ethiopia,Dire Dawa,Dire Dawa urban,Malka Jabti /M.Jebdu),1.7582306779003764e+38,1.700462729191057e+38,9.476863353883029e+41
Ethiopia,South West Ethiopia,Bench Sheko,Mizan Aman town,2.557104496248324e+38,1.4705753231642825e+38,2.966241215648056e+42
Ethiopia,Oromia,Shager City,Burayu,1.5014533272731918e+38,1.6896208218851201e+38,7.95920408787519e+41
Ethiopia,South Ethiopia,Wolayita,Sodo town,1.2524280813779187e+38,1.641101936580635e+38,5.95153824270787e+41
Ethiopia,Central Ethiopia,Silltie,Tora town,2.640071935148925e+38,1.4190556405965877e+38,1.2461139533902927e+42
Ethiopia,Oromia,South West Shewa,Woliso town,1.3227778925682157e+38,1.6587460024306291e+38,6.4551561157328925e+41
Ethiopia,Tigray,Central Tigray,Adwa town,1.5603736553095699e+38,1.6955559992028119e+38,9.487071824282185e+41
Ethiopia,Harari,Harari,Shenkor,1.4224514851357789e+38,1.6783870429223558e+38,7.877536324681943e+41
Ethiopia,Oromia,Gujii,Adola town,1.937013720511051e+38,1.685020352819875e+38,1.3890325389784748e+42
Ethiopia,Oromia,West Wellega,Nejo town,1.4188192508293222e+38,1.6777792985840936e+38,6.594671877854689e+41
Ethiopia,Amhara,Awi,Injibara town,1.6737557419828774e+38,1.7011869479853775e+38,7.516837037245103e+41
Ethiopia,Amhara,Bahir Dar,Deq,3.4028234663852886e+38,0.0,1.4118314562032562e+42
Ethiopia,South West Ethiopia,Keffa,Awurada town,2.3948421180514505e+38,1.553691149231457e+38,8.044274674534822e+41
Ethiopia,Benishangul Gumuz,Kemashi,Kamashi town,1.522677571321902e+38,1.691997631566298e+38,6.0298031824347314e+41
Ethiopia,Amhara,North Wollo,Gashena town,3.0254144457452837e+38,1.0685591715009755e+38,1.5084716426485984e+42
Ethiopia,Somali,Fafan,Kebribayah town,1.6466722206795899e+38,1.700530938152973e+38,6.2441810608170046e+41
Ethiopia,Oromia,Arsi,Dera town,1.997054587754574e+38,1.6755289279484467e+38,1.4492625143334944e+42
Ethiopia,Amhara,Bahir Dar,Meshenti town,2.7298872004147792e+38,1.355374523579298e+38,1.0228887339954178e+42
Ethiopia,Oromia,Jimma,Agaro town,1.3689130702663841e+38,1.6686061623396477e+38,8.258652552917095e+41
Ethiopia,South Ethiopia,Gamo,Arba Minch town,1.8293585372681874e+38,1.6965940885115843e+38,1.55202778301833e+42
Ethiopia,Oromia,West Wellega,Mendi town,2.124907230100857e+38,1.6478632983181775e+38,8.758867602475733e+41
Ethiopia,Amhara,South Gondar,Mekan Eyesuse,2.961544754665419e+38,1.1431826862052682e+38,2.7130711497489906e+42
Ethiopia,Oromia,Arsi,Bekoji town,1.1722248777331812e+38,1.6170229305283595e+38,7.217388572203197e+41
Ethiopia,Oromia,East Bale,Ginir town,1.884545785598379e+38,1.6915270629508272e+38,8.316500551845645e+41
Ethiopia,Oromia,North Shewa (OR),Chancho town,9.851652593217766e+37,1.5433058266309846e+38,5.77799424592222e+41
Ethiopia,Tigray,Mekele,Semen Sub City,1.605957089283455e+38,1.698731967322028e+38,1.3196149402642149e+42
Ethiopia,Addis Ababa,Region 14,Gulele,1.5679676756873389e+38,1.6961705602215004e+38,1.2794616233608685e+42
Ethiopia,Central Ethiopia,Hadiya,Hosaena town,1.399002444507903e+38,1.6743209094921997e+38,1.0759727800710283e+42
Ethiopia,Oromia,Shager City,Melka Nonno,2.062308647893554e+38,1.6626951923924488e+38,2.471470683635635e+42
Ethiopia,Oromia,West Arsi,Wondo,2.5266642992591563e+38,1.4878709917349135e+38,3.040082484868617e+42
Ethiopia,Tigray,Mekele,Ayder Sub City,2.043823916377298e+38,1.6666000667983658e+38,2.5470133645893885e+42
Ethiopia,Harari,Harari,Hakim,1.511641572722957e+38,1.6907954258398347e+38,1.1045564971886647e+42
Ethiopia,Oromia,Bale,Goba town,1.8634997970120217e+38,1.6936733290138578e+38,1.2362457653377753e+42
Ethiopia,Amhara,West Gojam,Finote Selam town,2.423622445402912e+38,1.540523798262895e+38,2.063472150016039e+42
Ethiopia,Oromia,Shager City,Furi,2.7182310408847474e+38,1.3641408949775494e+38,7.578428141986676e+42
Ethiopia,Central Ethiopia,Silltie,Kibet town,2.2153307952512705e+38,1.6219399136522846e+38,1.520381524780947e+42
Ethiopia,Oromia,West Gujii,Bule Hora town,1.01243236458984e+38,1.555670053541328e+38,7.738020562560146e+41
Ethiopia,Oromia,West Wellega,Gimbi town,1.710510191658915e+38,1.7013874055896661e+38,1.343434704528912e+42
Ethiopia,Afar,Awusi,Asayita town,3.076299930761323e+38,1.0022396569842704e+38,3.690021766948207e+42
Ethiopia,South West Ethiopia,West Omo,Bachuma town,2.1273968624462548e+38,1.6472214652257246e+38,1.574486417896473e+42
Ethiopia,Central Ethiopia,Hadiya,Siraro Badawacho,2.8697457038826897e+38,1.2368498772192322e+38,1.5625765357641245e+42
Ethiopia,Addis Ababa,Region 14,Kolfe - Keran,1.3878927916736702e+38,1.6722762209498824e+38,1.4152342796696415e+42
Ethiopia,Oromia,West Arsi,Arsi Negele town,1.4113030895475354e+38,1.6764960067736496e+38,1.4319081146549294e+42
Ethiopia,Addis Ababa,Region 14,Nefas Silk,1.6565469207555158e+38,1.7008201064341224e+38,1.9600263166379262e+42
Ethiopia,South West Ethiopia,Konta,Chida town,2.4555102153704457e+38,1.5251679792805556e+38,2.1601123364613812e+42
