id,fnid,parent_id,admin_0,admin_1,admin_2,admin_3,decision_rw,hweatlth_rw,education_rw
223004,ET2023A3030420,222711,Ethiopia,Amhara,South Wollo,Legehida,0.1227271443841506,0.22150468681729818,0.6513162416691468
223005,ET2023A3030421,222711,Ethiopia,Amhara,South Wollo,Mekdela,0.1809572477067005,0.5740910946253673,0.8102745238205096
223006,ET2023A3030422,222711,Ethiopia,Amhara,South Wollo,Worebabu,0.1769303647948213,0.4977038127005582,0.5591720715748182
223007,ET2023A3030423,222711,Ethiopia,Amhara,South Wollo,Wereilu town,0.11890057122455981,0.0687630611165059,0.49184662991965095
223008,ET2023A3030424,222711,Ethiopia,Amhara,South Wollo,Akeseta town,0.09350448555368775,0.11098936771130076,0.6577877489728637
223009,ET2023A3030425,222711,Ethiopia,Amhara,South Wollo,Harbu town,0.21471045683299694,0.19745062560855897,0.36228944604411795
223010,ET2023A3030426,222711,Ethiopia,Amhara,South Wollo,Wegel tena town,0.13617267301383437,0.16821897140852748,0.5721645017015572
223011,ET2023A3030427,222711,Ethiopia,Amhara,South Wollo,Degolo town,0.1393294275702636,0.08075829093752204,0.47813576072224234
223012,ET2023A3030428,222711,Ethiopia,Amhara,South Wollo,Kelela town,0.17703310632347832,0.12645069015302973,0.5724556780730281
223013,ET2023A3030429,222711,Ethiopia,Amhara,South Wollo,Tulu Awila,0.09326799232170636,0.15581017994730437,0.6502651633221814
223014,ET2023A3030430,222711,Ethiopia,Amhara,South Wollo,Wegde town,0.17735972770809227,0.09486904220446524,0.5439999816560207
223015,ET2023A3030498,222711,Ethiopia,Amhara,South Wollo,Mekane Selame,0.11866654007476289,0.09450256590836668,0.6779034750402311
223016,ET2023A3030499,222711,Ethiopia,Amhara,South Wollo,Hike town,0.11642780390057053,0.09577284712247022,0.3678963472632906
223017,ET2023A3030501,222712,Ethiopia,Amhara,North Shewa (AM),Mida Woremo,0.22487546051277726,0.47411586594736943,0.6290527411242097
223018,ET2023A3030502,222712,Ethiopia,Amhara,North Shewa (AM),Merhabete,0.21270087494068216,0.422222920988176,0.6647786347460235
223019,ET2023A3030503,222712,Ethiopia,Amhara,North Shewa (AM),Ensaro,0.2091568117270204,0.27836887581862685,0.6189582605978613
223020,ET2023A3030504,222712,Ethiopia,Amhara,North Shewa (AM),Moretna Jiru,0.20311659307209842,0.2706542459847738,0.5812938752863417
223021,ET2023A3030505,222712,Ethiopia,Amhara,North Shewa (AM),Menze Gera Midir,0.1721162096265178,0.35526752173606585,0.6639325560422239
223022,ET2023A3030506,222712,Ethiopia,Amhara,North Shewa (AM),Gishe Rabel,0.15021226402436377,0.4490756821062349,0.7437791118367055
223023,ET2023A3030507,222712,Ethiopia,Amhara,North Shewa (AM),Antsokiya,0.17844331530679863,0.3767014207595772,0.5821336317750978
223024,ET2023A3030508,222712,Ethiopia,Amhara,North Shewa (AM),Eferatana Gidem,0.21172343134412772,0.33710304932823526,0.5521613951571402
223025,ET2023A3030509,222712,Ethiopia,Amhara,North Shewa (AM),Menze Mama Midir,0.20719765213541713,0.3450233089936639,0.6126291066938879
223026,ET2023A3030510,222712,Ethiopia,Amhara,North Shewa (AM),Tarema Ber,0.2368053833388086,0.3840100087960974,0.6171053335884862
223027,ET2023A3030511,222712,Ethiopia,Amhara,North Shewa (AM),Mojan Wedera,0.24620454501520372,0.33424907431031414,0.5972278282188394
223028,ET2023A3030512,222712,Ethiopia,Amhara,North Shewa (AM),Kewet,0.27732969721515144,0.3903975062186704,0.5476476881961865
223029,ET2023A3030513,222712,Ethiopia,Amhara,North Shewa (AM),Angolelana Tera,0.23097227196011313,0.35718037107623574,0.631909188433475
223030,ET2023A3030514,222712,Ethiopia,Amhara,North Shewa (AM),Assagirt,0.2729865485488519,0.39055235623896745,0.6646540229034956
223031,ET2023A3030515,222712,Ethiopia,Amhara,North Shewa (AM),Ankober,0.2863538759677443,0.465508827540977,0.6246906687502232
223032,ET2023A3030516,222712,Ethiopia,Amhara,North Shewa (AM),Hagere Mariam,0.2623194228145057,0.31483551204057314,0.585546485776025
223033,ET2023A3030517,222712,Ethiopia,Amhara,North Shewa (AM),Berehet,0.293072756078074,0.42408285483158104,0.6450890571612847
223034,ET2023A3030518,222712,Ethiopia,Amhara,North Shewa (AM),Minjar Shenkora,0.28725143194303887,0.3161573644736174,0.5032983873385646
223035,ET2023A3030519,222712,Ethiopia,Amhara,North Shewa (AM),Basona Worena,0.22705243062609382,0.31781984267448804,0.5858104967347537
223036,ET2023A3030520,222712,Ethiopia,Amhara,North Shewa (AM),Debre Berhan town,0.19114578291202786,0.049621482688836184,0.3381359869419352
223037,ET2023A3030521,222712,Ethiopia,Amhara,North Shewa (AM),Menze Keya Gabriel,0.225967354817287,0.5537110021496626,0.6793494847324001
223038,ET2023A3030522,222712,Ethiopia,Amhara,North Shewa (AM),Menze Lalo Midir,0.2185765572956282,0.3857041374372522,0.5860111943672447
223039,ET2023A3030523,222712,Ethiopia,Amhara,North Shewa (AM),Siya Debirna Wayu,0.19418109029862124,0.2141786847554948,0.5519242884775035
223040,ET2023A3030524,222712,Ethiopia,Amhara,North Shewa (AM),Tulefa town,0.2177976965216817,0.2576237809475348,0.5977382181197708
223041,ET2023A3030525,222712,Ethiopia,Amhara,North Shewa (AM),Debre Sina town,0.1859747084831491,0.10045513013640385,0.4959225213603428
223042,ET2023A3030526,222712,Ethiopia,Amhara,North Shewa (AM),Arerti town,0.2644204985356539,0.08701171757855476,0.3842088554164989
223043,ET2023A3030527,222712,Ethiopia,Amhara,North Shewa (AM),Molale town,0.20739702772539498,0.10679760898863447,0.48174662093103565
223044,ET2023A3030528,222712,Ethiopia,Amhara,North Shewa (AM),Enewari town,0.19914856560084554,0.13281608003760784,0.47368327437865965
223045,ET2023A3030595,222712,Ethiopia,Amhara,North Shewa (AM),Shoa Robit,0.26982310107748414,0.07757504729582981,0.33922016934872395
223046,ET2023A3030597,222712,Ethiopia,Amhara,North Shewa (AM),Mehale Meda town,0.15203123866463059,0.023037125742878962,0.42170923945233574
223047,ET2023A3030598,222712,Ethiopia,Amhara,North Shewa (AM),Ataye town,0.19941556664561355,0.13717802877966526,0.4408455821298065
223048,ET2023A3030599,222712,Ethiopia,Amhara,North Shewa (AM),Aleme Ketma,0.21073586721267043,0.06185979268294566,0.4597739843401901
223049,ET2023A3030601,222713,Ethiopia,Amhara,East Gojam,Bibugn,0.22392323593678387,0.2363016779033289,0.8259483484566111
223050,ET2023A3030602,222713,Ethiopia,Amhara,East Gojam,Hulet Ej Enese,0.28245408359721336,0.3546256669850973,0.7844812612439077
223051,ET2023A3030603,222713,Ethiopia,Amhara,East Gojam,Goncha Siso Enebse,0.2698625384165842,0.2822997962253324,0.7385116224146995
223052,ET2023A3030604,222713,Ethiopia,Amhara,East Gojam,Enebse Sarmder,0.24074287291956184,0.4159466114241906,0.7795152810094879
223053,ET2023A3030605,222713,Ethiopia,Amhara,East Gojam,Enarj Enawga,0.24640881160313405,0.2887719831861142,0.7815845548707325
223054,ET2023A3030606,222713,Ethiopia,Amhara,East Gojam,Enemay,0.23482080321658652,0.22642019010684458,0.7143106824430004
223055,ET2023A3030607,222713,Ethiopia,Amhara,East Gojam,Debay Telatgen,0.21823885519402214,0.2221839000470925,0.7803477607573598
223056,ET2023A3030608,222713,Ethiopia,Amhara,East Gojam,Debre Elias,0.27240411395097863,0.3355832267081023,0.8073172986771584
223057,ET2023A3030609,222713,Ethiopia,Amhara,East Gojam,Michakel,0.23595329702199738,0.2662564555905569,0.8174303109340103
223058,ET2023A3030610,222713,Ethiopia,Amhara,East Gojam,Guzamn,0.2458697019535347,0.30093139193073426,0.7852732093782248
223059,ET2023A3030611,222713,Ethiopia,Amhara,East Gojam,Baso Liben,0.30154344855857085,0.37168318949660833,0.778536573108637
223060,ET2023A3030612,222713,Ethiopia,Amhara,East Gojam,Awabel,0.23197371063885608,0.38630788423656687,0.8126117469785528
223061,ET2023A3030613,222713,Ethiopia,Amhara,East Gojam,Dejen,0.24218434283097287,0.24916826174803122,0.6863557808729969
223062,ET2023A3030614,222713,Ethiopia,Amhara,East Gojam,Shebel Bernta,0.2001030498329998,0.40310216818506406,0.8086660534722393
223063,ET2023A3030615,222713,Ethiopia,Amhara,East Gojam,Debre Markos town,0.20168396496344698,0.049770686752903005,0.5912784277281646
223064,ET2023A3030616,222713,Ethiopia,Amhara,East Gojam,Senan,0.21191818726002087,0.2646058526617974,0.8252200893698192
223065,ET2023A3030617,222713,Ethiopia,Amhara,East Gojam,Aneded,0.2407495525522041,0.4149434985005529,0.8209280659018835
223066,ET2023A3030619,222713,Ethiopia,Amhara,East Gojam,Sedae,0.271781463930388,0.5014375478043988,0.8252316501314275
223067,ET2023A3030620,222713,Ethiopia,Amhara,East Gojam,Merto Lemariyam town,0.2625746335282488,0.14281872214343388,0.64585118458476
223068,ET2023A3030621,222713,Ethiopia,Amhara,East Gojam,Amanuel town,0.2281597917120955,0.07985969613751155,0.7140753713196354
223069,ET2023A3030622,222713,Ethiopia,Amhara,East Gojam,Lumame town,0.23349457445217872,0.07425715787916283,0.6667358584313541
223070,ET2023A3030623,222713,Ethiopia,Amhara,East Gojam,Gundwoin town,0.27146704855502946,0.20238133932826333,0.6949360370929929
223071,ET2023A3030624,222713,Ethiopia,Amhara,East Gojam,Debrework town,0.25456205296425355,0.1211118028407495,0.6664123622030921
223072,ET2023A3030694,222713,Ethiopia,Amhara,East Gojam,Mota town,0.28618727207025,0.09337481739661303,0.6379478930008633
223073,ET2023A3030698,222713,Ethiopia,Amhara,East Gojam,Dejen town,0.23635176670471153,0.09798182201226223,0.6000220242204533
223074,ET2023A3030699,222713,Ethiopia,Amhara,East Gojam,Bechena town,0.2308571261735087,0.055744326133674076,0.5685742881438869
223075,ET2023A3030705,222714,Ethiopia,Amhara,West Gojam,Sekela,0.24458461771516357,0.2837943733354908,0.7805968822635851
223076,ET2023A3030706,222714,Ethiopia,Amhara,West Gojam,Quarit,0.25672397521762597,0.2437632432088195,0.7919593546519975
223077,ET2023A3030707,222714,Ethiopia,Amhara,West Gojam,Dega Damot,0.2244203864056426,0.3583906914262571,0.8292837716326272
223078,ET2023A3030708,222714,Ethiopia,Amhara,West Gojam,Dembecha,0.2607982705249415,0.3306823211917682,0.7670688645305546
223079,ET2023A3030709,222714,Ethiopia,Amhara,West Gojam,Jabi Tehnan,0.2607246200535382,0.3602150854260794,0.7618138971573578
223080,ET2023A3030710,222714,Ethiopia,Amhara,West Gojam,Bure (AM),0.2566166312623532,0.24469534547549265,0.6761137584980103
223081,ET2023A3030711,222714,Ethiopia,Amhara,West Gojam,Wemberma,0.2807054346870518,0.29257044879171507,0.6817971061246116
223082,ET2023A3030714,222714,Ethiopia,Amhara,West Gojam,Finote Selam town,0.22955836504971638,0.061790417674622004,0.5519853052082573
223083,ET2023A3030717,222714,Ethiopia,Amhara,West Gojam,Denbecha town,0.22348442181948439,0.06939090661263803,0.5775848986250056
223084,ET2023A3030720,222714,Ethiopia,Amhara,West Gojam,Jiga town,0.2425812058154374,0.0862207689613422,0.6411071304268744
223085,ET2023A3030721,222714,Ethiopia,Amhara,West Gojam,Shendi town,0.2493924198135561,0.11098412244267439,0.6282951996503435
223086,ET2023A3030798,222714,Ethiopia,Amhara,West Gojam,Bure town,0.22012785285790193,0.06161527277281072,0.5919321353834621
223087,ET2023A3030801,222715,Ethiopia,Amhara,Wag Himra,Zequala,0.27371982231580416,0.7410452194353078,0.7871889263304442
223088,ET2023A3030802,222715,Ethiopia,Amhara,Wag Himra,Sekota,0.22997672301971261,0.662238622880732,0.7213811544941513
223089,ET2023A3030803,222715,Ethiopia,Amhara,Wag Himra,Dehana,0.2213948824574515,0.6020738251555452,0.7643477351537715
223090,ET2023A3030804,222715,Ethiopia,Amhara,Wag Himra,Gaz Gibla,0.16929995124655747,0.6313848464634024,0.7881473623322099
223091,ET2023A3030805,222715,Ethiopia,Amhara,Wag Himra,Abergele (AM),0.2920371315117313,0.7888523921341385,0.7744568559961079
223092,ET2023A3030806,222715,Ethiopia,Amhara,Wag Himra,Sahila,0.2847008591201042,0.7045755588549952,0.7759221444374615
223093,ET2023A3030807,222715,Ethiopia,Amhara,Wag Himra,Sekota town,0.18299582215029764,0.22115243809493113,0.5682631077301978
223094,ET2023A3030808,222715,Ethiopia,Amhara,Wag Himra,Tsagbeji,0.19399638271201114,0.6975999678756846,0.8233761322585046
223095,ET2023A3030809,222715,Ethiopia,Amhara,Wag Himra,Amde Work town,0.18582671880722046,0.2203403264284134,0.6266153454780579
223096,ET2023A3030901,222716,Ethiopia,Amhara,Awi,Dangila,0.26679736884553606,0.3771919426777691,0.6262608168045083
223097,ET2023A3030902,222716,Ethiopia,Amhara,Awi,Banja,0.24450078814748427,0.29694315337507826,0.7219770256325325
223098,ET2023A3030903,222716,Ethiopia,Amhara,Awi,Ankasha,0.272152603101484,0.42130584040363367,0.7801565493168735
223099,ET2023A3030904,222716,Ethiopia,Amhara,Awi,Guangua,0.35816952639856503,0.4830865315722568,0.7039848876465397
223100,ET2023A3030905,222716,Ethiopia,Amhara,Awi,Fagta Lakoma,0.24371350974556336,0.293018206650997,0.6946553672390176
223101,ET2023A3030906,222716,Ethiopia,Amhara,Awi,Jawi,0.3824026748530954,0.6606431242242612,0.7452904496155356
223102,ET2023A3030907,222716,Ethiopia,Amhara,Awi,Guagusa Shikudad,0.22753619019095156,0.22286633769913494,0.7317599028752613
223103,ET2023A3030908,222716,Ethiopia,Amhara,Awi,Ayehu Guwagusa,0.30020241183167373,0.3780636418745187,0.7381364486155143
223104,ET2023A3030909,222716,Ethiopia,Amhara,Awi,Agew Gimija Bet town,0.23689188189243637,0.11352661766574733,0.6740003233976246
223105,ET2023A3030910,222716,Ethiopia,Amhara,Awi,Tilili town,0.2014991271662565,0.08501637176377848,0.6532278952707592
223106,ET2023A3030911,222716,Ethiopia,Amhara,Awi,Adiss Kidame town,0.21106643523958096,0.11124770367686931,0.6165250181190073
223107,ET2023A3030912,222716,Ethiopia,Amhara,Awi,Fendika town,0.30312737365165937,0.13828732752411121,0.5692570080513711
223108,ET2023A3030996,222716,Ethiopia,Amhara,Awi,Injibara town,0.22292875819416547,0.0831930396956649,0.6212423688691157
223109,ET2023A3030997,222716,Ethiopia,Amhara,Awi,Zigem town,0.357498588406383,0.23744451325051136,0.6471409491955052
223110,ET2023A3030998,222716,Ethiopia,Amhara,Awi,Dangila town,0.22024396969689958,0.06030511563692791,0.3970189428243136
223111,ET2023A3030999,222716,Ethiopia,Amhara,Awi,Chagni town,0.3253108599520573,0.17583052049953427,0.5455771748830557
223112,ET2023A3031001,222717,Ethiopia,Amhara,Oromia,Dewa Cheffa,0.2125068557701892,0.4316097723241604,0.5275452947826583
223113,ET2023A3031002,222717,Ethiopia,Amhara,Oromia,Bati,0.17630893922757052,0.6312768896691952,0.6512610695948091
223114,ET2023A3031003,222717,Ethiopia,Amhara,Oromia,Jilye Tumuga,0.23570199082578513,0.3849172342350867,0.5606202236133148
223115,ET2023A3031004,222717,Ethiopia,Amhara,Oromia,Artuma Fursi,0.20254786873747427,0.42762927263591216,0.5891447269034856
223116,ET2023A3031005,222717,Ethiopia,Amhara,Oromia,Dewa Harewa,0.23733967383255505,0.49935621530597785,0.5796314430798465
223117,ET2023A3031006,222717,Ethiopia,Amhara,Oromia,Kemisie town,0.20992727675783956,0.09970650986086853,0.3682170152999102
223118,ET2023A3031007,222717,Ethiopia,Amhara,Oromia,Chef Robit town,0.2054972956153223,0.23440241939778605,0.5022002379632527
223119,ET2023A3031008,222717,Ethiopia,Amhara,Oromia,Senbete town,0.226139463799992,0.3090872275800219,0.5547626214584381
223120,ET2023A3031099,222717,Ethiopia,Amhara,Oromia,Bati town,0.14009325459189276,0.13704114553253297,0.3874260031963024
223121,ET2023A3031106,222718,Ethiopia,Amhara,Central Gondar,Chilga 1,0.2633846580805324,0.543308821354912,0.6042283071155077
223122,ET2023A3031107,222718,Ethiopia,Amhara,Central Gondar,Tsegede (AM),0.2940280073023191,0.6674899990964013,0.7090922716877774
223123,ET2023A3031108,222718,Ethiopia,Amhara,Central Gondar,Lay Armacho,0.2627083161634305,0.5894867573749233,0.6618117041178992
223124,ET2023A3031109,222718,Ethiopia,Amhara,Central Gondar,Wegera,0.20907741488502615,0.46219141723659896,0.6963530956804258
223125,ET2023A3031110,222718,Ethiopia,Amhara,Central Gondar,Gonder Zuria,0.2528936785127848,0.4334187033811218,0.6541229203773486
223126,ET2023A3031111,222718,Ethiopia,Amhara,Central Gondar,East Dembia,0.23198000346040237,0.4132061013102002,0.5554863265841875
223127,ET2023A3031112,222718,Ethiopia,Amhara,Central Gondar,Chilga 2,0.26946520991322465,0.644644715100828,0.6700744173858576
223128,ET2023A3031115,222718,Ethiopia,Amhara,Central Gondar,Alfa,0.3404834513710966,0.6010195836604595,0.6682591176469334
223129,ET2023A3031116,222718,Ethiopia,Amhara,Central Gondar,West Belesa,0.24443075182900867,0.6164947901384975,0.8275100668665961
223130,ET2023A3031117,222718,Ethiopia,Amhara,Central Gondar,East Belesa,0.25693395289286125,0.6174196264181087,0.8068730760450701
223131,ET2023A3031118,222718,Ethiopia,Amhara,Central Gondar,Gonder town,0.19336043031525119,0.08230442844665684,0.2634632851590552
223132,ET2023A3031120,222718,Ethiopia,Amhara,Central Gondar,Tach Armacho,0.2863470592113429,0.6774938644158675,0.716228283914512
223133,ET2023A3031121,222718,Ethiopia,Amhara,Central Gondar,Takusa,0.2899284241959757,0.616425747266123,0.6964420000991126
223134,ET2023A3031122,222718,Ethiopia,Amhara,Central Gondar,Kinfaz Begela,0.22512082571854625,0.6697413983756302,0.8735294862377926
223135,ET2023A3031125,222718,Ethiopia,Amhara,Central Gondar,West Dembiya,0.2568106238624161,0.4714807317264004,0.5704969703041921
223136,ET2023A3031126,222718,Ethiopia,Amhara,Central Gondar,Masero Denb/Central Armacho,0.29436318794308763,0.6898153672257313,0.7113574999691212
223137,ET2023A3031127,222718,Ethiopia,Amhara,Central Gondar,Amba Giorgis town,0.1758918419334102,0.19433865350760107,0.504434280029864
223138,ET2023A3031128,222718,Ethiopia,Amhara,Central Gondar,Kollo Debba town,0.2085185145169549,0.1396352322979893,0.3977573825684602
223139,ET2023A3031129,222718,Ethiopia,Amhara,Central Gondar,Shawra town,0.3122948280771831,0.19564511109165186,0.48140074051120607
223140,ET2023A3031199,222718,Ethiopia,Amhara,Central Gondar,Aykel town,0.22474430325587066,0.16057757874256728,0.4284440782833532
223141,ET2023A3031206,222719,Ethiopia,Amhara,West Gondar,Mirab Armacho,0.34923192425019634,0.6330161340945374,0.6693821689848461
223142,ET2023A3031213,222719,Ethiopia,Amhara,West Gondar,Metema,0.303251753250415,0.6539289838872755,0.695060816538023
223143,ET2023A3031214,222719,Ethiopia,Amhara,West Gondar,Quara,0.3854993094017741,0.7458371683143394,0.7586408693672823
223144,ET2023A3031223,222719,Ethiopia,Amhara,West Gondar,Midre Genet,0.26398088294534366,0.24586624920465286,0.561631775857373
223145,ET2023A3031224,222719,Ethiopia,Amhara,West Gondar,Metema Yohanes town,0.24235879334754584,0.30697455151994507,0.5542222799186992
223146,ET2023A3031225,222719,Ethiopia,Amhara,West Gondar,Adagn Ager Chaqo,0.3102215668484028,0.8372450254057061,0.793167120006199
223147,ET2023A3031292,222719,Ethiopia,Amhara,West Gondar,Gendawuha town,0.24432579613019018,0.2378206499849104,0.5078119819346982
223148,ET2023A3031301,222720,Ethiopia,Amhara,North Gojam,Semen Achefer,0.30906350331589916,0.47344823614263865,0.6404076642064086
223149,ET2023A3031303,222720,Ethiopia,Amhara,North Gojam,Yilmana Densa,0.2768398288345176,0.3433697833511788,0.783172646319095
223150,ET2023A3031304,222720,Ethiopia,Amhara,North Gojam,Mecha,0.28123035246191824,0.37917557040284877,0.640219071471365
223151,ET2023A3031313,222720,Ethiopia,Amhara,North Gojam,Debub Achefer,0.2804474172937956,0.42902978862996266,0.6408914458792633
223152,ET2023A3031315,222720,Ethiopia,Amhara,North Gojam,Debub Mecha,0.2807275585575709,0.3867065929193501,0.7174509359068683
223153,ET2023A3031318,222720,Ethiopia,Amhara,North Gojam,Gonje,0.2818579539236993,0.5184802285635791,0.8539477031411585
223154,ET2023A3031319,222720,Ethiopia,Amhara,North Gojam,Dure Bete,0.22718240927903138,0.0274188016696895,0.3640896089693445
223155,ET2023A3031397,222720,Ethiopia,Amhara,North Gojam,Merawi town,0.2490859535035218,0.0760739069455125,0.4739344685132295
223156,ET2023A3031399,222720,Ethiopia,Amhara,North Gojam,Adete town,0.25104591797226045,0.04408682825617208,0.6030159066075653
223157,ET2023A3031402,222721,Ethiopia,Amhara,Bahir Dar,Bahirdar Zuria,0.3196120709761209,0.37286452970285744,0.7023051629494956
223158,ET2023A3031412,222721,Ethiopia,Amhara,Bahir Dar,Bahir Dar town,0.19446499281828955,0.012614399861263713,0.31756517393192857
223159,ET2023A3031413,222721,Ethiopia,Amhara,Bahir Dar,Deq,0.192998039220591,0.966938157915674,0.9684116981563841
223160,ET2023A3031414,222721,Ethiopia,Amhara,Bahir Dar,Meshenti town,0.32321783272349164,0.23677216594279837,0.602774288415413
223161,ET2023A3031415,222721,Ethiopia,Amhara,Bahir Dar,Tis Abay town,0.27715326259270556,0.2702491525823112,0.6746553241043642
223162,ET2023A3031416,222721,Ethiopia,Amhara,Bahir Dar,Zege town,0.26453637587495193,0.2572886010066668,0.66038947820367
223163,ET2023A3040101,222722,Ethiopia,Oromia,West Wellega,Mana Sibu,0.31955436503155416,0.39225522233809484,0.5608916817379785
223164,ET2023A3040102,222722,Ethiopia,Oromia,West Wellega,Nejo,0.2718433019380559,0.20360021561242803,0.49004784553831643
223165,ET2023A3040103,222722,Ethiopia,Oromia,West Wellega,Gimbi,0.26606891966415763,0.1754203888421366,0.40656481266918754
223166,ET2023A3040104,222722,Ethiopia,Oromia,West Wellega,Lalo Asabi,0.2629462083530445,0.11721402425642485,0.34589333653059884
223167,ET2023A3040105,222722,Ethiopia,Oromia,West Wellega,Kiltu Kara,0.29282428900664337,0.257522980587025,0.47774011228699864
223168,ET2023A3040106,222722,Ethiopia,Oromia,West Wellega,Boji Dirmeji,0.28151525606239497,0.17623730201490254,0.40415929762769104
223169,ET2023A3040107,222722,Ethiopia,Oromia,West Wellega,Ayira,0.27946352325415685,0.22538313841834806,0.429497879956441
223170,ET2023A3040108,222722,Ethiopia,Oromia,West Wellega,Jarso (West Wellega),0.31580139439117244,0.29470462874924014,0.4664739013693864
223171,ET2023A3040109,222722,Ethiopia,Oromia,West Wellega,Gudetu Kondole,0.367469679843558,0.5182065769756388,0.578725813398488
223172,ET2023A3040110,222722,Ethiopia,Oromia,West Wellega,Boji Chekorsa,0.2702730297856748,0.20329458851201906,0.4386720544935439
223173,ET2023A3040111,222722,Ethiopia,Oromia,West Wellega,Babo,0.31581435390985924,0.4006520605375812,0.5478194137546378
223174,ET2023A3040112,222722,Ethiopia,Oromia,West Wellega,Yubdo,0.2712014647002074,0.1629893457136476,0.4201864109804304
223175,ET2023A3040113,222722,Ethiopia,Oromia,West Wellega,Gaji,0.27833631958028854,0.17018463571327988,0.3863140223400983
223176,ET2023A3040114,222722,Ethiopia,Oromia,West Wellega,Haru,0.26410507063723687,0.16335929193547433,0.42077169990090435
223177,ET2023A3040115,222722,Ethiopia,Oromia,West Wellega,Nole Kaba,0.2734644112358372,0.2600263718316979,0.46745350751036885
223178,ET2023A3040116,222722,Ethiopia,Oromia,West Wellega,Begi,0.32470660367024645,0.35517508080516047,0.5536714381374312
223179,ET2023A3040117,222722,Ethiopia,Oromia,West Wellega,Homa,0.2651017475138485,0.13665910355770655,0.3731150244784154
223180,ET2023A3040118,222722,Ethiopia,Oromia,West Wellega,Sayo Nole,0.2638566229102315,0.270274050444503,0.4799631162882996
223181,ET2023A3040119,222722,Ethiopia,Oromia,West Wellega,Guliso,0.2737851794826998,0.17908801013115144,0.39884923024991475
223182,ET2023A3040193,222722,Ethiopia,Oromia,West Wellega,Gimbi town,0.25214910633853027,0.0528773807496036,0.29532946172364416
223183,ET2023A3040197,222722,Ethiopia,Oromia,West Wellega,Leta Sibu,0.28653048934216196,0.19618518523445005,0.4293432081384134
223184,ET2023A3040198,222722,Ethiopia,Oromia,West Wellega,Mendi town,0.2966978680663747,0.10112217081005935,0.3802716734509667
223185,ET2023A3040199,222722,Ethiopia,Oromia,West Wellega,Nejo town,0.2623429125425205,0.06554912155428542,0.32261368642972094
223186,ET2023A3040201,222723,Ethiopia,Oromia,East Wellega,Limu (OR),0.3209732458523517,0.5108682603111218,0.636205913317947
223187,ET2023A3040202,222723,Ethiopia,Oromia,East Wellega,Ibantu,0.30971943648224515,0.5329963804596288,0.6868640179518861
223188,ET2023A3040203,222723,Ethiopia,Oromia,East Wellega,Gida Ayana,0.3111776863930689,0.4173331786928265,0.6402745903433106
223189,ET2023A3040204,222723,Ethiopia,Oromia,East Wellega,Haro Limu,0.2970357267348177,0.4593525100146534,0.6000406164013408
223190,ET2023A3040205,222723,Ethiopia,Oromia,East Wellega,Boneya Boshe,0.3005685808805401,0.29931183496480457,0.6593776277276114
223191,ET2023A3040206,222723,Ethiopia,Oromia,East Wellega,Wayu Tuka,0.299244132012906,0.2708817304214703,0.6172186307340177
223192,ET2023A3040207,222723,Ethiopia,Oromia,East Wellega,Bila Seyo,0.2950960815843001,0.2871967001177936,0.6948513584690095
223193,ET2023A3040208,222723,Ethiopia,Oromia,East Wellega,Gobu Seyo,0.2928592299987889,0.23144141594308076,0.6691523127626259
223194,ET2023A3040209,222723,Ethiopia,Oromia,East Wellega,Sibu Sire,0.31432241414655937,0.3364661608335902,0.6779106478951529
223195,ET2023A3040210,222723,Ethiopia,Oromia,East Wellega,Diga,0.28471290381126274,0.2821611431848645,0.5596311511935793
223196,ET2023A3040211,222723,Ethiopia,Oromia,East Wellega,Sasiga,0.29808841065093195,0.2929057452852908,0.5758301630543403
223197,ET2023A3040212,222723,Ethiopia,Oromia,East Wellega,Leka Dulecha,0.26821809761494914,0.29469806024920187,0.6358625951129991
223198,ET2023A3040213,222723,Ethiopia,Oromia,East Wellega,Guto Gida,0.2994710708683205,0.3563391244963503,0.6595699464905129
223199,ET2023A3040214,222723,Ethiopia,Oromia,East Wellega,Jimma Arjo,0.2727833775453585,0.3064433137847045,0.6341961112182658
223200,ET2023A3040215,222723,Ethiopia,Oromia,East Wellega,Nunu Kumba,0.2918458703426154,0.3185137914457485,0.6449210426990029
223201,ET2023A3040216,222723,Ethiopia,Oromia,East Wellega,Wama Hagalo,0.3185141065191444,0.3673718363887982,0.6820394523776304
223202,ET2023A3040217,222723,Ethiopia,Oromia,East Wellega,Kiremu,0.29502716760969866,0.46381362395947073,0.735605544419424
223203,ET2023A3040297,222723,Ethiopia,Oromia,East Wellega,Nekemte town,0.27034224674095275,0.049809393667982975,0.366476201820451
223204,ET2023A3040301,222724,Ethiopia,Oromia,Ilubabor,Darimu,0.269198860695413,0.3331331273454232,0.5617590192225541
223205,ET2023A3040302,222724,Ethiopia,Oromia,Ilubabor,Alge Sachi,0.2585014075106455,0.30690644777959525,0.5460484931798621
223206,ET2023A3040309,222724,Ethiopia,Oromia,Ilubabor,Yayu,0.25520517289655276,0.20812933252124097,0.5377931798658924
223207,ET2023A3040310,222724,Ethiopia,Oromia,Ilubabor,Metu Zuria,0.24622709598281411,0.2392046948771816,0.4642965288943402
223208,ET2023A3040311,222724,Ethiopia,Oromia,Ilubabor,Ale,0.24611596016899379,0.2741984062509054,0.4662419808678425
223209,ET2023A3040312,222724,Ethiopia,Oromia,Ilubabor,Bure (OR),0.27566151909523146,0.2707432711765525,0.40315384517729563
