id,fnid,parent_id,admin_0,admin_1,admin_2,admin_3,decision_rw,hweatlth_rw,education_rw
223210,ET2023A3040313,222724,Ethiopia,Oromia,Ilubabor,Sale Nono,0.35912776878889746,0.43965569512766955,0.525223976940704
223211,ET2023A3040314,222724,Ethiopia,Oromia,Ilubabor,Becho (Ilu Aba Bora),0.26952100441987076,0.3037940023831169,0.5179214777739548
223212,ET2023A3040315,222724,Ethiopia,Oromia,Ilubabor,Bilo Nopha,0.24175046005949524,0.2380631589437724,0.49499699966032107
223213,ET2023A3040316,222724,Ethiopia,Oromia,Ilubabor,Hurumu,0.2415014069199696,0.23486254421159847,0.5371267582058252
223214,ET2023A3040317,222724,Ethiopia,Oromia,Ilubabor,Didu,0.2934605573176361,0.32366131594482206,0.5243488626668216
223215,ET2023A3040319,222724,Ethiopia,Oromia,Ilubabor,Halu /Huka,0.27687519825428036,0.2941773174855442,0.4292235991097491
223216,ET2023A3040320,222724,Ethiopia,Oromia,Ilubabor,Metu town,0.21211198391973587,0.06320535946282543,0.3627133390868211
223217,ET2023A3040324,222724,Ethiopia,Oromia,Ilubabor,Dorani,0.25846338749325637,0.27878418204660105,0.5406448289467475
223218,ET2023A3040401,222725,Ethiopia,Oromia,Jimma,Limu Seka,0.31477473995173144,0.38239315719447836,0.7028397429675104
223219,ET2023A3040402,222725,Ethiopia,Oromia,Jimma,Limu Kosa,0.29101520424910143,0.32370730291652844,0.6616794332936703
223220,ET2023A3040403,222725,Ethiopia,Oromia,Jimma,Sekoru,0.37597171658705625,0.3170250015071997,0.6404767340531062
223221,ET2023A3040404,222725,Ethiopia,Oromia,Jimma,Tiro Afeta,0.331782448715803,0.3645810332301449,0.7004527283026685
223222,ET2023A3040405,222725,Ethiopia,Oromia,Jimma,Kersa (Jimma),0.283610569578802,0.30440207239990197,0.6894391815433594
223223,ET2023A3040406,222725,Ethiopia,Oromia,Jimma,Mena (Jimma),0.2709225202221334,0.21199898697162647,0.5598205711997208
223224,ET2023A3040407,222725,Ethiopia,Oromia,Jimma,Goma,0.25356323929398505,0.16565206285345863,0.56832019280245
223225,ET2023A3040408,222725,Ethiopia,Oromia,Jimma,Gera,0.2805167714637339,0.35122845682361453,0.6872652277583946
223226,ET2023A3040409,222725,Ethiopia,Oromia,Jimma,Seka Chekorsa,0.2773354823353336,0.2662752121721471,0.6162862582913743
223227,ET2023A3040410,222725,Ethiopia,Oromia,Jimma,Dedo,0.30191032653035377,0.3088818054427517,0.6545491694336184
223228,ET2023A3040411,222725,Ethiopia,Oromia,Jimma,Omo Nada,0.30248589442255563,0.3038403569101108,0.6661021629545663
223229,ET2023A3040412,222725,Ethiopia,Oromia,Jimma,Sigmo,0.3236464722781759,0.3175822231354438,0.679482100673688
223230,ET2023A3040413,222725,Ethiopia,Oromia,Jimma,Setema,0.27960965349083133,0.34968844864594956,0.7246093715769442
223231,ET2023A3040414,222725,Ethiopia,Oromia,Jimma,Shebe Sambo,0.25093218712989346,0.2751617953144168,0.6555730197661587
223232,ET2023A3040415,222725,Ethiopia,Oromia,Jimma,Chora (Jimma),0.30457738761646097,0.38978462002189684,0.7230625224162205
223233,ET2023A3040416,222725,Ethiopia,Oromia,Jimma,Gumay,0.257557834252275,0.21026464120814606,0.6416606541610326
223234,ET2023A3040417,222725,Ethiopia,Oromia,Jimma,Agaro town,0.24265941995716797,0.05884262636234668,0.4500448240462066
223235,ET2023A3040418,222725,Ethiopia,Oromia,Jimma,Jimma town,0.23942585057741328,0.045133741562237796,0.35527716000885556
223236,ET2023A3040490,222725,Ethiopia,Oromia,Jimma,Mancho,0.3239671845839579,0.3891344878634553,0.6888181885355221
223237,ET2023A3040491,222725,Ethiopia,Oromia,Jimma,Omo Beyam,0.29673701724829615,0.3543453650967498,0.7196011778235463
223238,ET2023A3040495,222725,Ethiopia,Oromia,Jimma,Botor Tolay,0.3412881691758973,0.4068100698223889,0.7231310463037093
223239,ET2023A3040499,222725,Ethiopia,Oromia,Jimma,Nono Benja,0.3222459759450799,0.3747607576949504,0.6920217313404552
223240,ET2023A3040500,222726,Ethiopia,Oromia,West Shewa,Illu Galan,0.2889365832052055,0.2425966343758964,0.6405265645113276
223241,ET2023A3040501,222726,Ethiopia,Oromia,West Shewa,Ginde Beret,0.26633051748781933,0.4725607358127755,0.7568138054093633
223242,ET2023A3040502,222726,Ethiopia,Oromia,West Shewa,Jeldu,0.22395909931614003,0.2982038894666563,0.6921783215309589
223243,ET2023A3040503,222726,Ethiopia,Oromia,West Shewa,Ambo Zuria,0.2575666990662193,0.38477362311218194,0.7194874722248469
223244,ET2023A3040504,222726,Ethiopia,Oromia,West Shewa,Mida Kegn,0.28101036153103776,0.35731592870814916,0.7150587831120208
223245,ET2023A3040505,222726,Ethiopia,Oromia,West Shewa,Cheliya,0.28826828581273684,0.2634827954657135,0.6439949281654104
223246,ET2023A3040506,222726,Ethiopia,Oromia,West Shewa,Bako Tibe,0.28663543557358445,0.1941397850656407,0.6479711867423238
223247,ET2023A3040507,222726,Ethiopia,Oromia,West Shewa,Dano,0.2998530302014434,0.2848002738808017,0.6517394262926144
223248,ET2023A3040508,222726,Ethiopia,Oromia,West Shewa,Nono,0.30439804194433695,0.29891173447924574,0.6647893888080797
223249,ET2023A3040509,222726,Ethiopia,Oromia,West Shewa,Tikur Enchini,0.2424386960861107,0.29146300800484615,0.7184214199574539
223250,ET2023A3040510,222726,Ethiopia,Oromia,West Shewa,Dendi,0.24504844044438645,0.25719670934222477,0.6321803282721417
223251,ET2023A3040511,222726,Ethiopia,Oromia,West Shewa,Ejere /Addis Alem,0.23108635865834348,0.18752662636627235,0.5846980431677173
223252,ET2023A3040513,222726,Ethiopia,Oromia,West Shewa,Adda Berga,0.2350164973874547,0.247169123101244,0.636981111812342
223253,ET2023A3040514,222726,Ethiopia,Oromia,West Shewa,Meta Robi,0.22778917914182426,0.26531299711090245,0.6958430282363045
223254,ET2023A3040515,222726,Ethiopia,Oromia,West Shewa,Ambo town,0.22082829454954148,0.037685257586992794,0.44752999772429247
223255,ET2023A3040516,222726,Ethiopia,Oromia,West Shewa,Abuna Ginde Beret,0.25148414886441256,0.40129362671101854,0.7440608935113026
223256,ET2023A3040517,222726,Ethiopia,Oromia,West Shewa,Toke Kutaye,0.2527351963390433,0.23850888414985758,0.6496164572494063
223257,ET2023A3040518,222726,Ethiopia,Oromia,West Shewa,Jibat,0.26952585556106595,0.30679124678872194,0.6561867716719997
223258,ET2023A3040519,222726,Ethiopia,Oromia,West Shewa,Ifata,0.24370017924512832,0.3731569729546912,0.7246520371563333
223259,ET2023A3040520,222726,Ethiopia,Oromia,West Shewa,Holeta town,0.23513217687248106,0.08351587812207525,0.42630849551051747
223260,ET2023A3040521,222726,Ethiopia,Oromia,West Shewa,Welmera,0.24973697130045738,0.19836365898094227,0.5590408984390094
223261,ET2023A3040590,222726,Ethiopia,Oromia,West Shewa,Ejersa Lafo,0.2424201439545824,0.285641941513808,0.6443388662089659
223262,ET2023A3040592,222726,Ethiopia,Oromia,West Shewa,Cobi,0.2261336814038787,0.44335225980379706,0.7852512947988873
223263,ET2023A3040594,222726,Ethiopia,Oromia,West Shewa,Meta Walkite,0.24722831007434784,0.35641914428612087,0.7055640699115202
223264,ET2023A3040597,222726,Ethiopia,Oromia,West Shewa,Liban Jawi,0.2666430277060271,0.36454386772458414,0.6971317263414404
223265,ET2023A3040601,222727,Ethiopia,Oromia,North Shewa (OR),Wara Jarso,0.20264974028731486,0.3942306257113289,0.7618955172015861
223266,ET2023A3040602,222727,Ethiopia,Oromia,North Shewa (OR),Dera (OR),0.20866281725738164,0.39048713489883785,0.6885707194294673
223267,ET2023A3040603,222727,Ethiopia,Oromia,North Shewa (OR),Hidabu Abote,0.21603601673527634,0.37864727881041205,0.7028247647975541
223268,ET2023A3040604,222727,Ethiopia,Oromia,North Shewa (OR),Kuyu,0.2197823654120081,0.37725641871371407,0.7507564930487265
223269,ET2023A3040605,222727,Ethiopia,Oromia,North Shewa (OR),Degem,0.19027736993235683,0.324339273901207,0.7146341532973297
223270,ET2023A3040606,222727,Ethiopia,Oromia,North Shewa (OR),Gerar Jarso,0.19880348903650022,0.31729355472361653,0.6907496067816793
223271,ET2023A3040607,222727,Ethiopia,Oromia,North Shewa (OR),Debre Libanos,0.1964752454433548,0.28312571807499903,0.6342995996177954
223272,ET2023A3040608,222727,Ethiopia,Oromia,North Shewa (OR),Wuchale,0.20553537730110127,0.43209391166468947,0.7052653418723412
223273,ET2023A3040609,222727,Ethiopia,Oromia,North Shewa (OR),Abichugna Gne'a,0.19979184057437244,0.46973772074114156,0.7165094457372805
223274,ET2023A3040610,222727,Ethiopia,Oromia,North Shewa (OR),Kimbibit,0.22734678859954915,0.48331893874235016,0.6886521468323457
223275,ET2023A3040611,222727,Ethiopia,Oromia,North Shewa (OR),Bereh,0.23658549604229265,0.33315522176818674,0.6197019236183224
223276,ET2023A3040613,222727,Ethiopia,Oromia,North Shewa (OR),Fiche town,0.18066731667146324,0.06917215767164758,0.513485093352904
223277,ET2023A3040614,222727,Ethiopia,Oromia,North Shewa (OR),Yaya Gulele,0.21119479517688616,0.2925729669601839,0.7013822428011935
223278,ET2023A3040615,222727,Ethiopia,Oromia,North Shewa (OR),Jida,0.21789522463052047,0.3778382152450486,0.6942126263699762
223279,ET2023A3040616,222727,Ethiopia,Oromia,North Shewa (OR),Mulo,0.23974705570445148,0.280522445522827,0.680150764598853
223280,ET2023A3040617,222727,Ethiopia,Oromia,North Shewa (OR),Aleltu,0.2232808545931672,0.27917764234896897,0.5933434107699013
223281,ET2023A3040618,222727,Ethiopia,Oromia,North Shewa (OR),Sendafa town,0.19908400282142694,0.0668406359974269,0.4264969946113028
223282,ET2023A3040619,222727,Ethiopia,Oromia,North Shewa (OR),Chancho town,0.21878524249517747,0.10115600350399126,0.5218033467374728
223283,ET2023A3040620,222727,Ethiopia,Oromia,North Shewa (OR),Garba Guracha,0.2049485037426491,0.12354238490464596,0.5795739206662562
223284,ET2023A3040621,222727,Ethiopia,Oromia,North Shewa (OR),Sheno town,0.22280246705365142,0.14377027168307047,0.4715978579390588
223285,ET2023A3040622,222727,Ethiopia,Oromia,North Shewa (OR),Sululta (North Shewa),0.222649280333895,0.28958213831587354,0.6334093109003285
223286,ET2023A3040701,222728,Ethiopia,Oromia,East Shewa,Fentale,0.31559758493014456,0.3862077729453118,0.5891818983745157
223287,ET2023A3040702,222728,Ethiopia,Oromia,East Shewa,Boset,0.31774675724876866,0.3570775090208224,0.5251595156971096
223288,ET2023A3040703,222728,Ethiopia,Oromia,East Shewa,Adama,0.3257086202378194,0.4892079146389798,0.619918812088325
223289,ET2023A3040704,222728,Ethiopia,Oromia,East Shewa,Lome (OR),0.29707066415104033,0.25637072412984213,0.4415565200031284
223290,ET2023A3040705,222728,Ethiopia,Oromia,East Shewa,Gimbichu,0.25335786446937814,0.24835575057516612,0.5157656867852588
223291,ET2023A3040706,222728,Ethiopia,Oromia,East Shewa,Ada'a,0.30321140545519015,0.2710514117493159,0.471954457979972
223292,ET2023A3040707,222728,Ethiopia,Oromia,East Shewa,Dugda,0.4116520634378094,0.3896048650604278,0.5672158483529519
223293,ET2023A3040708,222728,Ethiopia,Oromia,East Shewa,Adama Tulu Jido Kombolcha,0.423363257722498,0.44632973449540664,0.6214152922159999
223294,ET2023A3040709,222728,Ethiopia,Oromia,East Shewa,Bishoftu town,0.26198692416000047,0.04917993693940936,0.25829682126453096
223295,ET2023A3040710,222728,Ethiopia,Oromia,East Shewa,Bora (OR),0.38539121169687535,0.3550363987738793,0.5286515736756429
223296,ET2023A3040711,222728,Ethiopia,Oromia,East Shewa,Liben Chukala,0.36062546375659954,0.37090338563972514,0.5441734529250098
223297,ET2023A3040712,222728,Ethiopia,Oromia,East Shewa,Akaki,0.3275986338419236,0.2966057263330874,0.5031184364710394
223298,ET2023A3040714,222728,Ethiopia,Oromia,East Shewa,Adama town,0.2656598885607559,0.0495462796806215,0.22221257330607022
223299,ET2023A3040715,222728,Ethiopia,Oromia,East Shewa,Batu town,0.4406057658452272,0.15758833932001287,0.3895193595204453
223300,ET2023A3040797,222728,Ethiopia,Oromia,East Shewa,Mojo town,0.2740888410074148,0.03991254127407582,0.25574793678960833
223301,ET2023A3040799,222728,Ethiopia,Oromia,East Shewa,Metehara town,0.2748524176851525,0.06818448176212777,0.45719688616001775
223302,ET2023A3040801,222729,Ethiopia,Oromia,Arsi,Merti,0.31607432124925733,0.40832137505016,0.5344156868641792
223303,ET2023A3040802,222729,Ethiopia,Oromia,Arsi,Aseko,0.2527854224408973,0.4108393031255452,0.62797508870791
223304,ET2023A3040803,222729,Ethiopia,Oromia,Arsi,Golocha,0.29563546450760336,0.4335576712578466,0.6408762778374935
223305,ET2023A3040804,222729,Ethiopia,Oromia,Arsi,Jeju,0.2824874025876536,0.367177178447091,0.5411571411979441
223306,ET2023A3040805,222729,Ethiopia,Oromia,Arsi,Dodota,0.34015687812228507,0.4061883894716952,0.564185298792318
223307,ET2023A3040806,222729,Ethiopia,Oromia,Arsi,Ziway Dugda,0.38138607441244377,0.4722187701034807,0.5615799664885835
223308,ET2023A3040807,222729,Ethiopia,Oromia,Arsi,Hitosa,0.31792259314302174,0.32357253824199034,0.49645319694225487
223309,ET2023A3040808,222729,Ethiopia,Oromia,Arsi,Sude,0.28656951051011337,0.3617874012591968,0.6408472931493784
223310,ET2023A3040809,222729,Ethiopia,Oromia,Arsi,Chole,0.2982701647432035,0.30549695253799136,0.5377089769904934
223311,ET2023A3040810,222729,Ethiopia,Oromia,Arsi,Amigna,0.3093707908765198,0.37820683974903185,0.6537678851175295
223312,ET2023A3040811,222729,Ethiopia,Oromia,Arsi,Seru,0.3532351360194986,0.5715728948158277,0.6552166737161623
223313,ET2023A3040812,222729,Ethiopia,Oromia,Arsi,Robe,0.3224903534075003,0.3465931658195835,0.5717489557422916
223314,ET2023A3040813,222729,Ethiopia,Oromia,Arsi,Tena,0.3175065439561134,0.366368430369883,0.5853433123036756
223315,ET2023A3040814,222729,Ethiopia,Oromia,Arsi,Shirka,0.32671123622759596,0.3945303628381441,0.5816562080105014
223316,ET2023A3040815,222729,Ethiopia,Oromia,Arsi,Degeluna Tijo,0.3139326353701848,0.33383455034483794,0.5232571854480844
223317,ET2023A3040816,222729,Ethiopia,Oromia,Arsi,Tiyo,0.30004850487115825,0.22942706323664802,0.39825238844670696
223318,ET2023A3040817,222729,Ethiopia,Oromia,Arsi,Munessa,0.3466156418462342,0.38520770811088545,0.5774767225302264
223319,ET2023A3040818,222729,Ethiopia,Oromia,Arsi,Limu Bilbilo,0.3103111647744552,0.4279293429329485,0.6137163014294409
223320,ET2023A3040819,222729,Ethiopia,Oromia,Arsi,Guna,0.28056267171647975,0.3261213704292184,0.5587656065920851
223321,ET2023A3040820,222729,Ethiopia,Oromia,Arsi,Sire,0.2980600148205224,0.34642276959165486,0.5452342690142813
223322,ET2023A3040821,222729,Ethiopia,Oromia,Arsi,Lude Hitosa,0.31013123485222244,0.3660469655087883,0.524394731722227
223323,ET2023A3040822,222729,Ethiopia,Oromia,Arsi,Diksis,0.2846297791504711,0.3466514189409128,0.6175865704428993
223324,ET2023A3040823,222729,Ethiopia,Oromia,Arsi,Bele Gesgar,0.3196411613604277,0.3255264981580686,0.6062602738701935
223325,ET2023A3040824,222729,Ethiopia,Oromia,Arsi,Inkolo Wabe,0.3091171008395079,0.32752200772622414,0.6157435624263367
223326,ET2023A3040825,222729,Ethiopia,Oromia,Arsi,Asela town,0.26799428899943245,0.03767827085493673,0.1913080496431233
223327,ET2023A3040826,222729,Ethiopia,Oromia,Arsi,Dera town,0.32161116684150715,0.16994257706731003,0.44169922307674814
223328,ET2023A3040893,222729,Ethiopia,Oromia,Arsi,Shanan Kolu,0.319835695734944,0.5630231008936856,0.6519679200815082
223329,ET2023A3040894,222729,Ethiopia,Oromia,Arsi,Bekoji town,0.26069051677089866,0.07737593477536144,0.37068249482164545
223330,ET2023A3040901,222730,Ethiopia,Oromia,West Hararge,Mieso,0.2794100240718346,0.48166574201671875,0.6455378501328013
223331,ET2023A3040902,222730,Ethiopia,Oromia,West Hararge,Doba,0.25505360842679836,0.4892496519259489,0.617490737764589
223332,ET2023A3040903,222730,Ethiopia,Oromia,West Hararge,Tulo (OR),0.27608959722546533,0.4442570240818813,0.587011670094262
223333,ET2023A3040904,222730,Ethiopia,Oromia,West Hararge,Mesela,0.2664319961485196,0.4840940725642007,0.666599604906587
223334,ET2023A3040905,222730,Ethiopia,Oromia,West Hararge,Chiro town,0.23763831723322504,0.07677268748664584,0.4720564096892156
223335,ET2023A3040906,222730,Ethiopia,Oromia,West Hararge,Anchar,0.3459550871827757,0.6949158748018214,0.6364057410835786
223336,ET2023A3040907,222730,Ethiopia,Oromia,West Hararge,Goba Koricha,0.3265057919312287,0.45151222046693873,0.6088684351971504
223337,ET2023A3040908,222730,Ethiopia,Oromia,West Hararge,Habro,0.2770635999934782,0.37519348218824367,0.5955970384660414
223338,ET2023A3040909,222730,Ethiopia,Oromia,West Hararge,Daro Lebu,0.3466679965506405,0.590048542455475,0.6770588393273139
223339,ET2023A3040910,222730,Ethiopia,Oromia,West Hararge,Boke,0.26202854116168955,0.48501852943197127,0.6974306849345394
223340,ET2023A3040911,222730,Ethiopia,Oromia,West Hararge,Kuni /Oda Bultum,0.26695816995759764,0.47295127527325337,0.6712622316310567
223341,ET2023A3040912,222730,Ethiopia,Oromia,West Hararge,Gemechis,0.2626496543715289,0.5081745432183941,0.7518212359677889
223342,ET2023A3040913,222730,Ethiopia,Oromia,West Hararge,Chiro Zuria,0.2617114542696797,0.4047014225144523,0.6219435420502751
223343,ET2023A3040914,222730,Ethiopia,Oromia,West Hararge,Bedesa town,0.22854387163967052,0.13088338588280646,0.4879007133086251
223344,ET2023A3040915,222730,Ethiopia,Oromia,West Hararge,Hawi Gudina,0.33839645461028306,0.7085390806861809,0.7783471314173824
223345,ET2023A3040991,222730,Ethiopia,Oromia,West Hararge,Gumbi Bordede,0.3445289374995898,0.6467160081185092,0.6699187725409087
223346,ET2023A3040998,222730,Ethiopia,Oromia,West Hararge,Burqua Dhintu,0.36521860136258366,0.8286976593540396,0.7982190568485233
223347,ET2023A3041000,222731,Ethiopia,Oromia,East Hararge,Babile town,0.17770628726751092,0.2957749829885861,0.6414114648113556
223348,ET2023A3041001,222731,Ethiopia,Oromia,East Hararge,Kombolcha,0.16329368357759458,0.3664936273828661,0.44621399485751034
223349,ET2023A3041002,222731,Ethiopia,Oromia,East Hararge,Jarso (East Hararghe),0.2033126329310612,0.44530638267224715,0.5971630486812592
223350,ET2023A3041003,222731,Ethiopia,Oromia,East Hararge,Gursum (OR),0.23664771633972406,0.544907542249771,0.7684241727231984
223351,ET2023A3041004,222731,Ethiopia,Oromia,East Hararge,Babile (OR),0.2805813614411757,0.7859262501071429,0.8256086151660043
223352,ET2023A3041005,222731,Ethiopia,Oromia,East Hararge,Fedis,0.18907127184629935,0.5833200775402737,0.6416904569418456
223353,ET2023A3041006,222731,Ethiopia,Oromia,East Hararge,Haro Maya,0.16641128052044193,0.4669299708006947,0.6051252629800787
223354,ET2023A3041007,222731,Ethiopia,Oromia,East Hararge,Kurfa Chele,0.1978539330171004,0.39766167001209674,0.5247315197831266
223355,ET2023A3041008,222731,Ethiopia,Oromia,East Hararge,Kersa (East Hararge),0.2429111259573938,0.41925138118841504,0.48981083437907463
223356,ET2023A3041009,222731,Ethiopia,Oromia,East Hararge,Meta,0.26333660802920944,0.45174791700400446,0.47796021969360647
223357,ET2023A3041010,222731,Ethiopia,Oromia,East Hararge,Goro Gutu,0.25063791199658014,0.4311451478346517,0.510781334837833
223358,ET2023A3041011,222731,Ethiopia,Oromia,East Hararge,Deder,0.23929449044289977,0.3962021419711776,0.5316809115489882
223359,ET2023A3041012,222731,Ethiopia,Oromia,East Hararge,Melka Balo,0.25731786919347394,0.5290854270509275,0.6569156879163802
223360,ET2023A3041013,222731,Ethiopia,Oromia,East Hararge,Bedeno,0.22807956412075842,0.4417206540549136,0.5566002815459229
223361,ET2023A3041014,222731,Ethiopia,Oromia,East Hararge,Midhaga Tola,0.3071027743398778,0.8268540367567128,0.7995552135214378
223362,ET2023A3041015,222731,Ethiopia,Oromia,East Hararge,Chinaksen,0.2333996232970997,0.6225648626576247,0.8446297100940193
223363,ET2023A3041016,222731,Ethiopia,Oromia,East Hararge,Girawa,0.2167173797460372,0.45094109734885435,0.5461037145290996
223364,ET2023A3041017,222731,Ethiopia,Oromia,East Hararge,Golo Oda,0.28768892864699813,0.6556084235327584,0.6845573624757507
223365,ET2023A3041018,222731,Ethiopia,Oromia,East Hararge,Meyu Muleke,0.36467171200271326,0.7509465234049492,0.7567709331546221
223366,ET2023A3041019,222731,Ethiopia,Oromia,East Hararge,Maya town,0.18881099367690468,0.3734555357985427,0.4822493760090702
223367,ET2023A3041020,222731,Ethiopia,Oromia,East Hararge,Mekanisa Oromo,0.2551282059914852,0.761482751819516,0.9305320446723047
223368,ET2023A3041089,222731,Ethiopia,Oromia,East Hararge,Goro Muti,0.24500346885126897,0.44093672875413736,0.5448660296170079
223369,ET2023A3041097,222731,Ethiopia,Oromia,East Hararge,Deder town,0.20492164319584746,0.18456330811245458,0.3992355542000436
223370,ET2023A3041098,222731,Ethiopia,Oromia,East Hararge,Kumbi,0.3837641124287819,0.9469402198480783,0.947052360782385
223371,ET2023A3041104,222732,Ethiopia,Oromia,Bale,Agarfa,0.32810647273413396,0.43456821394569867,0.6074375876572276
223372,ET2023A3041106,222732,Ethiopia,Oromia,Bale,Gasera,0.32912016471521555,0.40932485543497843,0.5511655233491375
223373,ET2023A3041109,222732,Ethiopia,Oromia,Bale,Sinana,0.30281360012087877,0.3394954510557142,0.526951147383564
223374,ET2023A3041110,222732,Ethiopia,Oromia,Bale,Goba (OR),0.33534056116771943,0.5132956326106805,0.5909519535889403
223375,ET2023A3041111,222732,Ethiopia,Oromia,Bale,Harena Buluk,0.4074132041176258,0.7867969048426023,0.7329708280336715
223376,ET2023A3041112,222732,Ethiopia,Oromia,Bale,Mena (Bale),0.3956738312487935,0.660912319492839,0.6287911824578882
223377,ET2023A3041114,222732,Ethiopia,Oromia,Bale,Berbere,0.3536437500918888,0.755605241471841,0.7612441762122053
223378,ET2023A3041115,222732,Ethiopia,Oromia,Bale,Gura Damole,0.30891776344906324,0.8178477165867808,0.881955186968059
223379,ET2023A3041116,222732,Ethiopia,Oromia,Bale,Goro (Bale),0.3467363232280346,0.5287880041423638,0.5276266632651612
223380,ET2023A3041119,222732,Ethiopia,Oromia,Bale,Robe town,0.27542791975385644,0.12936593764155077,0.4456209458484078
223381,ET2023A3041120,222732,Ethiopia,Oromia,Bale,Goba town,0.27465651878155506,0.17566959469382593,0.42570963546227353
223382,ET2023A3041122,222732,Ethiopia,Oromia,Bale,Dinsho,0.31682225160501076,0.5238593616891507,0.6111699136471065
223383,ET2023A3041207,222733,Ethiopia,Oromia,Borena,Yabelo,0.48577416071300383,0.8125499017991191,0.8301315013108616
223384,ET2023A3041210,222733,Ethiopia,Oromia,Borena,Moyale (OR),0.44469960393845775,0.4328372440393049,0.6856231882816436
223385,ET2023A3041211,222733,Ethiopia,Oromia,Borena,Dire,0.4205745149875565,0.7222667378419522,0.8383822931550423
223386,ET2023A3041212,222733,Ethiopia,Oromia,Borena,Teltale,0.43180155878913584,0.7248947827256302,0.8309034716522219
223387,ET2023A3041216,222733,Ethiopia,Oromia,Borena,Miyo,0.42217866246563124,0.686711056615325,0.8450204246211995
223388,ET2023A3041219,222733,Ethiopia,Oromia,Borena,Dilo,0.5644119269610276,0.8999464353878385,0.8767880137750376
223389,ET2023A3041223,222733,Ethiopia,Oromia,Borena,Gomole,0.5737516089066294,0.9438743451942131,0.8699498369412378
223390,ET2023A3041290,222733,Ethiopia,Oromia,Borena,Guchi,0.5921516769401113,0.9428317060312525,0.8774178478717943
223391,ET2023A3041291,222733,Ethiopia,Oromia,Borena,Dubluk,0.5464261329161042,0.8725361437849583,0.8699782452179734
223392,ET2023A3041295,222733,Ethiopia,Oromia,Borena,Elwaya,0.4563330143841964,0.8201581047031534,0.8482282707929523
223393,ET2023A3041296,222733,Ethiopia,Oromia,Borena,Yabelo town,0.38533050175687183,0.26410914982239614,0.6256767976918687
223394,ET2023A3041301,222734,Ethiopia,Oromia,South West Shewa,Ameya,0.29781447659565846,0.3093299406994517,0.7110461724477876
223395,ET2023A3041302,222734,Ethiopia,Oromia,South West Shewa,Wenchi,0.2771987293727129,0.25668834856401296,0.6891121723741501
223396,ET2023A3041303,222734,Ethiopia,Oromia,South West Shewa,Waliso,0.30305417971314935,0.294745983142614,0.6565623121545014
223397,ET2023A3041304,222734,Ethiopia,Oromia,South West Shewa,Dawo,0.27788749628641524,0.31800853775497395,0.6938341709488735
223398,ET2023A3041305,222734,Ethiopia,Oromia,South West Shewa,Ilu,0.2567440866017511,0.2007582775819579,0.5735191983430951
223399,ET2023A3041306,222734,Ethiopia,Oromia,South West Shewa,Sebeta Hawas,0.2964912667709998,0.26093439953777947,0.5188940755607243
223400,ET2023A3041307,222734,Ethiopia,Oromia,South West Shewa,Kersana Malima,0.33395230563155887,0.33420235345088184,0.6050834854507156
223401,ET2023A3041308,222734,Ethiopia,Oromia,South West Shewa,Tole,0.32103001594846453,0.3572065465587084,0.671018687052748
223402,ET2023A3041309,222734,Ethiopia,Oromia,South West Shewa,Becho (SW Shewa),0.2894979404742904,0.30380685424577286,0.6327812563667427
223403,ET2023A3041310,222734,Ethiopia,Oromia,South West Shewa,Seden Sodo,0.3316409102662507,0.3186390980775304,0.7126612208141205
223404,ET2023A3041311,222734,Ethiopia,Oromia,South West Shewa,Woliso town,0.2807652105305404,0.06172134645930431,0.4804854503928912
223405,ET2023A3041312,222734,Ethiopia,Oromia,South West Shewa,Goro (SW Shewa),0.32444721424837664,0.35107050845948473,0.6823523990347306
223406,ET2023A3041314,222734,Ethiopia,Oromia,South West Shewa,Sodo Daci,0.3447018950082417,0.33322025960704016,0.5534940686143277
223407,ET2023A3041401,222735,Ethiopia,Oromia,Gujii,Uraga,0.39216127248863125,0.48573276530036047,0.6378162379968224
223408,ET2023A3041402,222735,Ethiopia,Oromia,Gujii,Bore,0.4003230225334177,0.5490393906417421,0.5965560779708441
223409,ET2023A3041403,222735,Ethiopia,Oromia,Gujii,Adola,0.4160392743596132,0.5613771253537102,0.6258365494490022
223410,ET2023A3041404,222735,Ethiopia,Oromia,Gujii,Wadera,0.4779804307559389,0.6855782823666069,0.6500622171205532
223411,ET2023A3041405,222735,Ethiopia,Oromia,Gujii,Odo Shakiso,0.4370986136588877,0.6622919885046633,0.6820147319276433
223412,ET2023A3041408,222735,Ethiopia,Oromia,Gujii,Dama,0.45417444840827886,0.7697126336636628,0.6957760454093608
223413,ET2023A3041410,222735,Ethiopia,Oromia,Gujii,Girja /Harenfema,0.4614044425318952,0.6903075318530666,0.6168223008774238
223414,ET2023A3041411,222735,Ethiopia,Oromia,Gujii,Ana Sora,0.4101900030482783,0.5658020857797702,0.6303869018033278
223415,ET2023A3041412,222735,Ethiopia,Oromia,Gujii,Saba Boru,0.45243507308560665,0.7202868874665386,0.7165648920039159
223416,ET2023A3041415,222735,Ethiopia,Oromia,Gujii,Ana Jila,0.4263211131834904,0.6169814413907149,0.6262644360252759
223417,ET2023A3041482,222735,Ethiopia,Oromia,Gujii,Aga Wayu,0.4539956223123916,0.7002202265748847,0.7363460752992782
223418,ET2023A3041490,222735,Ethiopia,Oromia,Gujii,Haro Walabu,0.4268976917380675,0.6598317308857774,0.7098516412694719
