id,fnid,parent_id,admin_0,admin_1,admin_2,admin_3,decision_mean,decision_sd,decision_sum
223253,ET2023A3040514,222726,Ethiopia,Oromia,West Shewa,Meta Robi,0.2305968040495776,0.018800210167087196,123.13869336247444
223408,ET2023A3041402,222735,Ethiopia,Oromia,Gujii,Bore,0.40639308230187354,0.04181641829914587,214.98194053769112
222855,ET2023A3010405,222698,Ethiopia,Tigray,South Tigray,Endamehoni,0.1866269639440786,0.02611426573786168,99.84542571008205
223481,ET2023A3041911,222740,Ethiopia,Oromia,Horo Guduru,Choman Guduru,0.2600691262000012,0.018979875784013393,137.83663688600063
222914,ET2023A3020303,222704,Ethiopia,Afar,Gabi,Gewane,0.3824684390907778,0.0649600419114037,208.06283086538315
222904,ET2023A3020203,222703,Ethiopia,Afar,Kilbati,Abaala,0.4155348352483801,0.028836485271545368,230.62183356285095
222812,ET2023A3010202,222696,Ethiopia,Tigray,Central Tigray,Aheferom,0.2699347979850597,0.03161970420322601,149.81381288170815
222828,ET2023A3010218,222696,Ethiopia,Tigray,Central Tigray,Endafelasi,0.3572678698374213,0.031438156258676735,198.64093562960625
223397,ET2023A3041304,222734,Ethiopia,Oromia,South West Shewa,Dawo,0.2798606953388572,0.01896738659942773,153.6435217410326
223356,ET2023A3041009,222731,Ethiopia,Oromia,East Hararge,Meta,0.26695223029825715,0.02361503183164104,145.7559177428484
223624,ET2023A3060308,222756,Ethiopia,Benishangul Gumuz,Asosa,Undulu,0.389881202246197,0.03689730293010132,213.26501762866974
223884,ET2023A3190202,222787,Ethiopia,Central Ethiopia,Hadiya,Gombora,0.3239830335341867,0.023059082251957106,178.51465147733688
223176,ET2023A3040114,222722,Ethiopia,Oromia,West Wellega,Haru,0.2751141859170718,0.028021853755742367,150.2123455107212
223039,ET2023A3030523,222712,Ethiopia,Amhara,North Shewa (AM),Siya Debirna Wayu,0.19488387260389242,0.013515072205304499,106.99124605953693
223815,ET2023A3181004,222776,Ethiopia,South Ethiopia,Gamo,Boreda,0.42430672153230115,0.029762978832822643,231.67146995663643
222957,ET2023A3030212,222709,Ethiopia,Amhara,South Gondar,Guna Begemider,0.1890801873717067,0.0397512061155173,104.75042380392551
222836,ET2023A3010304,222697,Ethiopia,Tigray,East Tigray,Ganta Afeshum,0.2278458390036504,0.0172294629829288,126.68228648602962
223395,ET2023A3041302,222734,Ethiopia,Oromia,South West Shewa,Wenchi,0.2746971645055042,0.021489033787656386,151.6328348070383
223414,ET2023A3041411,222735,Ethiopia,Oromia,Gujii,Ana Sora,0.4127271632714705,0.03431856085164054,226.99993979930878
223170,ET2023A3040108,222722,Ethiopia,Oromia,West Wellega,Jarso (West Wellega),0.31656288508904107,0.023395020309921973,175.37583833932877
223320,ET2023A3040819,222729,Ethiopia,Oromia,Arsi,Guna,0.2777337824829149,0.024767343379594634,155.25318440794945
223641,ET2023A3120200,222760,Ethiopia,Gambela,Agniwak,Gambela National Park,0.5697866447631076,0.05809413635021489,317.3711611330509
223878,ET2023A3190112,222786,Ethiopia,Central Ethiopia,Gurage,Muhur Na Aklil,0.3324808342987588,0.026268586947773724,185.19182470440865
222815,ET2023A3010205,222696,Ethiopia,Tigray,Central Tigray,Laelay Maychew,0.28636852340965435,0.0263971470005822,166.09374357759953
223469,ET2023A3041811,222739,Ethiopia,Oromia,Kelem,Lalo Kile,0.28051534700265723,0.019872577102050492,156.8080789744854
223453,ET2023A3041711,222738,Ethiopia,Oromia,West Arsi,Shashemene town,0.38821641041831556,0.026374081856117133,214.6836749613285
223270,ET2023A3040606,222727,Ethiopia,Oromia,North Shewa (OR),Gerar Jarso,0.19967491318658656,0.01280876778401724,112.41697612404823
223190,ET2023A3040205,222723,Ethiopia,Oromia,East Wellega,Boneya Boshe,0.3014547112183942,0.01929667815654305,170.6233665496111
223295,ET2023A3040710,222728,Ethiopia,Oromia,East Shewa,Bora (OR),0.38397192963280213,0.043789188914721076,207.72881393134594
223399,ET2023A3041306,222734,Ethiopia,Oromia,South West Shewa,Sebeta Hawas,0.2996085702308587,0.024298751186663654,167.78079932928085
222992,ET2023A3030408,222711,Ethiopia,Amhara,South Wollo,Albuko,0.13342004125878584,0.030422801330908248,75.51574335247278
223097,ET2023A3030902,222716,Ethiopia,Amhara,Awi,Banja,0.2448637868341339,0.03590873128779933,139.81722228229046
223126,ET2023A3031111,222718,Ethiopia,Amhara,Central Gondar,East Dembia,0.23132550731895288,0.02009543940032788,133.4748177230358
223731,ET2023A3170906,222769,Ethiopia,South West Ethiopia,Keffa,Tullo,0.2788134062184697,0.022846552020092302,157.52957451343536
223257,ET2023A3040518,222726,Ethiopia,Oromia,West Shewa,Jibat,0.27371309492184437,0.02319186723923746,156.83760339021683
223873,ET2023A3190104,222786,Ethiopia,Central Ethiopia,Gurage,Gedebano Gutazer Welene,0.32701411690602455,0.023294745310412205,185.0899901688099
222872,ET2023A3010508,222699,Ethiopia,Tigray,West Tigray,Korarit,0.3726577679554758,0.02774657871672523,217.25947871804237
223829,ET2023A3181018,222776,Ethiopia,South Ethiopia,Gamo,Garda Marta,0.3993288149436315,0.029441014537930778,227.61742451786995
223278,ET2023A3040615,222727,Ethiopia,Oromia,North Shewa (OR),Jida,0.21894840870259535,0.019606015082549454,126.11428341269493
223552,ET2023A3050497,222747,Ethiopia,Somali,Erer,Qubi,0.39672836330775785,0.06389802002636903,228.91226562857628
223743,ET2023A3171101,222770,Ethiopia,South West Ethiopia,Bench Sheko,Sheko,0.3150681518471759,0.030603288565553072,181.16418731212616
222824,ET2023A3010214,222696,Ethiopia,Tigray,Central Tigray,Rama,0.3160862633217813,0.023560698307028068,186.80698162317276
222819,ET2023A3010209,222696,Ethiopia,Tigray,Central Tigray,Naeder,0.3498026172456365,0.03010298190684088,203.93492585420609
223223,ET2023A3040406,222725,Ethiopia,Oromia,Jimma,Mena (Jimma),0.27395130625255276,0.019472898051483663,160.53546546399593
222838,ET2023A3010306,222697,Ethiopia,Tigray,East Tigray,Kelete Awelallo,0.2514296212238283,0.018001517686380513,150.1034838706255
223098,ET2023A3030903,222716,Ethiopia,Amhara,Awi,Ankasha,0.27398844564182534,0.0225054255044519,162.2011598199606
223168,ET2023A3040106,222722,Ethiopia,Oromia,West Wellega,Boji Dirmeji,0.27854837599922627,0.014831787327978097,165.73628371953964
223030,ET2023A3030514,222712,Ethiopia,Amhara,North Shewa (AM),Assagirt,0.2745739731309361,0.034708153228691974,161.1749222278595
223888,ET2023A3190206,222787,Ethiopia,Central Ethiopia,Hadiya,Soro,0.3183827959636779,0.019509027482081255,186.57231843471527
223903,ET2023A3191404,222788,Ethiopia,Central Ethiopia,Alaba,Wera Djo,0.47325479505408524,0.05697815125589108,276.85405510663986
223554,ET2023A3050499,222747,Ethiopia,Somali,Erer,Wangey,0.41185191454005843,0.06572692500337071,245.05188915133476
223447,ET2023A3041705,222738,Ethiopia,Oromia,West Arsi,Kore,0.3425162908204075,0.027844306650493224,203.45467674732208
223796,ET2023A3180606,222775,Ethiopia,South Ethiopia,Wolayita,Kindo Koyesha,0.3805271552166955,0.04167181545717859,226.03313019871712
223306,ET2023A3040805,222729,Ethiopia,Oromia,Arsi,Dodota,0.33392469840975564,0.0330752811168846,194.34417447447777
222911,ET2023A3020210,222703,Ethiopia,Afar,Kilbati,Wasama,0.3374538186529069,0.040734422451342005,206.18428319692612
223263,ET2023A3040594,222726,Ethiopia,Oromia,West Shewa,Meta Walkite,0.24836665831506252,0.018323631566510745,149.0199949890375
223291,ET2023A3040706,222728,Ethiopia,Oromia,East Shewa,Ada'a,0.30177066676991443,0.027580912104546725,180.4588587284088
223267,ET2023A3040603,222727,Ethiopia,Oromia,North Shewa (OR),Hidabu Abote,0.2210590795573602,0.021159399538296614,133.07756589353085
222846,ET2023A3010314,222697,Ethiopia,Tigray,East Tigray,Tsaeda Emba,0.2758184473931305,0.062030929612012085,169.62834514677525
223024,ET2023A3030508,222712,Ethiopia,Amhara,North Shewa (AM),Eferatana Gidem,0.2136800568180763,0.0259379242336919,129.0627543181181
223294,ET2023A3040709,222728,Ethiopia,Oromia,East Shewa,Bishoftu town,0.2866219860812028,0.019681165391418613,171.9731916487217
223760,ET2023A3171710,222771,Ethiopia,South West Ethiopia,Dawro,Zabagazo,0.36359600717871887,0.03635085258706718,220.33918035030365
223169,ET2023A3040107,222722,Ethiopia,Oromia,West Wellega,Ayira,0.29316647963934256,0.03408791629565499,178.83155257999897
223844,ET2023A3181505,222779,Ethiopia,South Ethiopia,Gofa,Gezei Gofa,0.39615721058571474,0.04150762542393331,241.2597412467003
223871,ET2023A3190102,222786,Ethiopia,Central Ethiopia,Gurage,Abeshege,0.3311211795916835,0.01822496353147955,204.6328889876604
223763,ET2023A3171801,222772,Ethiopia,South West Ethiopia,West Omo,Gachit,0.3671627740387793,0.032952238139033016,226.17226880788803
223321,ET2023A3040820,222729,Ethiopia,Oromia,Arsi,Sire,0.30786927822989285,0.029412068691435523,191.49469105899334
223751,ET2023A3171701,222771,Ethiopia,South West Ethiopia,Dawro,Tocha,0.34209744900797734,0.023084758518159658,214.49510052800179
223461,ET2023A3041803,222739,Ethiopia,Oromia,Kelem,Dale Wabera,0.2726157063961029,0.02122564427276146,170.38481649756432
223357,ET2023A3041010,222731,Ethiopia,Oromia,East Hararge,Goro Gutu,0.25770163920920663,0.023481514048918857,163.64054089784622
223004,ET2023A3030420,222711,Ethiopia,Amhara,South Wollo,Legehida,0.12632126855471779,0.020325072879279676,79.5823991894722
223103,ET2023A3030908,222716,Ethiopia,Amhara,Awi,Ayehu Guwagusa,0.3123215077815108,0.03197783697803623,199.5734434723854
223549,ET2023A3050407,222747,Ethiopia,Somali,Erer,Lagahida,0.40581525538075885,0.04552306767203821,259.3159481883049
222833,ET2023A3010301,222697,Ethiopia,Tigray,East Tigray,Gulo Mekeda,0.24277714926462907,0.018326299835936876,157.8051470220089
223322,ET2023A3040821,222729,Ethiopia,Oromia,Arsi,Lude Hitosa,0.31553141646821736,0.03297225210884974,201.62457512319088
223303,ET2023A3040802,222729,Ethiopia,Oromia,Arsi,Aseko,0.2642602619732389,0.04105262232769215,170.18360871076584
223037,ET2023A3030521,222712,Ethiopia,Amhara,North Shewa (AM),Menze Keya Gabriel,0.22488724273874874,0.031103675456370328,145.95182053744793
223150,ET2023A3031304,222720,Ethiopia,Amhara,North Gojam,Mecha,0.2865158284425364,0.03272122762515191,183.94316186010838
223738,ET2023A3170913,222769,Ethiopia,South West Ethiopia,Keffa,Shisho Ande,0.3380834062282856,0.026302046767644187,219.75421404838562
223256,ET2023A3040517,222726,Ethiopia,Oromia,West Shewa,Toke Kutaye,0.2561891500503962,0.017363406354699153,167.80389328300953
223456,ET2023A3041783,222738,Ethiopia,Oromia,West Arsi,Heban Arsi,0.3603583368549653,0.033674534929822184,157.11623486876488
223422,ET2023A3041502,222736,Ethiopia,Oromia,West Gujii,Kercha,0.43413071200159026,0.03335208515269571,279.5801785290241
223918,ET2023A3192505,222791,Ethiopia,Central Ethiopia,East Gurage,Sodo,0.37705440503040344,0.036306391526500684,246.97063529491425
223746,ET2023A3171104,222770,Ethiopia,South West Ethiopia,Bench Sheko,Shay Bench,0.3117617030968892,0.017254335058821953,203.58039212226868
223876,ET2023A3190110,222786,Ethiopia,Central Ethiopia,Gurage,Cheha,0.35258281952314047,0.025343933673621866,233.05724370479584
223403,ET2023A3041310,222734,Ethiopia,Oromia,South West Shewa,Seden Sodo,0.3351899675384366,0.02898932122094959,222.23094847798347
223026,ET2023A3030510,222712,Ethiopia,Amhara,North Shewa (AM),Tarema Ber,0.24702009643955403,0.04554093318312727,164.02134403586388
223723,ET2023A3170803,222768,Ethiopia,South West Ethiopia,Sheka,Yeki,0.331880604048391,0.0241297654081322,221.0324822962284
223208,ET2023A3040311,222724,Ethiopia,Oromia,Ilubabor,Ale,0.2591921457567731,0.023389085950912842,172.62196907401085
223262,ET2023A3040592,222726,Ethiopia,Oromia,West Shewa,Cobi,0.23640344620463738,0.029095387050136732,158.1539055109024
223460,ET2023A3041802,222739,Ethiopia,Oromia,Kelem,Yama Logi Welel,0.3015093693805839,0.035782965325146486,202.91580559313297
223349,ET2023A3041002,222731,Ethiopia,Oromia,East Hararge,Jarso (East Hararghe),0.21749202898268163,0.028320034899564955,147.02461159229279
223438,ET2023A3041618,222737,Ethiopia,Oromia,Buno Bedele,Meko,0.29803280718347824,0.039999884072027,200.57607923448086
222797,ET2023A3010103,222695,Ethiopia,Tigray,Northwest Tigray,Zana,0.31050427068482367,0.03461894860110728,212.38492114841938
223877,ET2023A3190111,222786,Ethiopia,Central Ethiopia,Gurage,Enemor Ener,0.37770198276814293,0.026325963651211842,256.8373482823372
223181,ET2023A3040119,222722,Ethiopia,Oromia,West Wellega,Guliso,0.28515758078496245,0.023435075511075355,194.76262767612934
223466,ET2023A3041808,222739,Ethiopia,Oromia,Kelem,Dale Sadi,0.2842282962642218,0.018863843117750204,194.4121546447277
223195,ET2023A3040210,222723,Ethiopia,Oromia,East Wellega,Diga,0.2899257311622011,0.029601967470818807,198.01927438378334
222978,ET2023A3030313,222710,Ethiopia,Amhara,North Wollo,Angot,0.13839704062079075,0.02051820132443491,95.77075210958719
223066,ET2023A3030619,222713,Ethiopia,Amhara,East Gojam,Sedae,0.2809810567021883,0.03689812878462905,195.84379652142525
223251,ET2023A3040511,222726,Ethiopia,Oromia,West Shewa,Ejere /Addis Alem,0.23271768404089888,0.015364258070884968,160.57520198822021
223211,ET2023A3040314,222724,Ethiopia,Oromia,Ilubabor,Becho (Ilu Aba Bora),0.28558534622365905,0.03890051193434734,196.19713285565376
223310,ET2023A3040809,222729,Ethiopia,Oromia,Arsi,Chole,0.30531855685517967,0.02300000028582611,211.28044134378433
223328,ET2023A3040893,222729,Ethiopia,Oromia,Arsi,Shanan Kolu,0.35407539660868526,0.07488937770249816,244.66609905660152
223767,ET2023A3171805,222772,Ethiopia,South West Ethiopia,West Omo,Bero,0.4467838859132358,0.06444819590134601,312.74872013926506
223003,ET2023A3030419,222711,Ethiopia,Amhara,South Wollo,Mehal Sayint,0.20877521898779836,0.048322684957944104,149.27428157627583
222811,ET2023A3010201,222696,Ethiopia,Tigray,Central Tigray,Chila,0.31367583949509903,0.03113614055073843,227.1013077944517
223423,ET2023A3041509,222736,Ethiopia,Oromia,West Gujii,Hambela Wamena,0.4361061784254629,0.046409722342995334,308.76317432522774
222839,ET2023A3010307,222697,Ethiopia,Tigray,East Tigray,Atsbi,0.24148063760782992,0.03599617698151113,175.79790417850018
223076,ET2023A3030706,222714,Ethiopia,Amhara,West Gojam,Quarit,0.2590523271837048,0.02309944971016953,185.48146626353264
223200,ET2023A3040215,222723,Ethiopia,Oromia,East Wellega,Nunu Kumba,0.29222207835145286,0.015504955946078543,208.35434186458588
223317,ET2023A3040816,222729,Ethiopia,Oromia,Arsi,Tiyo,0.32344120350621997,0.03190930634068542,230.93701930344105
222835,ET2023A3010303,222697,Ethiopia,Tigray,East Tigray,Saesie,0.27873885421001393,0.05527738561216573,205.15179669857025
223848,ET2023A3181509,222779,Ethiopia,South Ethiopia,Gofa,Melo Gada,0.2910564207065273,0.04214293957750319,206.6500587016344
223400,ET2023A3041307,222734,Ethiopia,Oromia,South West Shewa,Kersana Malima,0.33806134815873773,0.021801908728780572,245.09447741508484
223214,ET2023A3040317,222724,Ethiopia,Oromia,Ilubabor,Didu,0.29172931766974247,0.03014999228803087,209.75337940454483
223115,ET2023A3031004,222717,Ethiopia,Amhara,Oromia,Artuma Fursi,0.21096928896501124,0.02592331364768971,152.3198266327381
223180,ET2023A3040118,222722,Ethiopia,Oromia,West Wellega,Sayo Nole,0.26517220489445703,0.018143381420927765,193.31053736805916
223407,ET2023A3041401,222735,Ethiopia,Oromia,Gujii,Uraga,0.4002769269432577,0.0345934888359979,287.7991104722023
223274,ET2023A3040610,222727,Ethiopia,Oromia,North Shewa (OR),Kimbibit,0.22674146644730386,0.019443075340726586,165.97475343942642
223474,ET2023A3041904,222740,Ethiopia,Oromia,Horo Guduru,Ababo,0.29091062047992666,0.02365038574817479,214.40112729370594
223197,ET2023A3040212,222723,Ethiopia,Oromia,East Wellega,Leka Dulecha,0.2686160598994932,0.02301167916141573,196.35833978652954
222976,ET2023A3030311,222710,Ethiopia,Amhara,North Wollo,Dawunt,0.22083443407282274,0.02717899958880905,162.97581234574318
223027,ET2023A3030511,222712,Ethiopia,Amhara,North Shewa (AM),Mojan Wedera,0.243928757098492,0.026994422481252122,178.79977895319462
223201,ET2023A3040216,222723,Ethiopia,Oromia,East Wellega,Wama Hagalo,0.32040138593267486,0.030626428926869266,235.8154200464487
223331,ET2023A3040902,222730,Ethiopia,Oromia,West Hararge,Doba,0.2590661657302558,0.023039361484487358,190.41363181173801
223745,ET2023A3171103,222770,Ethiopia,South West Ethiopia,Bench Sheko,Debub Bench,0.3209470207580603,0.023757925734107503,235.2541662156582
223061,ET2023A3030613,222713,Ethiopia,Amhara,East Gojam,Dejen,0.24435586586155136,0.01533676717191367,182.28947593271732
223055,ET2023A3030607,222713,Ethiopia,Amhara,East Gojam,Debay Telatgen,0.2204413538542545,0.011934392132782799,165.11057403683662
222874,ET2023A3010601,222700,Ethiopia,Tigray,Southeast Tigray,Saharti,0.26660043172883674,0.03369043946455214,201.28332595527172
223441,ET2023A3041623,222737,Ethiopia,Oromia,Buno Bedele,Chwaka,0.32640457516860705,0.02438074985231411,243.49781307578087
223177,ET2023A3040115,222722,Ethiopia,Oromia,West Wellega,Nole Kaba,0.27569340261313613,0.027327649179514035,205.66727834939957
223443,ET2023A3041701,222738,Ethiopia,Oromia,West Arsi,Siraro,0.43823845453440824,0.027431058776683923,327.80236399173737
223450,ET2023A3041708,222738,Ethiopia,Oromia,West Arsi,Kokosa,0.3382509498793547,0.028053535737485234,253.3499614596367
223435,ET2023A3041606,222737,Ethiopia,Oromia,Buno Bedele,Gechi,0.28236324217249736,0.019799348764090566,212.33715811371803
223417,ET2023A3041482,222735,Ethiopia,Oromia,Gujii,Aga Wayu,0.4660737158233586,0.034376811089579004,345.8266971409321
223153,ET2023A3031318,222720,Ethiopia,Amhara,North Gojam,Gonje,0.29573767880598706,0.04279336971140745,224.46489821374416
223289,ET2023A3040704,222728,Ethiopia,Oromia,East Shewa,Lome (OR),0.2954977876688848,0.02704162101348595,211.57641597092152
223246,ET2023A3040506,222726,Ethiopia,Oromia,West Shewa,Bako Tibe,0.2886512017250061,0.01626858206399099,216.48840129375458
223324,ET2023A3040823,222729,Ethiopia,Oromia,Arsi,Bele Gesgar,0.3181075482254484,0.03620705350940983,239.53498381376266
223358,ET2023A3041011,222731,Ethiopia,Oromia,East Hararge,Deder,0.24349449442837975,0.023288127111187305,186.76027722656727
223269,ET2023A3040605,222727,Ethiopia,Oromia,North Shewa (OR),Degem,0.19202724193024823,0.01803403727772244,146.32475835084915
223164,ET2023A3040102,222722,Ethiopia,Oromia,West Wellega,Nejo,0.26799377056897855,0.01856512481080384,205.0152344852686
223298,ET2023A3040714,222728,Ethiopia,Oromia,East Shewa,Adama town,0.29667722194602614,0.02662054086291981,225.47468867897987
222817,ET2023A3010207,222696,Ethiopia,Tigray,Central Tigray,Adet,0.35236919483363094,0.03240424619634174,275.20034116506577
223032,ET2023A3030516,222712,Ethiopia,Amhara,North Shewa (AM),Hagere Mariam,0.2594613355257748,0.027229649047406594,198.22846034169197
223638,ET2023A3120103,222759,Ethiopia,Gambela,Nuer,Jikawo,0.4506473607747886,0.04005913843395361,343.39328891038895
223025,ET2023A3030509,222712,Ethiopia,Amhara,North Shewa (AM),Menze Mama Midir,0.20913018144589537,0.021694464258674977,160.61197935044765
223446,ET2023A3041704,222738,Ethiopia,Oromia,West Arsi,Kofele,0.35764217587629743,0.034087918211073424,272.88098019361496
223382,ET2023A3041122,222732,Ethiopia,Oromia,Bale,Dinsho,0.32244451705842975,0.03332662710273257,246.9925000667572
223100,ET2023A3030905,222716,Ethiopia,Amhara,Awi,Fagta Lakoma,0.24468843859726006,0.022128461533525167,189.8782283514738
223112,ET2023A3031001,222717,Ethiopia,Amhara,Oromia,Dewa Cheffa,0.21140347747612245,0.045354917006597405,164.04909852147102
223648,ET2023A3120301,222761,Ethiopia,Gambela,Majang,Godere,0.3781228293232697,0.03078386731099606,293.42331555485725
223615,ET2023A3060206,222755,Ethiopia,Benishangul Gumuz,Metekel,Pawe,0.34726901558670004,0.03102482162682422,268.43894904851913
223637,ET2023A3120102,222759,Ethiopia,Gambela,Nuer,Lare,0.42475485256345,0.04623137292671623,329.6097655892372
223333,ET2023A3040904,222730,Ethiopia,Oromia,West Hararge,Mesela,0.2808662206126303,0.03432115773246828,218.23305341601372
222814,ET2023A3010204,222696,Ethiopia,Tigray,Central Tigray,Adwa,0.3214234478320136,0.036849484144719426,254.5673706829548
223247,ET2023A3040507,222726,Ethiopia,Oromia,West Shewa,Dano,0.3003493888365885,0.019641650429517717,233.67182451486588
223022,ET2023A3030506,222712,Ethiopia,Amhara,North Shewa (AM),Gishe Rabel,0.15009634784117096,0.0221564643512934,118.42601844668388
223020,ET2023A3030504,222712,Ethiopia,Amhara,North Shewa (AM),Moretna Jiru,0.20499198655615616,0.01491558766109929,161.3286934196949
223824,ET2023A3181013,222776,Ethiopia,South Ethiopia,Gamo,Gerese,0.34639964187083466,0.05844910406029244,267.42052352428436
223290,ET2023A3040705,222728,Ethiopia,Oromia,East Shewa,Gimbichu,0.2511910716378236,0.02597567475104075,198.44094659388065
223550,ET2023A3050408,222747,Ethiopia,Somali,Erer,Meyumuluka,0.363995666869662,0.06341137712870269,288.2845681607723
223192,ET2023A3040207,222723,Ethiopia,Oromia,East Wellega,Bila Seyo,0.3246735690410251,0.05520257464259703,257.79081381857395
222805,ET2023A3010111,222695,Ethiopia,Tigray,Northwest Tigray,Adi Daero,0.2997725979141567,0.024965104247151808,241.31694132089615
223822,ET2023A3181011,222776,Ethiopia,South Ethiopia,Gamo,Kemba,0.37114538873235386,0.0427191175683498,293.94714787602425
223273,ET2023A3040609,222727,Ethiopia,Oromia,North Shewa (OR),Abichugna Gne'a,0.2031969071997239,0.02090159270439917,162.76072266697884
223839,ET2023A3181305,222778,Ethiopia,South Ethiopia,Konso,Kolme,0.4237988083326861,0.03679808314968517,339.4628454744816
223065,ET2023A3030617,222713,Ethiopia,Amhara,East Gojam,Aneded,0.24403568248421248,0.027206127159500302,197.1808314472437
223732,ET2023A3170907,222769,Ethiopia,South West Ethiopia,Keffa,Cheta,0.335369413017784,0.04445252042266573,270.9784857183695
223342,ET2023A3040913,222730,Ethiopia,Oromia,West Hararge,Chiro Zuria,0.2673157803502454,0.02538421292205639,216.25846630334854
223528,ET2023A3050290,222745,Ethiopia,Somali,Fafan,Goljano,0.32602014959585374,0.10748628537991071,267.3365226686001
223308,ET2023A3040807,222729,Ethiopia,Oromia,Arsi,Hitosa,0.3332760461582029,0.03303275279423033,270.95342552661896
223856,ET2023A3182301,222783,Ethiopia,South Ethiopia,Derashe,Derashe,0.40167459399422256,0.022254609212949444,327.36479410529137
223248,ET2023A3040508,222726,Ethiopia,Oromia,West Shewa,Nono,0.30408153535392873,0.020211297678662914,248.7386959195137
223352,ET2023A3041005,222731,Ethiopia,Oromia,East Hararge,Fedis,0.2004982043561343,0.03161170077891214,164.60902577638626
223296,ET2023A3040711,222728,Ethiopia,Oromia,East Shewa,Liben Chukala,0.3594504464172318,0.03289271288219357,300.1411227583885
223623,ET2023A3060307,222756,Ethiopia,Benishangul Gumuz,Asosa,Homosha,0.35842834479080704,0.037124094970981104,299.28766790032387
223207,ET2023A3040310,222724,Ethiopia,Oromia,Ilubabor,Metu Zuria,0.25058552658358735,0.022877763310762005,209.9906712770462
223031,ET2023A3030515,222712,Ethiopia,Amhara,North Shewa (AM),Ankober,0.2918137936754079,0.03928522003209429,244.83177289366722
222831,ET2023A3010221,222696,Ethiopia,Tigray,Central Tigray,Keyhe tekli,0.3634503699415098,0.05196199349979304,312.93076851963997
222818,ET2023A3010208,222696,Ethiopia,Tigray,Central Tigray,Kola Temben,0.40861447485269564,0.034673034733203184,352.63429179787636
223121,ET2023A3031106,222718,Ethiopia,Amhara,Central Gondar,Chilga 1,0.2753607649117604,0.0324707288372521,236.5348970592022
222987,ET2023A3030403,222711,Ethiopia,Amhara,South Wollo,Kutaber,0.12368342843340091,0.023385180802211233,105.25459759682417
223727,ET2023A3170902,222769,Ethiopia,South West Ethiopia,Keffa,Gesha,0.33708516093449187,0.025045991965751132,287.53364227712154
223396,ET2023A3041303,222734,Ethiopia,Oromia,South West Shewa,Waliso,0.30225654465155066,0.023974126961794618,258.73160222172737
223054,ET2023A3030606,222713,Ethiopia,Amhara,East Gojam,Enemay,0.23426307193625906,0.01357220057041098,203.34034644067287
223842,ET2023A3181503,222779,Ethiopia,South Ethiopia,Gofa,Zala,0.4040017536431378,0.035504618378101406,347.84550988674164
223250,ET2023A3040510,222726,Ethiopia,Oromia,West Shewa,Dendi,0.25148344109063914,0.02491973754466676,216.77872622013092
223057,ET2023A3030609,222713,Ethiopia,Amhara,East Gojam,Michakel,0.2350311577662261,0.027241030682181987,204.71213841438293
222804,ET2023A3010110,222695,Ethiopia,Tigray,Northwest Tigray,Seyemti Adyabo,0.32645059406156635,0.03992282092466692,291.52038049697876
222999,ET2023A3030415,222711,Ethiopia,Amhara,South Wollo,Were Ilu,0.11759212297174125,0.022668278857290468,103.71625246107578
223436,ET2023A3041607,222737,Ethiopia,Oromia,Buno Bedele,Borecha,0.29753845490111336,0.023441501907739942,257.9658403992653
223337,ET2023A3040908,222730,Ethiopia,Oromia,West Hararge,Habro,0.28224643941150723,0.026539429886780205,248.09462024271488
223221,ET2023A3040404,222725,Ethiopia,Oromia,Jimma,Tiro Afeta,0.3333424085050548,0.028013470814714204,290.6745802164078
223440,ET2023A3041622,222737,Ethiopia,Oromia,Buno Bedele,Bedele Zuria,0.2731594274769895,0.02378070223680712,239.5608178973198
222958,ET2023A3030213,222709,Ethiopia,Amhara,South Gondar,Mena Meketewa,0.2339090387015332,0.05904393486971646,208.64686252176762
223759,ET2023A3171709,222771,Ethiopia,South West Ethiopia,Dawro,Disa,0.3411964316102893,0.04276838017230273,300.59405624866486
223434,ET2023A3041605,222737,Ethiopia,Oromia,Buno Bedele,Dabo Hana,0.297675883169897,0.035407847707403,263.14548072218895
223127,ET2023A3031112,222718,Ethiopia,Amhara,Central Gondar,Chilga 2,0.28225659732727726,0.029771146641262073,251.77288481593132
222864,ET2023A3010414,222698,Ethiopia,Tigray,South Tigray,Chercher,0.21990590161710447,0.032582330835299655,197.0356878489256
223242,ET2023A3040502,222726,Ethiopia,Oromia,West Shewa,Jeldu,0.2274337757500613,0.01838457873534824,201.73375909030437
222931,ET2023A3020503,222706,Ethiopia,Afar,Khari,Dawe,0.290135967951493,0.0653762985735577,259.3815553486347
223006,ET2023A3030422,222711,Ethiopia,Amhara,South Wollo,Worebabu,0.20065937893210317,0.0374030631002961,180.39278165996075
222826,ET2023A3010216,222696,Ethiopia,Tigray,Central Tigray,Egela,0.3220879605071118,0.03286625374335331,250.26234531402588
223843,ET2023A3181504,222779,Ethiopia,South Ethiopia,Gofa,Uba Debre Tsehay,0.36895319272680704,0.06781027934184146,325.7856691777706
222949,ET2023A3030204,222709,Ethiopia,Amhara,South Gondar,Farta,0.19689098899221738,0.01800201611050058,177.59567207098007
223721,ET2023A3170801,222768,Ethiopia,South West Ethiopia,Sheka,Anderacha,0.3580626707373713,0.03392263951614079,319.3919022977352
223335,ET2023A3040906,222730,Ethiopia,Oromia,West Hararge,Anchar,0.33882497379233717,0.04454752333379593,303.24835154414177
223028,ET2023A3030512,222712,Ethiopia,Amhara,North Shewa (AM),Kewet,0.29160355701709967,0.04956539525752899,261.2767870873213
