id,fnid,parent_id,admin_0,admin_1,admin_2,admin_3,hwealth_mean,hwealth_sd,hwealth_sum
222965,ET2023A3030298,222709,Ethiopia,Amhara,South Gondar,Mekan Eyesuse,0.19839864100019136,0.05209627298550862,8.332742922008038
223329,ET2023A3040894,222729,Ethiopia,Oromia,Arsi,Bekoji town,0.2068589607554647,0.10317157500925961,8.481217390974052
223490,ET2023A3042107,222741,Ethiopia,Oromia,East Bale,Ginir town,0.3171384347602725,0.09524968750908451,12.6855373904109
223282,ET2023A3040619,222727,Ethiopia,Oromia,North Shewa (OR),Chancho town,0.14948425058973952,0.07367297819799959,5.979370023589581
222888,ET2023A3010707,222701,Ethiopia,Tigray,Mekele,Semen Sub City,0.14136306309200075,0.12303963081101803,6.078611712956032
223669,ET2023A3140110,222764,Ethiopia,Addis Ababa,Region 14,Gulele,0.030071792506680198,0.039427951627135666,1.2930870777872485
223893,ET2023A3190211,222787,Ethiopia,Central Ethiopia,Hadiya,Hosaena town,0.1553711188633157,0.07460949221285439,7.1470714677125216
223509,ET2023A3042310,222743,Ethiopia,Oromia,Shager City,Melka Nonno,0.09538788325274557,0.10043119925667644,4.5786183961317874
223457,ET2023A3041797,222738,Ethiopia,Oromia,West Arsi,Wondo,0.45453122161004855,0.15587750828705532,20.908436194062233
222883,ET2023A3010702,222701,Ethiopia,Tigray,Mekele,Ayder Sub City,0.17230961161744746,0.10823726393983205,8.615480580872372
223654,ET2023A3130104,222763,Ethiopia,Harari,Harari,Hakim,0.46637051070437713,0.06830944571625952,23.784896045923233
223381,ET2023A3041120,222732,Ethiopia,Oromia,Bale,Goba town,0.3008512333035469,0.09727918969215346,15.042561665177345
223082,ET2023A3030714,222714,Ethiopia,Amhara,West Gojam,Finote Selam town,0.16527324683964253,0.0865200700420516,8.263662341982126
223502,ET2023A3042303,222743,Ethiopia,Oromia,Shager City,Furi,0.07774179656275625,0.07238763884783446,4.198057014388837
223914,ET2023A3192011,222789,Ethiopia,Central Ethiopia,Silltie,Kibet town,0.22604962219965868,0.05966157450512457,13.110878087580204
223429,ET2023A3041587,222736,Ethiopia,Oromia,West Gujii,Bule Hora town,0.28161153524976085,0.1120074215311103,15.207022903487086
223182,ET2023A3040193,222722,Ethiopia,Oromia,West Wellega,Gimbi town,0.09818590056719416,0.040076888244412585,5.792968133464456
222898,ET2023A3020111,222702,Ethiopia,Afar,Awusi,Asayita town,0.5806919973472069,0.14461027739662177,33.680135846138
223770,ET2023A3171808,222772,Ethiopia,South West Ethiopia,West Omo,Bachuma town,0.27655461253756186,0.08872172328401258,16.31672213971615
223898,ET2023A3190216,222787,Ethiopia,Central Ethiopia,Hadiya,Siraro Badawacho,0.4332740412930311,0.07094503682310795,25.563168436288834
223662,ET2023A3140103,222764,Ethiopia,Addis Ababa,Region 14,Kolfe - Keran,0.005256210107289913,0.016334695602201875,0.3153726064373948
223458,ET2023A3041799,222738,Ethiopia,Oromia,West Arsi,Arsi Negele town,0.2718940766253432,0.10391478494484889,16.585538674145937
223661,ET2023A3140102,222764,Ethiopia,Addis Ababa,Region 14,Nefas Silk,0.010227915227069277,0.021955118485685796,0.6443586593053645
223775,ET2023A3171903,222773,Ethiopia,South West Ethiopia,Konta,Chida town,0.3478265343041256,0.10109184712988782,20.173938989639282
223300,ET2023A3040797,222728,Ethiopia,Oromia,East Shewa,Mojo town,0.08419826989493467,0.07191227273516675,5.051896193696081
223380,ET2023A3041119,222732,Ethiopia,Oromia,Bale,Robe town,0.3132211763295345,0.1364537619637905,20.046155285090208
223259,ET2023A3040520,222726,Ethiopia,Oromia,West Shewa,Holeta town,0.11218486767371788,0.03812596487182069,7.628571001812816
223666,ET2023A3140107,222764,Ethiopia,Addis Ababa,Region 14,Yeka,0.03651418159294258,0.059334405553109315,2.592506893098923
223216,ET2023A3040320,222724,Ethiopia,Oromia,Ilubabor,Metu town,0.11944222974457912,0.05101807514485638,8.360956082120538
223773,ET2023A3171901,222773,Ethiopia,South West Ethiopia,Konta,Amaya town,0.276282112321092,0.13173447800012492,19.892312087118626
223812,ET2023A3180622,222775,Ethiopia,South Ethiopia,Wolayita,Bayera Koisha,0.32994608994987273,0.08485764098752335,23.75611847639084
222884,ET2023A3010703,222701,Ethiopia,Tigray,Mekele,Hadnet Sub City,0.2818983111909545,0.13952471888947887,21.988068272894452
223063,ET2023A3030615,222713,Ethiopia,Amhara,East Gojam,Debre Markos town,0.10558742221280537,0.06133439127856252,8.341406354811625
223663,ET2023A3140104,222764,Ethiopia,Addis Ababa,Region 14,Bole,0.011719694185172418,0.016703541548334373,0.925855840628621
223742,ET2023A3170917,222769,Ethiopia,South West Ethiopia,Keffa,Shishinda town,0.5297573134303093,0.2855790233531111,42.380585074424744
223040,ET2023A3030524,222712,Ethiopia,Amhara,North Shewa (AM),Tulefa town,0.2746463008684876,0.10974959778371382,22.2463503703475
222922,ET2023A3020396,222704,Ethiopia,Afar,Gabi,Awash town,0.4198016105372786,0.2236575829071762,34.003930453519565
223710,ET2023A3160027,222767,Ethiopia,Sidama,Sidama,Chirone,0.5714055223520412,0.11215654186058445,49.14087492227554
222801,ET2023A3010107,222695,Ethiopia,Tigray,Northwest Tigray,Sheraro town,0.5999861089296119,0.17315374979791343,51.598805367946625
222921,ET2023A3020310,222704,Ethiopia,Afar,Gabi,Werer,0.5456869344819676,0.1086840224081338,48.02045023441315
222901,ET2023A3020198,222702,Ethiopia,Afar,Awusi,Samera Logiya town,0.5083738109197027,0.20569727426744275,47.27876441553235
223574,ET2023A3050696,222749,Ethiopia,Somali,Shebelle,Godey town,0.5721705922649967,0.16685888226521292,51.4953533038497
223932,ET2023A3192709,222793,Ethiopia,Central Ethiopia,Kembata,Adilo,0.353159729901113,0.08131376408543976,33.550174340605736
222974,ET2023A3030309,222710,Ethiopia,Amhara,North Wollo,Woldiya town,0.2545256633906496,0.11559372816430968,23.67088669533041
223818,ET2023A3181007,222776,Ethiopia,South Ethiopia,Gamo,Ezo/Kogota,0.34479763154145127,0.08546316596992365,31.376584470272064
223203,ET2023A3040297,222723,Ethiopia,Oromia,East Wellega,Nekemte town,0.13449281092081428,0.08404209435747938,13.180295470239798
223254,ET2023A3040515,222726,Ethiopia,Oromia,West Shewa,Ambo town,0.16549438698697772,0.0934969372831379,16.880427472671727
223670,ET2023A3140111,222764,Ethiopia,Addis Ababa,Region 14,Lemi Kura,0.03326539714261715,0.038151590880907464,3.492866699974801
223179,ET2023A3040117,222722,Ethiopia,Oromia,West Wellega,Homa,0.15453719133335464,0.04173342769842009,16.380942281335592
223235,ET2023A3040418,222725,Ethiopia,Oromia,Jimma,Jimma town,0.10973524803460342,0.07225784732906486,11.522201043633359
223706,ET2023A3160023,222767,Ethiopia,Sidama,Sidama,Hawela,0.2702547337925225,0.06873181713792634,30.809039652347565
223508,ET2023A3042309,222743,Ethiopia,Oromia,Shager City,Mana Abichu,0.20180261289222842,0.12960601835650465,22.80369525682181
223926,ET2023A3192703,222793,Ethiopia,Central Ethiopia,Kembata,Kediada Gambela,0.2192257437085317,0.05695924349155489,26.526314988732338
223757,ET2023A3171707,222771,Ethiopia,South West Ethiopia,Dawro,Tercha Zuriya,0.4110088761733926,0.08783539809990892,47.26602075994015
223501,ET2023A3042302,222743,Ethiopia,Oromia,Shager City,Eka Tafo,0.1389010371472107,0.08019065514518893,16.25142134622365
223655,ET2023A3130105,222763,Ethiopia,Harari,Harari,Erer (HR),0.4995759820516131,0.0808706526206733,56.452085971832275
223093,ET2023A3030807,222715,Ethiopia,Amhara,Wag Himra,Sekota town,0.47191088915872975,0.1455246859752689,56.15739580988884
223707,ET2023A3160024,222767,Ethiopia,Sidama,Sidama,Bura,0.30602564906873625,0.10132031042057318,36.41705223917961
223680,ET2023A3150201,222766,Ethiopia,Dire Dawa,Dire Dawa rural,Aseliso,0.6134149179961838,0.14758183564146032,74.83661999553442
222977,ET2023A3030312,222710,Ethiopia,Amhara,North Wollo,Gazo,0.36461313766619513,0.13299727694502095,45.94125534594059
223922,ET2023A3192518,222791,Ethiopia,Central Ethiopia,East Gurage,Misrak Meskan,0.2865948451270584,0.0594934051771789,37.54392471164465
222955,ET2023A3030210,222709,Ethiopia,Amhara,South Gondar,Debre Tabor town,0.16743383550342653,0.0677717812255233,22.1012662864523
223693,ET2023A3160010,222767,Ethiopia,Sidama,Sidama,Boricha,0.261522706426107,0.04684118761275473,33.997951835393906
223161,ET2023A3031415,222721,Ethiopia,Amhara,Bahir Dar,Tis Abay town,0.30506524846509653,0.15074313850531854,41.18380854278803
223916,ET2023A3192013,222789,Ethiopia,Central Ethiopia,Silltie,Misirak Silti,0.4181867671294475,0.1132117658444366,53.109719425439835
223708,ET2023A3160025,222767,Ethiopia,Sidama,Sidama,Dara Otilicho,0.2891364489731036,0.054867993940817684,38.455147713422775
223560,ET2023A3050592,222748,Ethiopia,Somali,Korahe,Kebridehar town,0.7049781767121197,0.12275560932088665,96.5820102095604
223530,ET2023A3050295,222745,Ethiopia,Somali,Fafan,Wajale town,0.8014942434676688,0.187318616275851,111.40769984200597
223711,ET2023A3160028,222767,Ethiopia,Sidama,Sidama,Shafamo,0.4731278355786766,0.12079272558923411,65.29164130985737
223772,ET2023A3171810,222772,Ethiopia,South West Ethiopia,West Omo,Maji Tum town,0.4973324074902955,0.18769688473072324,67.63720741868019
222868,ET2023A3010504,222699,Ethiopia,Tigray,West Tigray,Setit Humera town,0.4282617940821431,0.20808930185080612,47.10879734903574
223748,ET2023A3171106,222770,Ethiopia,South West Ethiopia,Bench Sheko,Gidi Bench,0.286445853422428,0.08925896827294606,41.53464874625206
223712,ET2023A3160029,222767,Ethiopia,Sidama,Sidama,Chabe Gambeltu,0.357682181773959,0.12153502152479664,52.93696290254593
223503,ET2023A3042304,222743,Ethiopia,Oromia,Shager City,Galan,0.16085496547400313,0.08909534528025083,23.64567992467846
223782,ET2023A3180505,222774,Ethiopia,South Ethiopia,Gedeo,Dila Zuria,0.25053703896447915,0.0784139581550832,36.828944727778435
223781,ET2023A3180504,222774,Ethiopia,South Ethiopia,Gedeo,Bule,0.3649197582614748,0.1419964529787177,53.27828470617533
223660,ET2023A3140101,222764,Ethiopia,Addis Ababa,Region 14,Akaki - Kalit,0.05111733689830145,0.06274913158949903,7.463131187152012
223913,ET2023A3192010,222789,Ethiopia,Central Ethiopia,Silltie,Worabe town,0.2492039081634291,0.07942493677271675,37.13138231635094
223825,ET2023A3181014,222776,Ethiopia,South Ethiopia,Gamo,Bonke,0.31410510009093,0.059596271969142106,47.42987011373043
223709,ET2023A3160026,222767,Ethiopia,Sidama,Sidama,Teticha,0.45759227968655625,0.10959904583553304,70.46921107172966
223929,ET2023A3192706,222793,Ethiopia,Central Ethiopia,Kembata,Doyogena,0.21870323341292672,0.05188750638785323,34.55511087924242
223651,ET2023A3130101,222763,Ethiopia,Harari,Harari,Sofi,0.5399565659229111,0.09693119783540585,85.85309398174286
223001,ET2023A3030417,222711,Ethiopia,Amhara,South Wollo,Kombolcha town,0.24655428505528257,0.11966273042083247,39.44868560884521
223778,ET2023A3180501,222774,Ethiopia,South Ethiopia,Gedeo,Wenago,0.2314456425331257,0.0817814008147509,37.49419409036636
223506,ET2023A3042307,222743,Ethiopia,Oromia,Shager City,Koye,0.20108673786260559,0.07812221288078951,33.983658698780346
223281,ET2023A3040618,222727,Ethiopia,Oromia,North Shewa (OR),Sendafa town,0.19068655839966892,0.0777728184282416,32.798088044743054
223696,ET2023A3160013,222767,Ethiopia,Sidama,Sidama,Wonosho,0.36416891966596504,0.07817521118250752,63.00122310221195
222886,ET2023A3010705,222701,Ethiopia,Tigray,Mekele,Kuiha Sub City,0.30006004661574204,0.12764274084539787,53.11062825098634
223036,ET2023A3030520,222712,Ethiopia,Amhara,North Shewa (AM),Debre Berhan town,0.21335576198382594,0.11900902098748181,37.76396987113719
223862,ET2023A3182411,222784,Ethiopia,South Ethiopia,South Omo (Agr),Wub Ari,0.5917784500607225,0.1458971746880988,101.78589341044426
223511,ET2023A3042313,222743,Ethiopia,Oromia,Shager City,Sululta (Shager City),0.26448460496937587,0.1579324864844871,45.75583665970203
223689,ET2023A3160006,222767,Ethiopia,Sidama,Sidama,Dara,0.31112551029728747,0.12877770306486483,54.13583879172802
223902,ET2023A3191403,222788,Ethiopia,Central Ethiopia,Alaba,Atote Ulo,0.5987026824269976,0.12281738210194793,104.77296942472458
223551,ET2023A3050409,222747,Ethiopia,Somali,Erer,Salahad,0.9952492952346802,0.009591906030541488,169.19238018989563
223891,ET2023A3190209,222787,Ethiopia,Central Ethiopia,Hadiya,Mirab Badowach,0.2533798048670372,0.06224209673719759,45.101605266332626
223874,ET2023A3190108,222786,Ethiopia,Central Ethiopia,Gurage,Endiguagn,0.2653340739982851,0.0438595364570479,47.229465171694756
223504,ET2023A3042305,222743,Ethiopia,Oromia,Shager City,Galan Gudo,0.20261894947561732,0.11140597391827503,36.06617300665988
223907,ET2023A3192004,222789,Ethiopia,Central Ethiopia,Silltie,Mierab Azenet Berbere,0.23131656182113658,0.047660405315406384,41.17434800416231
223925,ET2023A3192702,222793,Ethiopia,Central Ethiopia,Kembata,Angacha,0.24205853707260555,0.04564936089240014,43.570536673069
223717,ET2023A3160034,222767,Ethiopia,Sidama,Sidama,Daella,0.463570420231138,0.1660671243213646,84.36981648206711
223780,ET2023A3180503,222774,Ethiopia,South Ethiopia,Gedeo,Kochere,0.28885020357039237,0.052561768052897355,51.99303664267063
223698,ET2023A3160015,222767,Ethiopia,Sidama,Sidama,Bursa,0.48223121818658465,0.131319495464009,89.21277536451817
222842,ET2023A3010310,222697,Ethiopia,Tigray,East Tigray,Bizet,0.47744756671770705,0.08109872139358246,91.19248524308205
223690,ET2023A3160007,222767,Ethiopia,Sidama,Sidama,Hulla,0.42836574156871016,0.13778943200399235,81.81785663962364
223930,ET2023A3192707,222793,Ethiopia,Central Ethiopia,Kembata,Damboya,0.2608897959574675,0.06277201841291735,50.87351021170616
223810,ET2023A3180620,222775,Ethiopia,South Ethiopia,Wolayita,Kawo Koisha,0.3343862139962498,0.08371946295665642,64.5365393012762
223697,ET2023A3160014,222767,Ethiopia,Sidama,Sidama,Chire,0.4496165503902982,0.10726739537725237,86.32637767493725
223801,ET2023A3180611,222775,Ethiopia,South Ethiopia,Wolayita,Damot Pullasa,0.2019115210725711,0.05886613004164809,39.37274660915136
223684,ET2023A3160001,222767,Ethiopia,Sidama,Sidama,Shebe Dino,0.31781173839556925,0.06576459315057614,62.29110072553158
223786,ET2023A3180509,222774,Ethiopia,South Ethiopia,Gedeo,Rape,0.3933248379738024,0.1653634931640135,79.45161727070808
223701,ET2023A3160018,222767,Ethiopia,Sidama,Sidama,Hawasa town,0.1723453423549227,0.13003578638563743,34.12437778627469
223910,ET2023A3192007,222789,Ethiopia,Central Ethiopia,Silltie,Misrak Azenet Berbere,0.2899722150630421,0.07735686577784068,57.41449858248234
222853,ET2023A3010403,222698,Ethiopia,Tigray,South Tigray,Neqsege,0.5381975828273462,0.14347962237539363,108.71591173112392
223694,ET2023A3160011,222767,Ethiopia,Sidama,Sidama,Gorche,0.3807557288765302,0.08644314321435677,75.00887858867645
223505,ET2023A3042306,222743,Ethiopia,Oromia,Shager City,Gefersa Guje,0.2012192078203482,0.0968760470118985,40.445060771889985
223883,ET2023A3190201,222787,Ethiopia,Central Ethiopia,Hadiya,Misha,0.2175822756639341,0.040751804717696745,44.60436651110649
223845,ET2023A3181506,222779,Ethiopia,South Ethiopia,Gofa,O'yida,0.371246889953452,0.1123353589648093,76.84810622036457
223928,ET2023A3192705,222793,Ethiopia,Central Ethiopia,Kembata,Hadero Tunto,0.249609190934245,0.09618571733451567,52.66753928712569
223799,ET2023A3180609,222775,Ethiopia,South Ethiopia,Wolayita,Damot Sore,0.31786004991198963,0.06411685927350624,66.11489038169384
223787,ET2023A3180510,222774,Ethiopia,South Ethiopia,Gedeo,Churso,0.42936283846696216,0.14144724414894083,90.16619607806206
223695,ET2023A3160012,222767,Ethiopia,Sidama,Sidama,Malga,0.3285111940213453,0.08984181966682789,70.3013955205679
223758,ET2023A3171708,222771,Ethiopia,South West Ethiopia,Dawro,Mari Mansa,0.40184613965727667,0.11407999262595755,86.79876616597176
223752,ET2023A3171702,222771,Ethiopia,South West Ethiopia,Dawro,Mareka,0.45634409012359994,0.1353357214668255,97.65763528645039
223927,ET2023A3192704,222793,Ethiopia,Central Ethiopia,Kembata,Kacha Bira,0.20966978728221858,0.05768648958987822,45.49834384024143
223682,ET2023A3150207,222766,Ethiopia,Dire Dawa,Dire Dawa rural,Wahil,0.5916255873028077,0.15007339447829554,129.56600361931487
222852,ET2023A3010402,222698,Ethiopia,Tigray,South Tigray,Bora (TG),0.5842310838367907,0.14008587593826477,130.28353169560432
223897,ET2023A3190215,222787,Ethiopia,Central Ethiopia,Hadiya,Ameka,0.3303382343950525,0.10878161448532142,74.65644097328186
222910,ET2023A3020209,222703,Ethiopia,Afar,Kilbati,Abaala town,0.7739661145210266,0.13796825770179627,174.142375767231
223783,ET2023A3180506,222774,Ethiopia,South Ethiopia,Gedeo,Gedeb,0.4118902954310853,0.13301517526513754,91.02775529026985
223688,ET2023A3160005,222767,Ethiopia,Sidama,Sidama,Aleta Wendo,0.3459216955563296,0.09664970623856328,79.56198997795582
223002,ET2023A3030418,222711,Ethiopia,Amhara,South Wollo,Dessie town,0.19458162911750412,0.09114435502736964,46.50500935908349
223879,ET2023A3190113,222786,Ethiopia,Central Ethiopia,Gurage,Geta,0.23590402127434518,0.057676994250502156,56.3810610845685
223521,ET2023A3050202,222745,Ethiopia,Somali,Fafan,Gursum (SM),0.7244418262188405,0.14992612549567988,173.14159646630287
223700,ET2023A3160017,222767,Ethiopia,Sidama,Sidama,Bona Zuria,0.40503463967049375,0.10741158753645798,95.18314032256603
223776,ET2023A3171904,222773,Ethiopia,South West Ethiopia,Konta,Elahanchano,0.47148989750866144,0.14868190469818013,111.74310570955276
223702,ET2023A3160019,222767,Ethiopia,Sidama,Sidama,Wondo-Genet,0.26223636579340426,0.09114608456095633,63.19896415621042
223811,ET2023A3180621,222775,Ethiopia,South Ethiopia,Wolayita,Abela Abaya,0.45924618458452304,0.10813599475626666,111.13757666945457
222827,ET2023A3010217,222696,Ethiopia,Tigray,Central Tigray,Hahayle,0.5717728322866011,0.08519552468333728,140.08434391021729
223431,ET2023A3041596,222736,Ethiopia,Oromia,West Gujii,Birbirsa Kojowa,0.7108922765344755,0.1432692861144815,169.90325409173965
223915,ET2023A3192012,222789,Ethiopia,Central Ethiopia,Silltie,Mito,0.4740224610936193,0.12787429690629148,113.29136820137501
223158,ET2023A3031412,222721,Ethiopia,Amhara,Bahir Dar,Bahir Dar town,0.1313172531793164,0.10245855738395268,33.879851320263626
223510,ET2023A3042311,222743,Ethiopia,Oromia,Shager City,Sebeta,0.19990976349944953,0.1100099044395694,49.97744087486238
223793,ET2023A3180603,222775,Ethiopia,South Ethiopia,Wolayita,Damot Woide,0.4247154204541652,0.15243584374481434,110.00129389762878
223756,ET2023A3171706,222771,Ethiopia,South West Ethiopia,Dawro,Kache,0.5521832899496019,0.20783554199565582,139.70237235724926
223299,ET2023A3040715,222728,Ethiopia,Oromia,East Shewa,Batu town,0.3883567383632441,0.14938844839993037,99.80768175935373
223368,ET2023A3041089,222731,Ethiopia,Oromia,East Hararge,Goro Muti,0.4432953599607572,0.10220861710430451,113.48361214995384
223889,ET2023A3190207,222787,Ethiopia,Central Ethiopia,Hadiya,Duna,0.22499581371725297,0.059742770125075714,58.27391575276852
223529,ET2023A3050293,222745,Ethiopia,Somali,Fafan,Jigjiga town,0.5809994997724122,0.25939310978880076,153.3838679399168
223890,ET2023A3190208,222787,Ethiopia,Central Ethiopia,Hadiya,Analemmo,0.3096198318283797,0.08175621559101802,83.28773476183414
223899,ET2023A3190217,222787,Ethiopia,Central Ethiopia,Hadiya,Mirab Soro,0.49249112950355717,0.21693088195222374,130.0176581889391
223686,ET2023A3160003,222767,Ethiopia,Sidama,Sidama,Arbegona,0.4541408498596428,0.13907713656205048,120.80146606266499
223906,ET2023A3192003,222789,Ethiopia,Central Ethiopia,Silltie,Lanfero,0.4396100322551587,0.11028946690627288,119.57392877340317
223875,ET2023A3190109,222786,Ethiopia,Central Ethiopia,Gurage,Gumer,0.20206965919693604,0.04317952642261741,54.9629473015666
223924,ET2023A3192601,222792,Ethiopia,Central Ethiopia,Kebena,Kebena,0.3766093991249273,0.11838374568174326,106.58045995235443
223887,ET2023A3190205,222787,Ethiopia,Central Ethiopia,Hadiya,Misrak Badawacho,0.3332053535621226,0.10297070331485778,92.9642936438322
223792,ET2023A3180602,222775,Ethiopia,South Ethiopia,Wolayita,Damot Gale,0.2556746050038121,0.07125617935910142,73.12293703109026
223541,ET2023A3050307,222746,Ethiopia,Somali,Jarar,Degahabur town,0.7509589771327284,0.17453816454625481,218.52906234562397
223297,ET2023A3040712,222728,Ethiopia,Oromia,East Shewa,Akaki,0.3072263975835748,0.07236842816651108,89.40288169682026
223354,ET2023A3041007,222731,Ethiopia,Oromia,East Hararge,Kurfa Chele,0.4437601494935009,0.1022417344028486,126.91540275514126
223398,ET2023A3041305,222734,Ethiopia,Oromia,South West Shewa,Ilu,0.24841208237555476,0.07266995618031714,71.04585555940866
223507,ET2023A3042308,222743,Ethiopia,Oromia,Shager City,Kura Jida,0.22517182455626944,0.10570953610893984,65.07465729676187
223779,ET2023A3180502,222774,Ethiopia,South Ethiopia,Gedeo,Yirgachefe,0.290057632009598,0.0715372346714364,84.40677091479301
223353,ET2023A3041006,222731,Ethiopia,Oromia,East Hararge,Haro Maya,0.508598661011663,0.12065691041772607,147.49361169338226
223861,ET2023A3182410,222784,Ethiopia,South Ethiopia,South Omo (Agr),Boko Dawula,0.42368448447514245,0.1157318936403582,121.17376255989075
223418,ET2023A3041490,222735,Ethiopia,Oromia,Gujii,Haro Walabu,0.6774039575369051,0.16299760736210905,205.25339913368225
223827,ET2023A3181016,222776,Ethiopia,South Ethiopia,Gamo,Gacho Baba,0.3237131295743905,0.08578914504942874,99.37993077933788
223904,ET2023A3192001,222789,Ethiopia,Central Ethiopia,Silltie,Alicho Woriro,0.19262675617890837,0.0532519005664923,59.521667659282684
223747,ET2023A3171105,222770,Ethiopia,South West Ethiopia,Bench Sheko,Semen Bench,0.2904780575988061,0.15578896762878236,92.66250037401915
223800,ET2023A3180610,222775,Ethiopia,South Ethiopia,Wolayita,Kindo Daddaye,0.3852071926992081,0.14491014040869038,123.6515088564458
223715,ET2023A3160032,222767,Ethiopia,Sidama,Sidama,Bilate Zuria,0.4376828210894018,0.17209036069444908,140.0585027486086
223798,ET2023A3180608,222775,Ethiopia,South Ethiopia,Wolayita,Boloso Bombe,0.26817392973327936,0.07995088044659139,86.08383144438267
222851,ET2023A3010401,222698,Ethiopia,Tigray,South Tigray,Selewa,0.5769695514530847,0.18199007821797875,190.39995197951794
223716,ET2023A3160033,222767,Ethiopia,Sidama,Sidama,Darara,0.4495322746857081,0.20634037661705446,145.64845699816942
223923,ET2023A3192519,222791,Ethiopia,Central Ethiopia,East Gurage,Debub Sodo,0.3608362541195085,0.09853770554071115,117.99345509707928
223909,ET2023A3192006,222789,Ethiopia,Central Ethiopia,Silltie,Sankura,0.3860630788291689,0.08224212656333639,127.78687909245491
222863,ET2023A3010413,222698,Ethiopia,Tigray,South Tigray,Zata,0.5547215279733392,0.1855662514897991,186.9411549270153
223859,ET2023A3182403,222784,Ethiopia,South Ethiopia,South Omo (Agr),North Ari,0.5110440823535426,0.19445010486577743,168.13350309431553
223838,ET2023A3181304,222778,Ethiopia,South Ethiopia,Konso,Kena,0.5112795963838108,0.10272298265914223,168.21098721027374
223819,ET2023A3181008,222776,Ethiopia,South Ethiopia,Gamo,Dita,0.3688289621578796,0.16006658117019446,123.92653128504753
223271,ET2023A3040607,222727,Ethiopia,Oromia,North Shewa (OR),Debre Libanos,0.3545262014979491,0.14614159164380208,120.89343471080065
223687,ET2023A3160004,222767,Ethiopia,Sidama,Sidama,Dale,0.3987315418502697,0.1085482042850196,134.3725296035409
223791,ET2023A3180601,222775,Ethiopia,South Ethiopia,Wolayita,Boloso Sore,0.2800591382471954,0.05105155563661695,95.22010700404644
223699,ET2023A3160016,222767,Ethiopia,Sidama,Sidama,Aleta Chuko,0.36004041395215103,0.17322423733971293,123.85390239953995
223817,ET2023A3181006,222776,Ethiopia,South Ethiopia,Gamo,Chencha Zuriya,0.31255741304782936,0.1220008561066801,107.51975008845329
223183,ET2023A3040197,222722,Ethiopia,Oromia,West Wellega,Leta Sibu,0.22979893406174776,0.07634812884947051,79.51043118536472
223131,ET2023A3031118,222718,Ethiopia,Amhara,Central Gondar,Gonder town,0.28528092433795266,0.1644623966655211,99.56304259394547
223102,ET2023A3030907,222716,Ethiopia,Amhara,Awi,Guagusa Shikudad,0.23653777620816163,0.08314146251436595,83.02475944906473
223685,ET2023A3160002,222767,Ethiopia,Sidama,Sidama,Hawassa Zuria,0.2960289464480635,0.057616214243736925,102.12998652458191
223416,ET2023A3041415,222735,Ethiopia,Oromia,Gujii,Ana Jila,0.6845983406133085,0.13320639653717375,241.66321423649788
223590,ET2023A3050809,222751,Ethiopia,Somali,Afder,Raso,0.8220815771612627,0.1333650492427733,286.08438885211945
223470,ET2023A3041812,222739,Ethiopia,Oromia,Kelem,Sedi Chenka,0.3532026660289954,0.1352113358986197,124.32733844220638
223935,ET2023A3192807,222794,Ethiopia,Central Ethiopia,Mareko,Mareko,0.3799905056123343,0.10998738180462307,134.51663898676634
223908,ET2023A3192005,222789,Ethiopia,Central Ethiopia,Silltie,Dalocha,0.4780051294672355,0.13315415155109353,170.16982609033585
223175,ET2023A3040113,222722,Ethiopia,Oromia,West Wellega,Gaji,0.19230165771312183,0.06384580993645826,69.22859677672386
223475,ET2023A3041905,222740,Ethiopia,Oromia,Horo Guduru,Abay Chomen,0.2885899803307989,0.13933084877749516,84.84545421725488
223174,ET2023A3040112,222722,Ethiopia,Oromia,West Wellega,Yubdo,0.18213940069812243,0.06589958915384664,66.66302065551281
223797,ET2023A3180607,222775,Ethiopia,South Ethiopia,Wolayita,Ofa,0.45715073193167594,0.15012633795140118,166.40286642313004
223348,ET2023A3041001,222731,Ethiopia,Oromia,East Hararge,Kombolcha,0.4279697721979689,0.10871252937246337,158.77678548544645
222985,ET2023A3030401,222711,Ethiopia,Amhara,South Wollo,Argoba,0.6442203156511727,0.18314798146444505,242.8710590004921
223367,ET2023A3041020,222731,Ethiopia,Oromia,East Hararge,Mekanisa Oromo,0.866883981523501,0.10914135647094945,323.3477251082659
223325,ET2023A3040824,222729,Ethiopia,Oromia,Arsi,Inkolo Wabe,0.36297913383752267,0.13432502772758675,135.75419605523348
223275,ET2023A3040611,222727,Ethiopia,Oromia,North Shewa (OR),Bereh,0.34571112235387164,0.11483415060032189,129.64167088270187
223264,ET2023A3040597,222726,Ethiopia,Oromia,West Shewa,Liban Jawi,0.3949655620881947,0.1620545514101689,146.92718909680843
223901,ET2023A3191402,222788,Ethiopia,Central Ethiopia,Alaba,Wera,0.4261696362223766,0.11310866465206844,158.96127431094646
222829,ET2023A3010219,222696,Ethiopia,Tigray,Central Tigray,Emba Sieneti,0.5933233036786547,0.10328905821979631,230.8027651309967
223794,ET2023A3180604,222775,Ethiopia,South Ethiopia,Wolayita,Humbo,0.5589503457096858,0.17573151473147205,213.5190320611
223919,ET2023A3192506,222791,Ethiopia,Central Ethiopia,East Gurage,Meskan,0.33350905892088184,0.13009870257996478,132.73660545051098
222816,ET2023A3010206,222696,Ethiopia,Tigray,Central Tigray,Tahtay Mayechew,0.5606105959595148,0.09953182299087061,223.1230171918869
