,id,fnid,parent_id,admin_0,admin_1,admin_2,admin_3,population_mean,population_sd,population_sum
234,223030,ET2023A3030514,222712,Ethiopia,Amhara,North Shewa (AM),Assagirt,7.320988,4.006095,61035.078125
235,223031,ET2023A3030515,222712,Ethiopia,Amhara,North Shewa (AM),Ankober,7.5134172,3.5418115,100071.203125
236,223032,ET2023A3030516,222712,Ethiopia,Amhara,North Shewa (AM),Hagere Mariam,6.857543,3.1111176,67553.65625
237,223033,ET2023A3030517,222712,Ethiopia,Amhara,North Shewa (AM),Berehet,6.2391286,2.9442651,46238.18359375
238,223034,ET2023A3030518,222712,Ethiopia,Amhara,North Shewa (AM),Minjar Shenkora,7.456256,4.627002,158370.875
239,223035,ET2023A3030519,222712,Ethiopia,Amhara,North Shewa (AM),Basona Worena,6.111144,3.0455492,131377.375
240,223036,ET2023A3030520,222712,Ethiopia,Amhara,North Shewa (AM),Debre Berhan town,27.820345,37.379387,111420.484375
241,223037,ET2023A3030521,222712,Ethiopia,Amhara,North Shewa (AM),Menze Keya Gabriel,8.412127,2.933691,60626.1953125
242,223038,ET2023A3030522,222712,Ethiopia,Amhara,North Shewa (AM),Menze Lalo Midir,3.8621035,1.4864877,23582.00390625
243,223039,ET2023A3030523,222712,Ethiopia,Amhara,North Shewa (AM),Siya Debirna Wayu,11.837028,7.432102,75141.453125
244,223040,ET2023A3030524,222712,Ethiopia,Amhara,North Shewa (AM),Tulefa town,7.3884425,3.1097906,6523.99462890625
245,223041,ET2023A3030525,222712,Ethiopia,Amhara,North Shewa (AM),Debre Sina town,26.2742,17.683464,7908.5341796875
246,223042,ET2023A3030526,222712,Ethiopia,Amhara,North Shewa (AM),Arerti town,44.955994,17.039629,9575.626953125
247,223043,ET2023A3030527,222712,Ethiopia,Amhara,North Shewa (AM),Molale town,48.068863,20.98937,7354.5361328125
248,223044,ET2023A3030528,222712,Ethiopia,Amhara,North Shewa (AM),Enewari town,48.169754,21.437208,7803.5
249,223045,ET2023A3030595,222712,Ethiopia,Amhara,North Shewa (AM),Shoa Robit,40.422516,20.411871,21019.708984375
250,223046,ET2023A3030597,222712,Ethiopia,Amhara,North Shewa (AM),Mehale Meda town,47.421406,26.647562,13277.994140625
251,223047,ET2023A3030598,222712,Ethiopia,Amhara,North Shewa (AM),Ataye town,36.273182,22.089249,10918.2275390625
252,223048,ET2023A3030599,222712,Ethiopia,Amhara,North Shewa (AM),Aleme Ketma,44.893105,26.795582,13512.82421875
253,223049,ET2023A3030601,222713,Ethiopia,Amhara,East Gojam,Bibugn,8.2485695,4.5439944,104270.171875
254,223050,ET2023A3030602,222713,Ethiopia,Amhara,East Gojam,Hulet Ej Enese,9.077432,4.4819946,357351.25
255,223051,ET2023A3030603,222713,Ethiopia,Amhara,East Gojam,Goncha Siso Enebse,7.881218,3.6024196,108855.3828125
256,223052,ET2023A3030604,222713,Ethiopia,Amhara,East Gojam,Enebse Sarmder,9.335269,4.048633,149644.359375
257,223053,ET2023A3030605,222713,Ethiopia,Amhara,East Gojam,Enarj Enawga,10.261731,4.1965594,202125.3125
258,223054,ET2023A3030606,222713,Ethiopia,Amhara,East Gojam,Enemay,13.231099,8.162679,192777.109375
259,223055,ET2023A3030607,222713,Ethiopia,Amhara,East Gojam,Debay Telatgen,10.971642,6.914049,161930.453125
260,223056,ET2023A3030608,222713,Ethiopia,Amhara,East Gojam,Debre Elias,8.794899,4.9136014,109593.234375
261,223057,ET2023A3030609,222713,Ethiopia,Amhara,East Gojam,Michakel,8.206583,4.1124697,149047.953125
262,223058,ET2023A3030610,222713,Ethiopia,Amhara,East Gojam,Guzamn,8.233998,3.5947433,191094.625
263,223059,ET2023A3030611,222713,Ethiopia,Amhara,East Gojam,Baso Liben,10.063686,3.4361007,185886.34375
264,223060,ET2023A3030612,222713,Ethiopia,Amhara,East Gojam,Awabel,9.717362,4.9226933,150405.328125
265,223061,ET2023A3030613,222713,Ethiopia,Amhara,East Gojam,Dejen,12.44862,7.6789956,122942.5703125
266,223062,ET2023A3030614,222713,Ethiopia,Amhara,East Gojam,Shebel Bernta,12.044684,4.7156305,134189.828125
267,223063,ET2023A3030615,222713,Ethiopia,Amhara,East Gojam,Debre Markos town,29.743,25.166508,100114.9375
268,223064,ET2023A3030616,222713,Ethiopia,Amhara,East Gojam,Senan,5.8433185,3.2268238,75670.9765625
269,223065,ET2023A3030617,222713,Ethiopia,Amhara,East Gojam,Aneded,9.150592,4.6811004,120531.6015625
270,223066,ET2023A3030619,222713,Ethiopia,Amhara,East Gojam,Sedae,6.8256903,1.4678894,64373.0859375
271,223067,ET2023A3030620,222713,Ethiopia,Amhara,East Gojam,Merto Lemariyam town,29.741255,22.689543,23406.3671875
272,223068,ET2023A3030621,222713,Ethiopia,Amhara,East Gojam,Amanuel town,44.132645,20.752167,10900.763671875
273,223069,ET2023A3030622,222713,Ethiopia,Amhara,East Gojam,Lumame town,50.896915,22.240294,7838.125
274,223070,ET2023A3030623,222713,Ethiopia,Amhara,East Gojam,Gundwoin town,42.248043,25.364122,17194.953125
275,223071,ET2023A3030624,222713,Ethiopia,Amhara,East Gojam,Debrework town,44.176514,20.63909,12943.71875
276,223072,ET2023A3030694,222713,Ethiopia,Amhara,East Gojam,Mota town,42.527054,23.565323,23815.150390625
277,223073,ET2023A3030698,222713,Ethiopia,Amhara,East Gojam,Dejen town,46.56841,22.850296,10664.166015625
278,223074,ET2023A3030699,222713,Ethiopia,Amhara,East Gojam,Bechena town,59.062145,31.100616,22857.05078125
279,223075,ET2023A3030705,222714,Ethiopia,Amhara,West Gojam,Sekela,8.712892,5.571033,178387.75
280,223076,ET2023A3030706,222714,Ethiopia,Amhara,West Gojam,Quarit,8.352196,4.8510017,149237.03125
281,223077,ET2023A3030707,222714,Ethiopia,Amhara,West Gojam,Dega Damot,7.877447,4.5425696,202237.703125
282,223078,ET2023A3030708,222714,Ethiopia,Amhara,West Gojam,Dembecha,8.033124,3.3528,157698.25
283,223079,ET2023A3030709,222714,Ethiopia,Amhara,West Gojam,Jabi Tehnan,10.222266,5.045781,225421.40625
284,223080,ET2023A3030710,222714,Ethiopia,Amhara,West Gojam,Bure (AM),10.8600445,8.320176,154288.65625
285,223081,ET2023A3030711,222714,Ethiopia,Amhara,West Gojam,Wemberma,7.5068607,3.8215737,129530.8828125
286,223082,ET2023A3030714,222714,Ethiopia,Amhara,West Gojam,Finote Selam town,24.043224,24.509941,33732.64453125
287,223083,ET2023A3030717,222714,Ethiopia,Amhara,West Gojam,Denbecha town,35.385117,22.909115,16206.3837890625
288,223084,ET2023A3030720,222714,Ethiopia,Amhara,West Gojam,Jiga town,50.28902,33.257336,10912.7177734375
289,223085,ET2023A3030721,222714,Ethiopia,Amhara,West Gojam,Shendi town,28.567945,15.197083,5570.74951171875
290,223086,ET2023A3030798,222714,Ethiopia,Amhara,West Gojam,Bure town,38.294636,25.728827,32856.796875
291,223087,ET2023A3030801,222715,Ethiopia,Amhara,Wag Himra,Zequala,5.10489,2.6793957,59819.09765625
292,223088,ET2023A3030802,222715,Ethiopia,Amhara,Wag Himra,Sekota,8.480508,3.5799096,106006.34375
293,223089,ET2023A3030803,222715,Ethiopia,Amhara,Wag Himra,Dehana,11.330074,5.313518,135145.125
294,223090,ET2023A3030804,222715,Ethiopia,Amhara,Wag Himra,Gaz Gibla,12.941214,6.9969935,93862.625
295,223091,ET2023A3030805,222715,Ethiopia,Amhara,Wag Himra,Abergele (AM),8.535947,4.5331826,61006.41015625
296,223092,ET2023A3030806,222715,Ethiopia,Amhara,Wag Himra,Sahila,7.2761645,2.3925817,32182.4765625
297,223093,ET2023A3030807,222715,Ethiopia,Amhara,Wag Himra,Sekota town,27.52019,28.421698,28923.71875
298,223094,ET2023A3030808,222715,Ethiopia,Amhara,Wag Himra,Tsagbeji,6.9448113,1.7254678,32244.759765625
299,223095,ET2023A3030809,222715,Ethiopia,Amhara,Wag Himra,Amde Work town,47.913506,25.48108,4647.60986328125
300,223096,ET2023A3030901,222716,Ethiopia,Amhara,Awi,Dangila,8.19648,3.2536645,177789.84375
301,223097,ET2023A3030902,222716,Ethiopia,Amhara,Awi,Banja,9.994075,5.241559,112173.5
302,223098,ET2023A3030903,222716,Ethiopia,Amhara,Awi,Ankasha,11.3736515,2.9197006,123631.59375
303,223099,ET2023A3030904,222716,Ethiopia,Amhara,Awi,Guangua,10.268692,4.20381,256624.875
304,223100,ET2023A3030905,222716,Ethiopia,Amhara,Awi,Fagta Lakoma,8.864778,2.7407105,153094.703125
305,223101,ET2023A3030906,222716,Ethiopia,Amhara,Awi,Jawi,4.686346,2.0841582,105217.84375
306,223102,ET2023A3030907,222716,Ethiopia,Amhara,Awi,Guagusa Shikudad,10.266786,4.0659556,91169.0546875
307,223103,ET2023A3030908,222716,Ethiopia,Amhara,Awi,Ayehu Guwagusa,13.006989,5.7772474,121732.40625
308,223104,ET2023A3030909,222716,Ethiopia,Amhara,Awi,Agew Gimija Bet town,32.53886,25.729975,14317.0986328125
309,223105,ET2023A3030910,222716,Ethiopia,Amhara,Awi,Tilili town,57.360886,41.535152,15143.2734375
310,223106,ET2023A3030911,222716,Ethiopia,Amhara,Awi,Adiss Kidame town,45.467,21.5394,9184.333984375
311,223107,ET2023A3030912,222716,Ethiopia,Amhara,Awi,Fendika town,22.06013,9.33514,3397.259765625
312,223108,ET2023A3030996,222716,Ethiopia,Amhara,Awi,Injibara town,28.486277,30.08643,33357.4296875
313,223109,ET2023A3030997,222716,Ethiopia,Amhara,Awi,Zigem town,17.128633,7.4390597,2398.0087890625
314,223110,ET2023A3030998,222716,Ethiopia,Amhara,Awi,Dangila town,39.2272,25.735106,29773.4453125
315,223111,ET2023A3030999,222716,Ethiopia,Amhara,Awi,Chagni town,39.75087,26.044481,35219.26953125
316,223112,ET2023A3031001,222717,Ethiopia,Amhara,Oromia,Dewa Cheffa,10.89609,8.589762,176015.4375
317,223113,ET2023A3031002,222717,Ethiopia,Amhara,Oromia,Bati,13.327697,6.4921303,121215.40625
318,223114,ET2023A3031003,222717,Ethiopia,Amhara,Oromia,Jilye Tumuga,10.400051,8.965531,96429.2734375
319,223115,ET2023A3031004,222717,Ethiopia,Amhara,Oromia,Artuma Fursi,10.457023,6.58659,95702.671875
320,223116,ET2023A3031005,222717,Ethiopia,Amhara,Oromia,Dewa Harewa,11.162606,6.809136,53614.0
321,223117,ET2023A3031006,222717,Ethiopia,Amhara,Oromia,Kemisie town,63.689793,29.129454,23947.361328125
322,223118,ET2023A3031007,222717,Ethiopia,Amhara,Oromia,Chef Robit town,47.98537,19.511324,7053.849609375
323,223119,ET2023A3031008,222717,Ethiopia,Amhara,Oromia,Senbete town,10.624069,3.9834769,191.23324584960938
324,223120,ET2023A3031099,222717,Ethiopia,Amhara,Oromia,Bati town,63.859097,29.947165,21967.529296875
325,223121,ET2023A3031106,222718,Ethiopia,Amhara,Central Gondar,Chilga 1,9.908677,5.628578,115327.09375
326,223122,ET2023A3031107,222718,Ethiopia,Amhara,Central Gondar,Tsegede (AM),8.080422,3.643363,92577.3984375
327,223123,ET2023A3031108,222718,Ethiopia,Amhara,Central Gondar,Lay Armacho,8.893492,5.0735784,216707.71875
328,223124,ET2023A3031109,222718,Ethiopia,Amhara,Central Gondar,Wegera,7.824341,3.8425698,190444.453125
329,223125,ET2023A3031110,222718,Ethiopia,Amhara,Central Gondar,Gonder Zuria,7.846616,6.3308535,158548.71875
330,223126,ET2023A3031111,222718,Ethiopia,Amhara,Central Gondar,East Dembia,13.358991,6.4420247,131532.625
331,223127,ET2023A3031112,222718,Ethiopia,Amhara,Central Gondar,Chilga 2,8.605893,3.7292862,68477.09375
332,223128,ET2023A3031115,222718,Ethiopia,Amhara,Central Gondar,Alfa,8.932186,3.121269,223626.203125
333,223129,ET2023A3031116,222718,Ethiopia,Amhara,Central Gondar,West Belesa,7.2937713,2.2306426,139748.65625
334,223130,ET2023A3031117,222718,Ethiopia,Amhara,Central Gondar,East Belesa,7.307517,3.3380432,130680.328125
335,223131,ET2023A3031118,222718,Ethiopia,Amhara,Central Gondar,Gonder town,33.015816,44.787876,357627.3125
336,223132,ET2023A3031120,222718,Ethiopia,Amhara,Central Gondar,Tach Armacho,7.6054397,6.2268987,74327.9609375
337,223133,ET2023A3031121,222718,Ethiopia,Amhara,Central Gondar,Takusa,10.764217,6.626251,164810.9375
338,223134,ET2023A3031122,222718,Ethiopia,Amhara,Central Gondar,Kinfaz Begela,7.6619115,2.1292565,208273.734375
339,223135,ET2023A3031125,222718,Ethiopia,Amhara,Central Gondar,West Dembiya,13.979464,7.9012723,192888.640625
340,223136,ET2023A3031126,222718,Ethiopia,Amhara,Central Gondar,Masero Denb/Central Armacho,7.167477,4.262896,52609.28125
341,223137,ET2023A3031127,222718,Ethiopia,Amhara,Central Gondar,Amba Giorgis town,33.142624,19.518774,12229.62890625
342,223138,ET2023A3031128,222718,Ethiopia,Amhara,Central Gondar,Kollo Debba town,61.486256,32.089844,14695.21484375
343,223139,ET2023A3031129,222718,Ethiopia,Amhara,Central Gondar,Shawra town,17.670183,8.592863,4064.142333984375
344,223140,ET2023A3031199,222718,Ethiopia,Amhara,Central Gondar,Aykel town,46.289623,20.954319,14396.072265625
345,223141,ET2023A3031206,222719,Ethiopia,Amhara,West Gondar,Mirab Armacho,7.7677994,4.10071,22145.99609375
346,223142,ET2023A3031213,222719,Ethiopia,Amhara,West Gondar,Metema,7.0458817,3.9445415,138430.4375
347,223143,ET2023A3031214,222719,Ethiopia,Amhara,West Gondar,Quara,6.769913,2.5356216,122129.234375
348,223144,ET2023A3031223,222719,Ethiopia,Amhara,West Gondar,Midre Genet,11.45526,3.7365336,5475.6142578125
349,223145,ET2023A3031224,222719,Ethiopia,Amhara,West Gondar,Metema Yohanes town,17.605215,13.635827,3802.7265625
350,223146,ET2023A3031225,222719,Ethiopia,Amhara,West Gondar,Adagn Ager Chaqo,7.8862123,3.7838295,80817.90625
351,223147,ET2023A3031292,222719,Ethiopia,Amhara,West Gondar,Gendawuha town,25.275156,21.702429,14128.8125
352,223148,ET2023A3031301,222720,Ethiopia,Amhara,North Gojam,Semen Achefer,10.34192,5.7805104,241628.609375
353,223149,ET2023A3031303,222720,Ethiopia,Amhara,North Gojam,Yilmana Densa,6.745371,3.0476556,196533.125
354,223150,ET2023A3031304,222720,Ethiopia,Amhara,North Gojam,Mecha,7.10836,4.375985,140603.359375
355,223151,ET2023A3031313,222720,Ethiopia,Amhara,North Gojam,Debub Achefer,6.1986527,2.7929556,162714.640625
356,223152,ET2023A3031315,222720,Ethiopia,Amhara,North Gojam,Debub Mecha,6.305996,2.0742333,227715.8125
357,223153,ET2023A3031318,222720,Ethiopia,Amhara,North Gojam,Gonje,11.5039015,7.0054035,171580.6875
358,223154,ET2023A3031319,222720,Ethiopia,Amhara,North Gojam,Dure Bete,41.36926,21.524555,9556.298828125
359,223155,ET2023A3031397,222720,Ethiopia,Amhara,North Gojam,Merawi town,36.023254,17.629688,8969.7900390625
360,223156,ET2023A3031399,222720,Ethiopia,Amhara,North Gojam,Adete town,47.513443,24.57466,14919.220703125
361,223157,ET2023A3031402,222721,Ethiopia,Amhara,Bahir Dar,Bahirdar Zuria,3.5024526,1.780905,132270.125
362,223158,ET2023A3031412,222721,Ethiopia,Amhara,Bahir Dar,Bahir Dar town,35.030304,113.168335,376295.53125
363,223159,ET2023A3031413,222721,Ethiopia,Amhara,Bahir Dar,Deq,3.11733,0.5362689,3865.4892578125
364,223160,ET2023A3031414,222721,Ethiopia,Amhara,Bahir Dar,Meshenti town,3.8465443,2.7464223,6146.77783203125
365,223161,ET2023A3031415,222721,Ethiopia,Amhara,Bahir Dar,Tis Abay town,8.304711,10.984257,18477.982421875
366,223162,ET2023A3031416,222721,Ethiopia,Amhara,Bahir Dar,Zege town,3.9717002,3.115103,3614.2470703125
367,223163,ET2023A3040101,222722,Ethiopia,Oromia,West Wellega,Mana Sibu,8.7335825,3.182516,158427.1875
368,223164,ET2023A3040102,222722,Ethiopia,Oromia,West Wellega,Nejo,9.905515,4.0489354,90100.5625
369,223165,ET2023A3040103,222722,Ethiopia,Oromia,West Wellega,Gimbi,12.432166,6.641732,92433.15625
370,223166,ET2023A3040104,222722,Ethiopia,Oromia,West Wellega,Lalo Asabi,14.900843,12.802808,107062.5546875
371,223167,ET2023A3040105,222722,Ethiopia,Oromia,West Wellega,Kiltu Kara,10.094587,6.745213,58467.8515625
372,223168,ET2023A3040106,222722,Ethiopia,Oromia,West Wellega,Boji Dirmeji,11.606348,10.37012,59795.90625
373,223169,ET2023A3040107,222722,Ethiopia,Oromia,West Wellega,Ayira,12.268376,8.046069,81376.140625
374,223170,ET2023A3040108,222722,Ethiopia,Oromia,West Wellega,Jarso (West Wellega),10.760911,6.6626334,69655.375
375,223171,ET2023A3040109,222722,Ethiopia,Oromia,West Wellega,Gudetu Kondole,9.966361,5.358106,164574.515625
376,223172,ET2023A3040110,222722,Ethiopia,Oromia,West Wellega,Boji Chekorsa,7.4775176,2.8341563,48259.8984375
377,223173,ET2023A3040111,222722,Ethiopia,Oromia,West Wellega,Babo,10.496316,6.774076,102423.046875
378,223174,ET2023A3040112,222722,Ethiopia,Oromia,West Wellega,Yubdo,10.274341,6.104172,47477.7265625
379,223175,ET2023A3040113,222722,Ethiopia,Oromia,West Wellega,Gaji,15.5763445,11.157974,100685.4921875
380,223176,ET2023A3040114,222722,Ethiopia,Oromia,West Wellega,Haru,12.830788,8.948786,92548.46875
381,223177,ET2023A3040115,222722,Ethiopia,Oromia,West Wellega,Nole Kaba,14.592722,13.354186,127759.28125
382,223178,ET2023A3040116,222722,Ethiopia,Oromia,West Wellega,Begi,11.326732,7.3744755,151268.5
383,223179,ET2023A3040117,222722,Ethiopia,Oromia,West Wellega,Homa,13.689503,9.143389,31567.9921875
384,223180,ET2023A3040118,222722,Ethiopia,Oromia,West Wellega,Sayo Nole,7.861561,3.08325,77239.8359375
385,223181,ET2023A3040119,222722,Ethiopia,Oromia,West Wellega,Guliso,13.14547,13.460965,110474.5234375
386,223182,ET2023A3040193,222722,Ethiopia,Oromia,West Wellega,Gimbi town,38.782333,29.250772,56505.859375
387,223183,ET2023A3040197,222722,Ethiopia,Oromia,West Wellega,Leta Sibu,12.274957,9.170326,51738.94140625
388,223184,ET2023A3040198,222722,Ethiopia,Oromia,West Wellega,Mendi town,26.192144,17.483364,25380.1875
389,223185,ET2023A3040199,222722,Ethiopia,Oromia,West Wellega,Nejo town,31.693913,24.680887,32454.56640625
390,223186,ET2023A3040201,222723,Ethiopia,Oromia,East Wellega,Limu (OR),11.763487,6.7992635,111917.8125
391,223187,ET2023A3040202,222723,Ethiopia,Oromia,East Wellega,Ibantu,9.134379,5.011633,50841.95703125
392,223188,ET2023A3040203,222723,Ethiopia,Oromia,East Wellega,Gida Ayana,8.590636,6.3517036,141693.953125
393,223189,ET2023A3040204,222723,Ethiopia,Oromia,East Wellega,Haro Limu,9.784331,4.922859,79302.0078125
394,223190,ET2023A3040205,222723,Ethiopia,Oromia,East Wellega,Boneya Boshe,7.7639256,3.7427745,67452.984375
395,223191,ET2023A3040206,222723,Ethiopia,Oromia,East Wellega,Wayu Tuka,8.852302,4.670929,74660.3125
396,223192,ET2023A3040207,222723,Ethiopia,Oromia,East Wellega,Bila Seyo,8.008503,5.903522,65685.7421875
397,223193,ET2023A3040208,222723,Ethiopia,Oromia,East Wellega,Gobu Seyo,7.9357224,5.045461,49598.265625
398,223194,ET2023A3040209,222723,Ethiopia,Oromia,East Wellega,Sibu Sire,8.786782,5.4298987,155824.796875
399,223195,ET2023A3040210,222723,Ethiopia,Oromia,East Wellega,Diga,10.699814,6.2509665,84442.9296875
400,223196,ET2023A3040211,222723,Ethiopia,Oromia,East Wellega,Sasiga,10.929207,4.7526975,104898.5234375
401,223197,ET2023A3040212,222723,Ethiopia,Oromia,East Wellega,Leka Dulecha,12.865875,8.496111,113103.90625
402,223198,ET2023A3040213,222723,Ethiopia,Oromia,East Wellega,Guto Gida,11.213477,6.346272,130513.6640625
403,223199,ET2023A3040214,222723,Ethiopia,Oromia,East Wellega,Jimma Arjo,11.775818,6.993351,130063.90625
404,223200,ET2023A3040215,222723,Ethiopia,Oromia,East Wellega,Nunu Kumba,10.728928,4.3759923,91710.875
405,223201,ET2023A3040216,222723,Ethiopia,Oromia,East Wellega,Wama Hagalo,7.848552,3.2838664,79129.1015625
406,223202,ET2023A3040217,222723,Ethiopia,Oromia,East Wellega,Kiremu,6.967166,3.5166874,83543.2890625
407,223203,ET2023A3040297,222723,Ethiopia,Oromia,East Wellega,Nekemte town,38.87738,28.98611,144779.359375
408,223204,ET2023A3040301,222724,Ethiopia,Oromia,Ilubabor,Darimu,11.0495615,3.8108242,232869.515625
409,223205,ET2023A3040302,222724,Ethiopia,Oromia,Ilubabor,Alge Sachi,10.226994,6.36062,114552.5546875
410,223206,ET2023A3040309,222724,Ethiopia,Oromia,Ilubabor,Yayu,13.747355,11.536562,85288.59375
411,223207,ET2023A3040310,222724,Ethiopia,Oromia,Ilubabor,Metu Zuria,10.983994,4.4540787,74504.4296875
412,223208,ET2023A3040311,222724,Ethiopia,Oromia,Ilubabor,Ale,15.701387,15.466,111683.96875
413,223209,ET2023A3040312,222724,Ethiopia,Oromia,Ilubabor,Bure (OR),14.577788,9.009981,70396.140625
414,223210,ET2023A3040313,222724,Ethiopia,Oromia,Ilubabor,Sale Nono,10.21373,5.9556403,33950.4375
415,223211,ET2023A3040314,222724,Ethiopia,Oromia,Ilubabor,Becho (Ilu Aba Bora),8.252699,4.7675014,45167.0234375
416,223212,ET2023A3040315,222724,Ethiopia,Oromia,Ilubabor,Bilo Nopha,10.139241,5.3864307,37494.9140625
417,223213,ET2023A3040316,222724,Ethiopia,Oromia,Ilubabor,Hurumu,9.166283,5.78375,46207.23046875
418,223214,ET2023A3040317,222724,Ethiopia,Oromia,Ilubabor,Didu,7.8545027,4.252307,33790.0703125
419,223215,ET2023A3040319,222724,Ethiopia,Oromia,Ilubabor,Halu /Huka,11.422558,6.803025,33216.796875
420,223216,ET2023A3040320,222724,Ethiopia,Oromia,Ilubabor,Metu town,27.273077,23.599464,59128.03125
421,223217,ET2023A3040324,222724,Ethiopia,Oromia,Ilubabor,Dorani,16.57735,11.228815,66209.9375
422,223218,ET2023A3040401,222725,Ethiopia,Oromia,Jimma,Limu Seka,7.856538,2.7549918,175067.234375
423,223219,ET2023A3040402,222725,Ethiopia,Oromia,Jimma,Limu Kosa,9.971271,6.8734155,224094.34375
424,223220,ET2023A3040403,222725,Ethiopia,Oromia,Jimma,Sekoru,10.857456,7.131653,194109.59375
425,223221,ET2023A3040404,222725,Ethiopia,Oromia,Jimma,Tiro Afeta,8.556413,3.928599,167431.890625
426,223222,ET2023A3040405,222725,Ethiopia,Oromia,Jimma,Kersa (Jimma),8.650886,4.7576017,240996.375
427,223223,ET2023A3040406,222725,Ethiopia,Oromia,Jimma,Mena (Jimma),14.2900505,9.237072,210006.578125
428,223224,ET2023A3040407,222725,Ethiopia,Oromia,Jimma,Goma,18.409798,11.985691,325061.8125
429,223225,ET2023A3040408,222725,Ethiopia,Oromia,Jimma,Gera,10.3650055,5.860419,172722.453125
430,223226,ET2023A3040409,222725,Ethiopia,Oromia,Jimma,Seka Chekorsa,12.832527,10.337644,314268.59375
431,223227,ET2023A3040410,222725,Ethiopia,Oromia,Jimma,Dedo,11.601193,6.7835,244471.953125
432,223228,ET2023A3040411,222725,Ethiopia,Oromia,Jimma,Omo Nada,10.424093,7.2163773,240431.71875
433,223229,ET2023A3040412,222725,Ethiopia,Oromia,Jimma,Sigmo,10.32818,6.612106,150677.828125
434,223230,ET2023A3040413,222725,Ethiopia,Oromia,Jimma,Setema,7.9633694,4.1262326,134262.40625
435,223231,ET2023A3040414,222725,Ethiopia,Oromia,Jimma,Shebe Sambo,7.314253,4.886261,112346.921875
436,223232,ET2023A3040415,222725,Ethiopia,Oromia,Jimma,Chora (Jimma),6.589098,2.578157,83674.953125
437,223233,ET2023A3040416,222725,Ethiopia,Oromia,Jimma,Gumay,9.412037,7.432667,62157.09375
438,223234,ET2023A3040417,222725,Ethiopia,Oromia,Jimma,Agaro town,43.976044,26.443,75418.9140625
439,223235,ET2023A3040418,222725,Ethiopia,Oromia,Jimma,Jimma town,38.998417,31.64382,223382.9375
440,223236,ET2023A3040490,222725,Ethiopia,Oromia,Jimma,Mancho,10.351192,4.2972126,194053.8125
441,223237,ET2023A3040491,222725,Ethiopia,Oromia,Jimma,Omo Beyam,8.086886,1.7849152,102622.59375
442,223238,ET2023A3040495,222725,Ethiopia,Oromia,Jimma,Botor Tolay,8.133936,3.9165893,80802.5234375
443,223239,ET2023A3040499,222725,Ethiopia,Oromia,Jimma,Nono Benja,7.8270555,4.5106583,108169.90625
444,223240,ET2023A3040500,222726,Ethiopia,Oromia,West Shewa,Illu Galan,12.296986,8.001617,91907.671875
445,223241,ET2023A3040501,222726,Ethiopia,Oromia,West Shewa,Ginde Beret,8.8922415,5.1895113,141039.84375
446,223242,ET2023A3040502,222726,Ethiopia,Oromia,West Shewa,Jeldu,12.869215,10.043067,217219.484375
447,223243,ET2023A3040503,222726,Ethiopia,Oromia,West Shewa,Ambo Zuria,7.186049,2.5649524,105764.265625
448,223244,ET2023A3040504,222726,Ethiopia,Oromia,West Shewa,Mida Kegn,13.385962,7.929261,137072.25
449,223245,ET2023A3040505,222726,Ethiopia,Oromia,West Shewa,Cheliya,11.0403,8.941015,89316.03125
450,223246,ET2023A3040506,222726,Ethiopia,Oromia,West Shewa,Bako Tibe,14.846844,12.091254,179914.046875
451,223247,ET2023A3040507,222726,Ethiopia,Oromia,West Shewa,Dano,10.281133,5.3084836,147308.0625
452,223248,ET2023A3040508,222726,Ethiopia,Oromia,West Shewa,Nono,8.369524,5.921966,120244.953125
453,223249,ET2023A3040509,222726,Ethiopia,Oromia,West Shewa,Tikur Enchini,8.0201235,4.976289,86400.7890625
454,223250,ET2023A3040510,222726,Ethiopia,Oromia,West Shewa,Dendi,10.124793,9.48837,161510.703125
455,223251,ET2023A3040511,222726,Ethiopia,Oromia,West Shewa,Ejere /Addis Alem,10.727405,8.503489,120726.2109375
456,223252,ET2023A3040513,222726,Ethiopia,Oromia,West Shewa,Adda Berga,11.620148,8.450897,169723.875
457,223253,ET2023A3040514,222726,Ethiopia,Oromia,West Shewa,Meta Robi,12.032759,7.3884516,108836.3046875
458,223254,ET2023A3040515,222726,Ethiopia,Oromia,West Shewa,Ambo town,37.21303,42.157444,111639.09375
459,223255,ET2023A3040516,222726,Ethiopia,Oromia,West Shewa,Abuna Ginde Beret,11.382449,5.484897,173081.515625
460,223256,ET2023A3040517,222726,Ethiopia,Oromia,West Shewa,Toke Kutaye,15.000193,14.971787,166922.140625
461,223257,ET2023A3040518,222726,Ethiopia,Oromia,West Shewa,Jibat,10.641993,5.9465647,95458.671875
462,223258,ET2023A3040519,222726,Ethiopia,Oromia,West Shewa,Ifata,11.204126,6.097623,87605.0625
463,223259,ET2023A3040520,222726,Ethiopia,Oromia,West Shewa,Holeta town,25.621702,20.641232,71868.875
464,223260,ET2023A3040521,222726,Ethiopia,Oromia,West Shewa,Welmera,6.5255156,3.5065696,60406.69921875
465,223261,ET2023A3040590,222726,Ethiopia,Oromia,West Shewa,Ejersa Lafo,9.60564,7.5811367,69429.5703125
466,223262,ET2023A3040592,222726,Ethiopia,Oromia,West Shewa,Cobi,10.546042,2.963585,76986.109375
467,223263,ET2023A3040594,222726,Ethiopia,Oromia,West Shewa,Meta Walkite,11.944414,6.8899875,89642.828125
468,223264,ET2023A3040597,222726,Ethiopia,Oromia,West Shewa,Liban Jawi,9.484242,5.829571,69946.2890625
