,id,fnid,parent_id,admin_0,admin_1,admin_2,admin_3,population_mean,population_sd,population_sum
469,223265,ET2023A3040601,222727,Ethiopia,Oromia,North Shewa (OR),Wara Jarso,11.940109,8.654903,203340.0625
470,223266,ET2023A3040602,222727,Ethiopia,Oromia,North Shewa (OR),Dera (OR),16.907602,11.195526,266244.0
471,223267,ET2023A3040603,222727,Ethiopia,Oromia,North Shewa (OR),Hidabu Abote,17.018633,14.224465,126533.5390625
472,223268,ET2023A3040604,222727,Ethiopia,Oromia,North Shewa (OR),Kuyu,9.070799,4.0003824,119689.1875
473,223269,ET2023A3040605,222727,Ethiopia,Oromia,North Shewa (OR),Degem,14.246562,10.179624,142323.15625
474,223270,ET2023A3040606,222727,Ethiopia,Oromia,North Shewa (OR),Gerar Jarso,12.259871,6.312852,104834.15625
475,223271,ET2023A3040607,222727,Ethiopia,Oromia,North Shewa (OR),Debre Libanos,19.634884,15.401676,87100.34375
476,223272,ET2023A3040608,222727,Ethiopia,Oromia,North Shewa (OR),Wuchale,13.990351,9.7845545,166359.265625
477,223273,ET2023A3040609,222727,Ethiopia,Oromia,North Shewa (OR),Abichugna Gne'a,10.196055,6.601661,96311.9375
478,223274,ET2023A3040610,222727,Ethiopia,Oromia,North Shewa (OR),Kimbibit,13.433331,5.848195,107990.546875
479,223275,ET2023A3040611,222727,Ethiopia,Oromia,North Shewa (OR),Bereh,4.238784,1.9381758,17179.791015625
480,223276,ET2023A3040613,222727,Ethiopia,Oromia,North Shewa (OR),Fiche town,34.07143,20.92786,39522.859375
481,223277,ET2023A3040614,222727,Ethiopia,Oromia,North Shewa (OR),Yaya Gulele,12.4878025,7.4137635,73378.328125
482,223278,ET2023A3040615,222727,Ethiopia,Oromia,North Shewa (OR),Jida,11.862066,8.286039,94279.703125
483,223279,ET2023A3040616,222727,Ethiopia,Oromia,North Shewa (OR),Mulo,6.161802,4.3210173,30679.611328125
484,223280,ET2023A3040617,222727,Ethiopia,Oromia,North Shewa (OR),Aleltu,10.856936,8.520195,71102.078125
485,223281,ET2023A3040618,222727,Ethiopia,Oromia,North Shewa (OR),Sendafa town,10.671704,14.280192,37873.87890625
486,223282,ET2023A3040619,222727,Ethiopia,Oromia,North Shewa (OR),Chancho town,14.702082,12.640149,18818.6640625
487,223283,ET2023A3040620,222727,Ethiopia,Oromia,North Shewa (OR),Garba Guracha,33.96702,25.066114,35019.99609375
488,223284,ET2023A3040621,222727,Ethiopia,Oromia,North Shewa (OR),Sheno town,31.640104,24.052048,14111.486328125
489,223285,ET2023A3040622,222727,Ethiopia,Oromia,North Shewa (OR),Sululta (North Shewa),6.752248,3.8567474,90473.3671875
490,223286,ET2023A3040701,222728,Ethiopia,Oromia,East Shewa,Fentale,16.476463,10.320806,118465.765625
491,223287,ET2023A3040702,222728,Ethiopia,Oromia,East Shewa,Boset,12.4874735,10.661805,194242.65625
492,223288,ET2023A3040703,222728,Ethiopia,Oromia,East Shewa,Adama,6.674983,2.2001264,47278.90625
493,223289,ET2023A3040704,222728,Ethiopia,Oromia,East Shewa,Lome (OR),9.443195,6.1232877,103053.59375
494,223290,ET2023A3040705,222728,Ethiopia,Oromia,East Shewa,Gimbichu,12.048663,8.797854,123390.359375
495,223291,ET2023A3040706,222728,Ethiopia,Oromia,East Shewa,Ada'a,7.285617,3.945421,69482.9296875
496,223292,ET2023A3040707,222728,Ethiopia,Oromia,East Shewa,Dugda,9.195047,8.148268,197905.0
497,223293,ET2023A3040708,222728,Ethiopia,Oromia,East Shewa,Adama Tulu Jido Kombolcha,8.805608,5.021409,186062.5
498,223294,ET2023A3040709,222728,Ethiopia,Oromia,East Shewa,Bishoftu town,21.443665,28.009583,312863.0625
499,223295,ET2023A3040710,222728,Ethiopia,Oromia,East Shewa,Bora (OR),10.49741,8.193032,98801.6171875
500,223296,ET2023A3040711,222728,Ethiopia,Oromia,East Shewa,Liben Chukala,5.622297,1.371575,103354.6796875
501,223297,ET2023A3040712,222728,Ethiopia,Oromia,East Shewa,Akaki,4.468426,1.236203,18655.6796875
502,223298,ET2023A3040714,222728,Ethiopia,Oromia,East Shewa,Adama town,31.326075,41.64087,510896.9375
503,223299,ET2023A3040715,222728,Ethiopia,Oromia,East Shewa,Batu town,22.482359,27.49546,120752.75
504,223300,ET2023A3040797,222728,Ethiopia,Oromia,East Shewa,Mojo town,30.766249,19.465485,71962.2578125
505,223301,ET2023A3040799,222728,Ethiopia,Oromia,East Shewa,Metehara town,59.291378,33.8958,14348.513671875
506,223302,ET2023A3040801,222729,Ethiopia,Oromia,Arsi,Merti,9.495474,7.519038,125017.40625
507,223303,ET2023A3040802,222729,Ethiopia,Oromia,Arsi,Aseko,11.083578,5.969345,114881.2890625
508,223304,ET2023A3040803,222729,Ethiopia,Oromia,Arsi,Golocha,9.2920685,4.420027,157890.828125
509,223305,ET2023A3040804,222729,Ethiopia,Oromia,Arsi,Jeju,10.085831,6.6567574,192538.515625
510,223306,ET2023A3040805,222729,Ethiopia,Oromia,Arsi,Dodota,9.883532,4.8235044,63383.0859375
511,223307,ET2023A3040806,222729,Ethiopia,Oromia,Arsi,Ziway Dugda,8.341794,4.1940966,147941.71875
512,223308,ET2023A3040807,222729,Ethiopia,Oromia,Arsi,Hitosa,12.807584,11.290943,186440.0
513,223309,ET2023A3040808,222729,Ethiopia,Oromia,Arsi,Sude,8.785462,3.457793,212423.703125
514,223310,ET2023A3040809,222729,Ethiopia,Oromia,Arsi,Chole,10.712328,7.2952447,126126.953125
515,223311,ET2023A3040810,222729,Ethiopia,Oromia,Arsi,Amigna,8.570083,4.5563316,103063.8125
516,223312,ET2023A3040811,222729,Ethiopia,Oromia,Arsi,Seru,8.417837,4.4536695,73285.6875
517,223313,ET2023A3040812,222729,Ethiopia,Oromia,Arsi,Robe,9.929441,6.5598702,242427.3125
518,223314,ET2023A3040813,222729,Ethiopia,Oromia,Arsi,Tena,9.41361,6.3737454,95275.15625
519,223315,ET2023A3040814,222729,Ethiopia,Oromia,Arsi,Shirka,9.966435,6.014095,254044.4375
520,223316,ET2023A3040815,222729,Ethiopia,Oromia,Arsi,Degeluna Tijo,10.332378,6.2922163,197854.71875
521,223317,ET2023A3040816,222729,Ethiopia,Oromia,Arsi,Tiyo,10.379802,13.507548,133515.390625
522,223318,ET2023A3040817,222729,Ethiopia,Oromia,Arsi,Munessa,9.515344,5.775195,246142.90625
523,223319,ET2023A3040818,222729,Ethiopia,Oromia,Arsi,Limu Bilbilo,9.841035,5.4118547,231972.875
524,223320,ET2023A3040819,222729,Ethiopia,Oromia,Arsi,Guna,8.632588,5.4863873,112042.359375
525,223321,ET2023A3040820,222729,Ethiopia,Oromia,Arsi,Sire,11.019521,6.9146147,107892.125
526,223322,ET2023A3040821,222729,Ethiopia,Oromia,Arsi,Lude Hitosa,11.114124,8.7498,149418.28125
527,223323,ET2023A3040822,222729,Ethiopia,Oromia,Arsi,Diksis,9.524935,5.530044,100221.3671875
528,223324,ET2023A3040823,222729,Ethiopia,Oromia,Arsi,Bele Gesgar,9.113997,5.866068,114025.2265625
529,223325,ET2023A3040824,222729,Ethiopia,Oromia,Arsi,Inkolo Wabe,9.893295,3.6906056,85468.1796875
530,223326,ET2023A3040825,222729,Ethiopia,Oromia,Arsi,Asela town,77.0026,51.26902,91556.09375
531,223327,ET2023A3040826,222729,Ethiopia,Oromia,Arsi,Dera town,33.701733,22.93825,38318.87109375
532,223328,ET2023A3040893,222729,Ethiopia,Oromia,Arsi,Shanan Kolu,9.462212,3.4440787,97214.765625
533,223329,ET2023A3040894,222729,Ethiopia,Oromia,Arsi,Bekoji town,28.150635,25.349447,32879.94140625
534,223330,ET2023A3040901,222730,Ethiopia,Oromia,West Hararge,Mieso,15.072122,11.931869,118979.328125
535,223331,ET2023A3040902,222730,Ethiopia,Oromia,West Hararge,Doba,12.893857,7.5790057,177638.671875
536,223332,ET2023A3040903,222730,Ethiopia,Oromia,West Hararge,Tulo (OR),13.665907,9.365937,217000.9375
537,223333,ET2023A3040904,222730,Ethiopia,Oromia,West Hararge,Mesela,10.216778,5.091279,197112.296875
538,223334,ET2023A3040905,222730,Ethiopia,Oromia,West Hararge,Chiro town,98.78606,51.091244,59370.41796875
539,223335,ET2023A3040906,222730,Ethiopia,Oromia,West Hararge,Anchar,11.074129,5.879943,113066.859375
540,223336,ET2023A3040907,222730,Ethiopia,Oromia,West Hararge,Goba Koricha,15.759522,8.760289,130709.4765625
541,223337,ET2023A3040908,222730,Ethiopia,Oromia,West Hararge,Habro,17.679464,13.356692,284338.8125
542,223338,ET2023A3040909,222730,Ethiopia,Oromia,West Hararge,Daro Lebu,9.222829,3.9858077,210935.328125
543,223339,ET2023A3040910,222730,Ethiopia,Oromia,West Hararge,Boke,9.044443,4.514766,136290.71875
544,223340,ET2023A3040911,222730,Ethiopia,Oromia,West Hararge,Kuni /Oda Bultum,12.462739,7.097519,238636.53125
545,223341,ET2023A3040912,222730,Ethiopia,Oromia,West Hararge,Gemechis,11.8979645,4.9961925,266954.625
546,223342,ET2023A3040913,222730,Ethiopia,Oromia,West Hararge,Chiro Zuria,16.788252,11.010486,253603.34375
547,223343,ET2023A3040914,222730,Ethiopia,Oromia,West Hararge,Bedesa town,95.24226,50.205956,26477.349609375
548,223344,ET2023A3040915,222730,Ethiopia,Oromia,West Hararge,Hawi Gudina,8.683582,2.510279,93912.9375
549,223345,ET2023A3040991,222730,Ethiopia,Oromia,West Hararge,Gumbi Bordede,14.32315,6.669108,108784.3203125
550,223346,ET2023A3040998,222730,Ethiopia,Oromia,West Hararge,Burqua Dhintu,11.398222,3.0693774,82956.2578125
551,223347,ET2023A3041000,222731,Ethiopia,Oromia,East Hararge,Babile town,20.820112,8.750847,7495.240234375
552,223348,ET2023A3041001,222731,Ethiopia,Oromia,East Hararge,Kombolcha,12.409833,9.103516,190106.234375
553,223349,ET2023A3041002,222731,Ethiopia,Oromia,East Hararge,Jarso (East Hararghe),12.66629,8.121631,167663.6875
554,223350,ET2023A3041003,222731,Ethiopia,Oromia,East Hararge,Gursum (OR),11.525688,5.9486246,251087.109375
555,223351,ET2023A3041004,222731,Ethiopia,Oromia,East Hararge,Babile (OR),6.0628495,2.7193363,131260.6875
556,223352,ET2023A3041005,222731,Ethiopia,Oromia,East Hararge,Fedis,10.565935,7.2195888,125269.7265625
557,223353,ET2023A3041006,222731,Ethiopia,Oromia,East Hararge,Haro Maya,10.49783,6.8110175,91509.5859375
558,223354,ET2023A3041007,222731,Ethiopia,Oromia,East Hararge,Kurfa Chele,17.926428,12.947257,85706.25
559,223355,ET2023A3041008,222731,Ethiopia,Oromia,East Hararge,Kersa (East Hararge),18.742348,13.170735,232929.90625
560,223356,ET2023A3041009,222731,Ethiopia,Oromia,East Hararge,Meta,15.607376,12.905928,242928.8125
561,223357,ET2023A3041010,222731,Ethiopia,Oromia,East Hararge,Goro Gutu,17.91826,13.4610195,284972.03125
562,223358,ET2023A3041011,222731,Ethiopia,Oromia,East Hararge,Deder,13.370185,8.081077,330016.28125
563,223359,ET2023A3041012,222731,Ethiopia,Oromia,East Hararge,Melka Balo,10.697236,3.2280703,262296.21875
564,223360,ET2023A3041013,222731,Ethiopia,Oromia,East Hararge,Bedeno,12.059595,6.165145,334846.71875
565,223361,ET2023A3041014,222731,Ethiopia,Oromia,East Hararge,Midhaga Tola,19.85276,14.691381,147843.5
566,223362,ET2023A3041015,222731,Ethiopia,Oromia,East Hararge,Chinaksen,12.2468,8.207329,112768.5390625
567,223363,ET2023A3041016,222731,Ethiopia,Oromia,East Hararge,Girawa,13.152514,7.8935437,316870.375
568,223364,ET2023A3041017,222731,Ethiopia,Oromia,East Hararge,Golo Oda,10.532821,5.2721186,152631.109375
569,223365,ET2023A3041018,222731,Ethiopia,Oromia,East Hararge,Meyu Muleke,14.556677,5.1985993,79100.984375
570,223366,ET2023A3041019,222731,Ethiopia,Oromia,East Hararge,Maya town,15.985523,14.402492,316625.25
571,223367,ET2023A3041020,222731,Ethiopia,Oromia,East Hararge,Mekanisa Oromo,13.132919,8.843484,23678.654296875
572,223368,ET2023A3041089,222731,Ethiopia,Oromia,East Hararge,Goro Muti,13.634162,6.768641,127942.9765625
573,223369,ET2023A3041097,222731,Ethiopia,Oromia,East Hararge,Deder town,46.204826,28.34284,11828.435546875
574,223370,ET2023A3041098,222731,Ethiopia,Oromia,East Hararge,Kumbi,14.790613,4.7614875,35911.609375
575,223371,ET2023A3041104,222732,Ethiopia,Oromia,Bale,Agarfa,9.157185,8.119114,150177.828125
576,223372,ET2023A3041106,222732,Ethiopia,Oromia,Bale,Gasera,8.773931,7.2775874,108226.4375
577,223373,ET2023A3041109,222732,Ethiopia,Oromia,Bale,Sinana,11.100467,8.038444,151898.78125
578,223374,ET2023A3041110,222732,Ethiopia,Oromia,Bale,Goba (OR),7.0354705,3.7104278,49797.05859375
579,223375,ET2023A3041111,222732,Ethiopia,Oromia,Bale,Harena Buluk,6.337562,1.9463078,120210.875
580,223376,ET2023A3041112,222732,Ethiopia,Oromia,Bale,Mena (Bale),8.707551,5.319535,129838.296875
581,223377,ET2023A3041114,222732,Ethiopia,Oromia,Bale,Berbere,9.546781,3.2681692,136872.1875
582,223378,ET2023A3041115,222732,Ethiopia,Oromia,Bale,Gura Damole,6.4626336,3.0050356,45593.87890625
583,223379,ET2023A3041116,222732,Ethiopia,Oromia,Bale,Goro (Bale),11.208287,9.443901,127987.4296875
584,223380,ET2023A3041119,222732,Ethiopia,Oromia,Bale,Robe town,50.416912,32.455708,87170.84375
585,223381,ET2023A3041120,222732,Ethiopia,Oromia,Bale,Goba town,28.858814,23.929266,51512.984375
586,223382,ET2023A3041122,222732,Ethiopia,Oromia,Bale,Dinsho,5.867762,3.8325505,59428.6953125
587,223383,ET2023A3041207,222733,Ethiopia,Oromia,Borena,Yabelo,8.664687,3.2189066,71171.7421875
588,223384,ET2023A3041210,222733,Ethiopia,Oromia,Borena,Moyale (OR),9.377109,7.140811,45160.15625
589,223385,ET2023A3041211,222733,Ethiopia,Oromia,Borena,Dire,7.9997597,5.42516,33287.0
590,223386,ET2023A3041212,222733,Ethiopia,Oromia,Borena,Teltale,8.504456,3.5248885,75970.3046875
591,223387,ET2023A3041216,222733,Ethiopia,Oromia,Borena,Miyo,11.745167,7.4284115,73301.5859375
592,223388,ET2023A3041219,222733,Ethiopia,Oromia,Borena,Dilo,9.686993,2.0038934,22512.5703125
593,223389,ET2023A3041223,222733,Ethiopia,Oromia,Borena,Gomole,7.6217656,2.2194955,29351.419921875
594,223390,ET2023A3041290,222733,Ethiopia,Oromia,Borena,Guchi,12.100314,5.266666,16843.63671875
595,223391,ET2023A3041291,222733,Ethiopia,Oromia,Borena,Dubluk,7.7458997,3.066898,27923.96875
596,223392,ET2023A3041295,222733,Ethiopia,Oromia,Borena,Elwaya,8.327607,3.2183797,36566.5234375
597,223393,ET2023A3041296,222733,Ethiopia,Oromia,Borena,Yabelo town,22.001398,13.767651,20527.3046875
598,223394,ET2023A3041301,222734,Ethiopia,Oromia,South West Shewa,Ameya,8.32954,4.7215486,174320.625
599,223395,ET2023A3041302,222734,Ethiopia,Oromia,South West Shewa,Wenchi,10.251909,6.435791,138913.375
600,223396,ET2023A3041303,222734,Ethiopia,Oromia,South West Shewa,Waliso,11.054459,6.4948087,218657.1875
601,223397,ET2023A3041304,222734,Ethiopia,Oromia,South West Shewa,Dawo,12.925561,9.207726,140216.484375
602,223398,ET2023A3041305,222734,Ethiopia,Oromia,South West Shewa,Ilu,12.206581,10.804541,67331.5
603,223399,ET2023A3041306,222734,Ethiopia,Oromia,South West Shewa,Sebeta Hawas,5.797621,4.4796286,49685.609375
604,223400,ET2023A3041307,222734,Ethiopia,Oromia,South West Shewa,Kersana Malima,6.392607,4.199934,101143.828125
605,223401,ET2023A3041308,222734,Ethiopia,Oromia,South West Shewa,Tole,9.320481,5.502647,92748.109375
606,223402,ET2023A3041309,222734,Ethiopia,Oromia,South West Shewa,Becho (SW Shewa),12.934995,11.501145,119157.171875
607,223403,ET2023A3041310,222734,Ethiopia,Oromia,South West Shewa,Seden Sodo,8.639946,4.508725,120864.203125
608,223404,ET2023A3041311,222734,Ethiopia,Oromia,South West Shewa,Woliso town,40.42236,29.030005,67303.2265625
609,223405,ET2023A3041312,222734,Ethiopia,Oromia,South West Shewa,Goro (SW Shewa),6.531561,3.4530458,48235.578125
610,223406,ET2023A3041314,222734,Ethiopia,Oromia,South West Shewa,Sodo Daci,7.502115,5.289405,82755.828125
611,223407,ET2023A3041401,222735,Ethiopia,Oromia,Gujii,Uraga,11.124377,7.0429206,178601.875
612,223408,ET2023A3041402,222735,Ethiopia,Oromia,Gujii,Bore,8.055949,4.3994374,147770.28125
613,223409,ET2023A3041403,222735,Ethiopia,Oromia,Gujii,Adola,7.349774,3.5595887,145731.3125
614,223410,ET2023A3041404,222735,Ethiopia,Oromia,Gujii,Wadera,5.8936653,3.728273,63156.51953125
615,223411,ET2023A3041405,222735,Ethiopia,Oromia,Gujii,Odo Shakiso,7.6088676,4.118037,173657.1875
616,223412,ET2023A3041408,222735,Ethiopia,Oromia,Gujii,Dama,6.3374286,2.9880755,84579.3203125
617,223413,ET2023A3041410,222735,Ethiopia,Oromia,Gujii,Girja /Harenfema,10.804575,3.9197593,87981.65625
618,223414,ET2023A3041411,222735,Ethiopia,Oromia,Gujii,Ana Sora,7.86701,3.736612,99848.09375
619,223415,ET2023A3041412,222735,Ethiopia,Oromia,Gujii,Saba Boru,6.931714,2.5082803,75229.890625
620,223416,ET2023A3041415,222735,Ethiopia,Oromia,Gujii,Ana Jila,8.179577,4.5456476,39760.921875
621,223417,ET2023A3041482,222735,Ethiopia,Oromia,Gujii,Aga Wayu,7.136638,3.227748,30837.4140625
622,223418,ET2023A3041490,222735,Ethiopia,Oromia,Gujii,Haro Walabu,8.159686,3.3816621,76733.6875
623,223419,ET2023A3041492,222735,Ethiopia,Oromia,Gujii,Adola town,24.948256,19.767633,30461.8203125
624,223420,ET2023A3041499,222735,Ethiopia,Oromia,Gujii,Shakiso town,27.572863,17.489697,22830.330078125
625,223421,ET2023A3041501,222736,Ethiopia,Oromia,West Gujii,Bule Hora,13.0596285,8.422998,269720.5
626,223422,ET2023A3041502,222736,Ethiopia,Oromia,West Gujii,Kercha,15.488426,7.9097333,228330.375
627,223423,ET2023A3041509,222736,Ethiopia,Oromia,West Gujii,Hambela Wamena,10.287229,5.4871693,183215.546875
628,223424,ET2023A3041513,222736,Ethiopia,Oromia,West Gujii,Abaya,13.357638,5.952595,168653.546875
629,223425,ET2023A3041515,222736,Ethiopia,Oromia,West Gujii,Dugda Dawa,7.6008983,4.16891,89606.9921875
630,223426,ET2023A3041517,222736,Ethiopia,Oromia,West Gujii,Gelana (West Guji),7.5730505,3.7972631,94769.15625
631,223427,ET2023A3041518,222736,Ethiopia,Oromia,West Gujii,Melka Soda,6.5154357,2.4647267,92923.140625
632,223428,ET2023A3041519,222736,Ethiopia,Oromia,West Gujii,Kercha town,33.38997,16.166193,15492.9462890625
633,223429,ET2023A3041587,222736,Ethiopia,Oromia,West Gujii,Bule Hora town,37.05407,29.51841,72996.515625
634,223430,ET2023A3041594,222736,Ethiopia,Oromia,West Gujii,Suro Berguda,8.694383,4.442175,79058.0234375
635,223431,ET2023A3041596,222736,Ethiopia,Oromia,West Gujii,Birbirsa Kojowa,18.115396,8.657257,102207.0625
636,223432,ET2023A3041603,222737,Ethiopia,Oromia,Buno Bedele,Chora (Buno Bedele),9.702512,7.4758625,136038.921875
637,223433,ET2023A3041604,222737,Ethiopia,Oromia,Buno Bedele,Dega,7.7011228,3.2848096,44427.77734375
638,223434,ET2023A3041605,222737,Ethiopia,Oromia,Buno Bedele,Dabo Hana,7.352759,3.8428047,49785.53125
639,223435,ET2023A3041606,222737,Ethiopia,Oromia,Buno Bedele,Gechi,8.3878145,5.603213,99932.421875
640,223436,ET2023A3041607,222737,Ethiopia,Oromia,Buno Bedele,Borecha,8.088807,2.7935739,106133.2421875
641,223437,ET2023A3041608,222737,Ethiopia,Oromia,Buno Bedele,Dedesa,13.252592,10.005723,159746.75
642,223438,ET2023A3041618,222737,Ethiopia,Oromia,Buno Bedele,Meko,8.319464,3.0151865,39450.8984375
643,223439,ET2023A3041621,222737,Ethiopia,Oromia,Buno Bedele,Bedele town,47.1178,29.569994,31710.28125
644,223440,ET2023A3041622,222737,Ethiopia,Oromia,Buno Bedele,Bedele Zuria,8.422649,3.9816692,102790.015625
645,223441,ET2023A3041623,222737,Ethiopia,Oromia,Buno Bedele,Chwaka,9.668823,6.012639,94329.0390625
646,223442,ET2023A3041700,222738,Ethiopia,Oromia,West Arsi,Dodola town,34.043854,17.201265,24034.9609375
647,223443,ET2023A3041701,222738,Ethiopia,Oromia,West Arsi,Siraro,12.114309,4.22167,221934.140625
648,223444,ET2023A3041702,222738,Ethiopia,Oromia,West Arsi,Shala,11.091389,6.0321746,198757.6875
649,223445,ET2023A3041703,222738,Ethiopia,Oromia,West Arsi,Arsi Negele,10.859266,4.359142,239327.375
650,223446,ET2023A3041704,222738,Ethiopia,Oromia,West Arsi,Kofele,10.857195,3.9098403,230194.25
651,223447,ET2023A3041705,222738,Ethiopia,Oromia,West Arsi,Kore,9.978284,4.382071,141671.671875
652,223448,ET2023A3041706,222738,Ethiopia,Oromia,West Arsi,Gedeb Asasa,11.727889,8.289496,286054.9375
653,223449,ET2023A3041707,222738,Ethiopia,Oromia,West Arsi,Dodola,8.621058,4.799091,267925.25
654,223450,ET2023A3041708,222738,Ethiopia,Oromia,West Arsi,Kokosa,8.599038,3.497717,203762.796875
655,223451,ET2023A3041709,222738,Ethiopia,Oromia,West Arsi,Nenesebo,7.4317603,4.0145397,170997.375
656,223452,ET2023A3041710,222738,Ethiopia,Oromia,West Arsi,Adaba,7.6425133,5.5693855,201235.015625
657,223453,ET2023A3041711,222738,Ethiopia,Oromia,West Arsi,Shashemene town,26.357641,34.749958,417742.25
658,223454,ET2023A3041712,222738,Ethiopia,Oromia,West Arsi,Shashemene,8.898263,3.0561097,104145.265625
659,223455,ET2023A3041713,222738,Ethiopia,Oromia,West Arsi,Kofele town,29.519608,24.339817,32914.36328125
660,223456,ET2023A3041783,222738,Ethiopia,Oromia,West Arsi,Heban Arsi,11.362232,6.837842,77944.9140625
661,223457,ET2023A3041797,222738,Ethiopia,Oromia,West Arsi,Wondo,9.750043,2.3460147,14127.8125
662,223458,ET2023A3041799,222738,Ethiopia,Oromia,West Arsi,Arsi Negele town,35.134586,25.96482,75890.703125
663,223459,ET2023A3041801,222739,Ethiopia,Oromia,Kelem,Hawa Galan,13.000063,8.630865,134992.65625
664,223460,ET2023A3041802,222739,Ethiopia,Oromia,Kelem,Yama Logi Welel,9.617496,4.6092515,71034.8203125
665,223461,ET2023A3041803,222739,Ethiopia,Oromia,Kelem,Dale Wabera,12.949095,9.79807,90837.8984375
666,223462,ET2023A3041804,222739,Ethiopia,Oromia,Kelem,Gawo Kebe,5.873333,3.8430488,84194.2265625
667,223463,ET2023A3041805,222739,Ethiopia,Oromia,Kelem,Sayo,16.976933,8.395747,187017.890625
668,223464,ET2023A3041806,222739,Ethiopia,Oromia,Kelem,Denbi Dollo town,49.537323,28.460985,50676.6796875
669,223465,ET2023A3041807,222739,Ethiopia,Oromia,Kelem,Anfilo,19.020681,14.249472,124889.7890625
670,223466,ET2023A3041808,222739,Ethiopia,Oromia,Kelem,Dale Sadi,13.666882,10.200055,114856.46875
671,223467,ET2023A3041809,222739,Ethiopia,Oromia,Kelem,Gidami,17.101442,14.008695,152938.203125
672,223468,ET2023A3041810,222739,Ethiopia,Oromia,Kelem,Jimma Horo,7.56674,4.4486313,51128.4609375
673,223469,ET2023A3041811,222739,Ethiopia,Oromia,Kelem,Lalo Kile,12.196578,5.3282723,73642.9375
674,223470,ET2023A3041812,222739,Ethiopia,Oromia,Kelem,Sedi Chenka,19.4182,14.912683,64798.53125
675,223471,ET2023A3041901,222740,Ethiopia,Oromia,Horo Guduru,Horo,10.457,6.0565424,59427.12890625
676,223472,ET2023A3041902,222740,Ethiopia,Oromia,Horo Guduru,Shambu town,54.093876,33.8821,25153.65234375
677,223473,ET2023A3041903,222740,Ethiopia,Oromia,Horo Guduru,Guduru,8.994299,5.7962823,90032.9296875
678,223474,ET2023A3041904,222740,Ethiopia,Oromia,Horo Guduru,Ababo,11.155376,6.7255163,64176.8828125
679,223475,ET2023A3041905,222740,Ethiopia,Oromia,Horo Guduru,Abay Chomen,11.707058,11.824527,46196.05078125
680,223476,ET2023A3041906,222740,Ethiopia,Oromia,Horo Guduru,Jimma Genete,10.569736,7.7299347,85498.59375
681,223477,ET2023A3041907,222740,Ethiopia,Oromia,Horo Guduru,Jimma Rare,14.513205,11.720763,87398.515625
682,223478,ET2023A3041908,222740,Ethiopia,Oromia,Horo Guduru,Jarte Jardega,6.3864317,4.151136,59381.04296875
683,223479,ET2023A3041909,222740,Ethiopia,Oromia,Horo Guduru,Amuru,9.169641,7.2322607,82123.296875
684,223480,ET2023A3041910,222740,Ethiopia,Oromia,Horo Guduru,Abe Dongoro,9.213674,6.352846,102391.5546875
685,223481,ET2023A3041911,222740,Ethiopia,Oromia,Horo Guduru,Choman Guduru,8.302624,4.319757,43040.80078125
686,223482,ET2023A3041912,222740,Ethiopia,Oromia,Horo Guduru,Horo Buluk,10.227048,8.676811,65146.29296875
687,223483,ET2023A3041913,222740,Ethiopia,Oromia,Horo Guduru,Sulula Finca'a,12.1966095,13.993414,38272.9609375
688,223484,ET2023A3042101,222741,Ethiopia,Oromia,East Bale,Gololcha Bale,10.347614,7.137775,144597.5625
689,223485,ET2023A3042102,222741,Ethiopia,Oromia,East Bale,Lege Hida,8.805875,2.529333,86887.5625
690,223486,ET2023A3042103,222741,Ethiopia,Oromia,East Bale,Ginir,10.666601,7.0309224,174793.59375
691,223487,ET2023A3042104,222741,Ethiopia,Oromia,East Bale,Rayitu,6.4415603,2.7813826,43963.6484375
692,223488,ET2023A3042105,222741,Ethiopia,Oromia,East Bale,Seweyna,7.430607,3.0416396,109482.5625
693,223489,ET2023A3042106,222741,Ethiopia,Oromia,East Bale,Dawe Ketchen,23.936253,6.580636,106253.0234375
694,223490,ET2023A3042107,222741,Ethiopia,Oromia,East Bale,Ginir town,41.154797,29.869043,28396.80859375
695,223491,ET2023A3042201,222742,Ethiopia,Oromia,East Borena,Oborso,5.4053683,2.1728785,72831.9296875
696,223492,ET2023A3042202,222742,Ethiopia,Oromia,East Borena,Meda Welabu,6.3688083,3.7568843,77578.453125
697,223493,ET2023A3042203,222742,Ethiopia,Oromia,East Borena,Gora Dola,6.3990455,3.8512123,99396.375
698,223494,ET2023A3042207,222742,Ethiopia,Oromia,East Borena,Liben,7.7275386,5.2829337,81347.796875
699,223495,ET2023A3042208,222742,Ethiopia,Oromia,East Borena,Arero,8.759708,3.5731792,53092.58984375
700,223496,ET2023A3042214,222742,Ethiopia,Oromia,East Borena,Negele town,66.55826,49.165485,49186.5546875
701,223497,ET2023A3042220,222742,Ethiopia,Oromia,East Borena,Dhas,8.123802,3.2802782,24696.359375
702,223498,ET2023A3042297,222742,Ethiopia,Oromia,East Borena,Gumi Idalo,8.453981,3.5704687,23172.36328125
703,223499,ET2023A3042298,222742,Ethiopia,Oromia,East Borena,Wachile,7.8509426,2.8348315,22665.671875
704,223500,ET2023A3042301,222743,Ethiopia,Oromia,Shager City,Burayu,28.253489,18.127611,50291.2109375
705,223501,ET2023A3042302,222743,Ethiopia,Oromia,Shager City,Eka Tafo,10.571323,9.238708,47433.52734375
706,223502,ET2023A3042303,222743,Ethiopia,Oromia,Shager City,Furi,17.8514,17.291145,50894.34375
